,County,State
0,ADAMS,OH
1,ARLINGTON,VA
2,ARMSTRONG,PA
3,ASHLAND,OH
4,ATHENS,OH
5,AUGLAIZE,OH
6,BELL,KY
7,BERKS,PA
8,BOONE,KY
9,BUCKS,PA
10,BUTLER,OH
11,BUTLER,PA
12,CABELL,WV
13,CAMBRIA,PA
14,CARBON,PA
15,CAROLINE,VA
16,CARROLL,KY
17,CHESTER,PA
18,CHESTERFIELD,VA
19,CLINTON,OH
20,COLUMBIANA,OH
21,CRAWFORD,OH
22,CRAWFORD,PA
23,DAUPHIN,PA
24,DEFIANCE,OH
25,DELAWARE,OH
26,ERIE,PA
27,FAIRFAX,VA
28,ALBEMARLE,VA
29,ALLEN,OH
30,BEAVER,PA
31,BELMONT,OH
32,BOYD,KY
33,BUCHANAN,VA
34,CAMPBELL,KY
35,CHAMPAIGN,OH
36,FAIRFIELD,OH
37,BLAIR,PA
38,BOTETOURT,VA
39,FAYETTE,KY
40,FAYETTE,PA
41,FLOYD,KY
42,FRANKLIN,PA
43,FRANKLIN,VA
44,FREDERICK,VA
45,GALLIA,OH
46,GEAUGA,OH
47,GREENBRIER,WV
48,GREENE,OH
49,GUERNSEY,OH
50,HANCOCK,OH
51,HARDIN,OH
52,HARRISON,WV
53,HENRICO,VA
54,HENRY,VA
55,HURON,OH
56,JACKSON,OH
57,KNOX,KY
58,LACKAWANNA,PA
59,LAKE,OH
60,LANCASTER,PA
61,LEBANON,PA
62,LEHIGH,PA
63,LICKING,OH
64,LOUDOUN,VA
65,HARLAN,KY
66,HIGHLAND,OH
67,JESSAMINE,KY
68,KANAWHA,WV
69,LORAIN,OH
70,HARDIN,KY
71,LUZERNE,PA
72,LYCOMING,PA
73,LYON,KY
74,MADISON,KY
75,MARION,OH
76,MADISON,OH
77,MEDINA,OH
78,MONROE,PA
79,NICHOLAS,WV
80,PERRY,OH
81,PIKE,KY
82,PORTAGE,OH
83,MERCER,WV
84,MIAMI,OH
85,MONTGOMERY,KY
86,PRINCE WILLIAM,VA
87,RICHLAND,OH
88,ROSS,OH
89,SCIOTO,OH
90,PERRY,KY
91,ROANOKE,VA
92,ROCKCASTLE,KY
93,SANDUSKY,OH
94,SCHUYLKILL,PA
95,SCOTT,VA
96,SENECA,OH
97,SHENANDOAH,VA
98,SPOTSYLVANIA,VA
99,STARK,OH
100,SUMMIT,OH
101,TAZEWELL,VA
102,TRUMBULL,OH
103,STAFFORD,VA
104,WARREN,VA
105,WASHINGTON,PA
106,WARREN,OH
107,WASHINGTON,OH
108,WAYNE,OH
109,WESTMORELAND,PA
110,WOOD,OH
111,YORK,PA
