,County,State
0,ADAMS,OH
1,ASHLAND,OH
2,ASHTABULA,OH
3,ATHENS,OH
4,BEDFORD,VA
5,BELL,KY
6,BERKELEY,WV
7,BERKS,PA
8,CARBON,PA
9,CHESTER,PA
10,CHESTERFIELD,VA
11,CLERMONT,OH
12,COLUMBIA,PA
13,COLUMBIANA,OH
14,CRAWFORD,OH
15,DAUPHIN,PA
16,DEFIANCE,OH
17,DELAWARE,OH
18,ERIE,OH
19,ERIE,PA
20,FAIRFAX,VA
21,ALLEN,OH
22,BEAVER,PA
23,BELMONT,OH
24,BOYD,KY
25,CAMPBELL,KY
26,CLARK,KY
27,CULPEPER,VA
28,FAIRFIELD,OH
29,BLAIR,PA
30,FAYETTE,KY
31,FAYETTE,OH
32,FAYETTE,PA
33,FRANKLIN,KY
34,FRANKLIN,PA
35,FREDERICK,VA
36,GREENE,OH
37,GUERNSEY,OH
38,HANCOCK,OH
39,HANOVER,VA
40,HARRISON,WV
41,HURON,OH
42,JEFFERSON,OH
43,LACKAWANNA,PA
44,LANCASTER,PA
45,LAUREL,KY
46,LEBANON,PA
47,LEHIGH,PA
48,LICKING,OH
49,LOGAN,WV
50,LOUDOUN,VA
51,HARLAN,KY
52,HIGHLAND,OH
53,JESSAMINE,KY
54,KANAWHA,WV
55,LUCAS,OH
56,LYCOMING,PA
57,MADISON,KY
58,MAHONING,OH
59,MARION,OH
60,MERCER,OH
61,LAWRENCE,OH
62,MERCER,PA
63,MADISON,OH
64,MEDINA,OH
65,MONROE,PA
66,MONTGOMERY,VA
67,MUSKINGUM,OH
68,NICHOLAS,WV
69,NORTHAMPTON,PA
70,OHIO,WV
71,PHILADELPHIA,PA
72,PIKE,KY
73,PORTAGE,OH
74,MERCER,WV
75,POWELL,KY
76,PRINCE WILLIAM,VA
77,RALEIGH,WV
78,RICHLAND,OH
79,ROSS,OH
80,ROWAN,KY
81,SCIOTO,OH
82,PERRY,KY
83,ROCKCASTLE,KY
84,SANDUSKY,OH
85,SCHUYLKILL,PA
86,SCOTT,VA
87,SHELBY,OH
88,SHENANDOAH,VA
89,SPOTSYLVANIA,VA
90,SCOTT,KY
91,SUMMIT,OH
92,TAZEWELL,VA
93,TRUMBULL,OH
94,WARREN,VA
95,WASHINGTON,PA
96,WARREN,OH
97,WAYNE,OH
98,WESTMORELAND,PA
99,WOOD,OH
100,WYTHE,VA
101,YORK,PA
102,WISE,VA
103,WOOD,WV
104,WYOMING,PA
