,County,State
0,ACCOMACK,VA
1,ALEXANDRIA CITY,VA
2,AMELIA,VA
3,ARLINGTON,VA
4,ASHTABULA,OH
5,BARBOUR,WV
6,BLAND,VA
7,BOONE,WV
8,BRACKEN,KY
9,BRAXTON,WV
10,BUCKINGHAM,VA
11,BULLITT,KY
12,CABELL,WV
13,CAMERON,PA
14,CARROLL,KY
15,CHESTERFIELD,VA
16,COLONIAL HEIGHTS CITY,VA
17,DEFIANCE,OH
18,DODDRIDGE,WV
19,ESSEX,VA
20,FAIRFAX,VA
21,BOYD,KY
22,CARROLL,VA
23,CLINTON,PA
24,CULPEPER,VA
25,CUMBERLAND,VA
26,DINWIDDIE,VA
27,FAIRFAX CITY,VA
28,ANDERSON,KY
29,ELK,PA
30,EMPORIA CITY,VA
31,CARLISLE,KY
32,CLAY,WV
33,BALLARD,KY
34,FALLS CHURCH CITY,VA
35,FAYETTE,KY
36,FAUQUIER,VA
37,FAYETTE,PA
38,FLOYD,KY
39,FLOYD,VA
40,FLUVANNA,VA
41,FRANKLIN,KY
42,FULTON,KY
43,GALAX CITY,VA
44,GILES,VA
45,GOOCHLAND,VA
46,GRANT,KY
47,GRANT,WV
48,GRAVES,KY
49,GRAYSON,VA
50,HANOVER,VA
51,HARRISON,WV
52,HENDERSON,KY
53,HENRICO,VA
54,JEFFERSON,KY
55,JEFFERSON,OH
56,KING WILLIAM,VA
57,KNOX,OH
58,LOGAN,KY
59,LOUISA,VA
60,FRANKLIN CITY,VA
61,GARRARD,KY
62,GREENSVILLE,VA
63,HANCOCK,WV
64,HARRISON,KY
65,HENRY,KY
66,HOPEWELL CITY,VA
67,JESSAMINE,KY
68,KANAWHA,WV
69,LAWRENCE,PA
70,LETCHER,KY
71,LUZERNE,PA
72,LYCOMING,PA
73,MARION,WV
74,MCCRACKEN,KY
75,MCCREARY,KY
76,MERCER,KY
77,LANCASTER,VA
78,MADISON,OH
79,MATHEWS,VA
80,MINERAL,WV
81,MONROE,PA
82,MONTOUR,PA
83,MORROW,OH
84,MUHLENBERG,KY
85,NEW KENT,VA
86,ORANGE,VA
87,OWEN,KY
88,PENDLETON,KY
89,MERCER,WV
90,MIDDLESEX,VA
91,NELSON,KY
92,POWHATAN,VA
93,PRINCE WILLIAM,VA
94,PULASKI,VA
95,RICHLAND,OH
96,RITCHIE,WV
97,ROANE,WV
98,MANASSAS CITY,VA
99,MEADE,KY
100,MONONGALIA,WV
101,NORTHUMBERLAND,VA
102,OLDHAM,KY
103,PRESTON,WV
104,RICHMOND,VA
105,SMYTH,VA
106,SOMERSET,PA
107,SOUTHAMPTON,VA
108,SPOTSYLVANIA,VA
109,RADFORD,VA
110,SCOTT,KY
111,NORTON CITY,VA
112,SPENCER,KY
113,STARK,OH
114,TRUMBULL,OH
115,TUSCARAWAS,OH
116,UNION,OH
117,UNION,PA
118,STAFFORD,VA
119,SHELBY,KY
120,UPSHUR,WV
121,WASHINGTON,OH
122,WAYNE,KY
123,WYTHE,VA
124,TUCKER,WV
125,TYLER,WV
126,WASHINGTON,KY
127,WAYNE,WV
128,WESTMORELAND,VA
129,TODD,KY
130,TRIMBLE,KY
131,WOODFORD,KY
132,WILLIAMS,OH
133,GILMER,WV
134,HARRISON,OH
135,HICKMAN,KY
136,LEWIS,WV
137,PENDLETON,WV
138,PLEASANTS,WV
139,TAYLOR,WV
140,CHARLES CITY,VA
141,KING AND QUEEN,VA
142,LINCOLN,WV
