,County,State
0,ADAMS,PA
1,ALEXANDRIA CITY,VA
2,ALLEN,KY
3,ASHTABULA,OH
4,BARREN,KY
5,BATH,KY
6,BEDFORD,PA
7,BEDFORD,VA
8,BERKELEY,WV
9,BOONE,WV
10,BRACKEN,KY
11,BRAXTON,WV
12,BREATHITT,KY
13,BRECKINRIDGE,KY
14,BROWN,OH
15,BULLITT,KY
16,CAMERON,PA
17,CARTER,KY
18,CASEY,KY
19,CHRISTIAN,KY
20,CLARION,PA
21,CLEARFIELD,PA
22,CLERMONT,OH
23,COLONIAL HEIGHTS CITY,VA
24,COLUMBIA,PA
25,CRITTENDEN,KY
26,DANVILLE CITY,VA
27,DAVIESS,KY
28,ERIE,OH
29,ESSEX,VA
30,ALLEGHANY,VA
31,AMHERST,VA
32,AUGUSTA,VA
33,BATH,VA
34,BOYLE,KY
35,BRISTOL,VA
36,CAMPBELL,VA
37,CARROLL,VA
38,CENTRE,PA
39,CLARK,KY
40,CLAY,KY
41,CLINTON,KY
42,COSHOCTON,OH
43,CRAIG,VA
44,CULPEPER,VA
45,CUMBERLAND,KY
46,DARKE,OH
47,DINWIDDIE,VA
48,FAIRFAX CITY,VA
49,ANDERSON,KY
50,BEDFORD CITY,VA
51,BRADFORD,PA
52,CHARLOTTE,VA
53,CUMBERLAND,PA
54,ESTILL,KY
55,CARLISLE,KY
56,BRUNSWICK,VA
57,CALDWELL,KY
58,EDMONSON,KY
59,FAUQUIER,VA
60,FAYETTE,OH
61,FLOYD,VA
62,FLUVANNA,VA
63,FULTON,KY
64,FULTON,PA
65,GALAX CITY,VA
66,GLOUCESTER,VA
67,GRAYSON,KY
68,GRAYSON,VA
69,GREENE,PA
70,GREENE,VA
71,HALIFAX,VA
72,HAMPTON CITY,VA
73,HARDY,WV
74,HARRISONBURG CITY,VA
75,HART,KY
76,HOLMES,OH
77,HUNTINGDON,PA
78,INDIANA,PA
79,JACKSON,WV
80,JAMES CITY,VA
81,JEFFERSON,KY
82,JEFFERSON,OH
83,JEFFERSON,PA
84,JEFFERSON,WV
85,JOHNSON,KY
86,KENTON,KY
87,KING GEORGE,VA
88,KNOX,OH
89,LOGAN,KY
90,LOGAN,WV
91,LOUISA,VA
92,FLEMING,KY
93,FULTON,OH
94,GARRARD,KY
95,GREENUP,KY
96,HARRISON,KY
97,JACKSON,KY
98,LAWRENCE,PA
99,LEE,KY
100,LESLIE,KY
101,LETCHER,KY
102,LEWIS,KY
