,County,State
0,ADAMS,PA
1,AMELIA,VA
2,ASHLAND,OH
3,ATHENS,OH
4,AUGLAIZE,OH
5,BARBOUR,WV
6,BARREN,KY
7,BEDFORD,VA
8,BERKS,PA
9,BLAND,VA
10,BRAXTON,WV
11,BREATHITT,KY
12,BRECKINRIDGE,KY
13,BUTLER,OH
14,CABELL,WV
15,CAMBRIA,PA
16,CAMERON,PA
17,CARBON,PA
18,CAROLINE,VA
19,CHESTERFIELD,VA
20,CHRISTIAN,KY
21,COLONIAL HEIGHTS CITY,VA
22,COLUMBIA,PA
23,CRAWFORD,OH
24,DAUPHIN,PA
25,DAVIESS,KY
26,DELAWARE,OH
27,DICKENSON,VA
28,DODDRIDGE,WV
29,ERIE,PA
30,ALLEGHANY,VA
31,ALLEN,OH
32,AMHERST,VA
33,BATH,VA
34,BELMONT,OH
35,BOYD,KY
36,BUCHANAN,VA
37,BUENA VISTA CITY,VA
38,CAMPBELL,VA
39,CARROLL,VA
40,CHAMPAIGN,OH
41,CLINTON,PA
42,CULPEPER,VA
43,DARKE,OH
44,DINWIDDIE,VA
45,BEDFORD CITY,VA
46,BLAIR,PA
47,BOTETOURT,VA
48,CUMBERLAND,PA
49,EMPORIA CITY,VA
50,BROOKE,WV
51,CARLISLE,KY
52,CLARK,OH
53,BALLARD,KY
54,FAUQUIER,VA
55,FLOYD,KY
56,FULTON,KY
57,GALAX CITY,VA
58,GILES,VA
59,GLOUCESTER,VA
60,GOOCHLAND,VA
61,GRANT,KY
62,GRAYSON,VA
63,GREENBRIER,WV
64,GREENE,OH
65,GREENE,PA
66,GUERNSEY,OH
67,HANCOCK,OH
68,HANOVER,VA
69,HARDIN,OH
70,HARDY,WV
71,HARRISON,WV
72,HARRISONBURG CITY,VA
73,HART,KY
74,HENRICO,VA
75,HOPKINS,KY
76,JAMES CITY,VA
77,JEFFERSON,OH
78,JOHNSON,KY
79,KING GEORGE,VA
80,KING WILLIAM,VA
81,KNOTT,KY
82,LACKAWANNA,PA
83,LEBANON,PA
84,LICKING,OH
85,LOGAN,KY
86,LOGAN,OH
87,LOUDOUN,VA
88,FRANKLIN CITY,VA
89,FREDERICKSBURG CITY,VA
90,FULTON,OH
91,HARRISON,KY
92,HOPEWELL CITY,VA
93,LAWRENCE,KY
94,HARDIN,KY
95,LUZERNE,PA
96,LYNCHBURG CITY,VA
97,MADISON,VA
98,MARION,OH
99,MARSHALL,WV
100,MARTIN,KY
101,MCCRACKEN,KY
102,MCDOWELL,WV
103,MERCER,OH
104,LAWRENCE,OH
105,MECKLENBURG,VA
106,MEIGS,OH
107,GALLATIN,KY
108,LEXINGTON CITY,VA
109,MADISON,OH
110,MATHEWS,VA
111,MONROE,OH
112,MONROE,PA
113,MONTGOMERY,OH
114,MONTGOMERY,PA
115,MONTGOMERY,VA
116,MONTOUR,PA
117,MORGAN,OH
118,MORROW,OH
119,MUHLENBERG,KY
120,NELSON,VA
121,NEW KENT,VA
122,NORTHUMBERLAND,PA
123,OHIO,WV
124,ORANGE,VA
125,OTTAWA,OH
126,PAGE,VA
127,PETERSBURG CITY,VA
128,PIKE,KY
129,MERCER,WV
130,MIAMI,OH
131,MIDDLESEX,VA
132,MORGAN,KY
133,NOBLE,OH
134,OHIO,KY
135,PATRICK,VA
136,PAULDING,OH
137,POWHATAN,VA
138,PRINCE WILLIAM,VA
139,PULASKI,VA
140,RICHLAND,OH
141,RITCHIE,WV
142,ROCKBRIDGE,VA
143,ROCKINGHAM,VA
144,SALEM,VA
145,MANASSAS CITY,VA
146,MEADE,KY
147,MONROE,WV
148,OLDHAM,KY
149,PERRY,KY
150,PITTSYLVANIA,VA
151,POTTER,PA
152,PREBLE,OH
153,PRINCE GEORGE,VA
154,RAPPAHANNOCK,VA
155,RICHMOND,VA
156,ROANOKE,VA
157,ROBERTSON,KY
158,MINGO,WV
159,PUTNAM,OH
160,SANDUSKY,OH
161,SENECA,OH
162,SHELBY,OH
163,SHENANDOAH,VA
164,SIMPSON,KY
165,SMYTH,VA
166,SOUTHAMPTON,VA
167,SPOTSYLVANIA,VA
168,NOTTOWAY,VA
169,RADFORD,VA
170,SCOTT,KY
171,SULLIVAN,PA
172,SUSSEX,VA
173,TAZEWELL,VA
174,UNION,PA
175,VAN WERT,OH
176,STAFFORD,VA
177,WARREN,VA
178,WASHINGTON,PA
179,SNYDER,PA
180,UPSHUR,WV
181,WARREN,OH
182,WASHINGTON,OH
183,WASHINGTON,VA
184,WILLIAMSBURG CITY,VA
185,WYANDOT,OH
186,WYTHE,VA
187,YORK,PA
188,TYLER,WV
189,WAYNE,PA
190,WAYNE,WV
191,WEBSTER,KY
192,WETZEL,WV
193,TODD,KY
194,HICKMAN,KY
195,SURRY,VA
196,LEWIS,WV
197,PENDLETON,WV
198,WEBSTER,WV
199,UNION,KY
200,TAYLOR,WV
201,CHARLES CITY,VA
202,KING AND QUEEN,VA
203,HANCOCK,KY
204,LINCOLN,WV
205,COVINGTON CITY,VA
