,County,State
0,ALEXANDRIA CITY,VA
1,CALHOUN,WV
2,CARTER,KY
3,CASEY,KY
4,CHARLOTTESVILLE CITY,VA
5,CHESAPEAKE CITY,VA
6,CLEARFIELD,PA
7,COLUMBIA,PA
8,CRITTENDEN,KY
9,DAVIESS,KY
10,ERIE,PA
11,BOURBON,KY
12,BRISTOL,VA
13,BUENA VISTA CITY,VA
14,CARROLL,VA
15,CHAMPAIGN,OH
16,CLAY,KY
17,CLINTON,PA
18,CUMBERLAND,VA
19,DARKE,OH
20,BEDFORD CITY,VA
21,ELK,PA
22,EMPORIA CITY,VA
23,CARLISLE,KY
24,BRUNSWICK,VA
25,FRANKLIN,KY
26,FRANKLIN,VA
27,GALAX CITY,VA
28,GEAUGA,OH
29,GRANT,WV
30,GREENE,PA
31,GREENE,VA
32,HARDIN,OH
33,HARDY,WV
34,HOPKINS,KY
35,JAMES CITY,VA
36,KNOX,OH
37,GREEN,KY
38,GREENSVILLE,VA
39,HENRY,KY
40,JACKSON,KY
41,LAWRENCE,KY
42,LEE,KY
43,LUNENBURG,VA
44,LYON,KY
45,MARION,OH
46,MARSHALL,WV
47,MARTINSVILLE CITY,VA
48,MCDOWELL,WV
49,FOREST,PA
50,MARSHALL,KY
51,MCLEAN,KY
52,LARUE,KY
53,HIGHLAND,VA
54,MADISON,OH
55,MONROE,OH
56,MONTOUR,PA
57,MORGAN,OH
58,MUHLENBERG,KY
59,MUSKINGUM,OH
60,NEWPORT NEWS CITY,VA
61,OWEN,KY
62,PENDLETON,KY
63,PERRY,OH
64,PETERSBURG CITY,VA
65,POQUOSON CITY,VA
66,PORTAGE,OH
67,PORTSMOUTH CITY,VA
68,POCAHONTAS,WV
69,ROCKBRIDGE,VA
70,SALEM,VA
71,MANASSAS CITY,VA
72,MIFFLIN,PA
73,MONROE,WV
74,NORTHUMBERLAND,VA
75,OLDHAM,KY
76,POTTER,PA
77,PRINCE GEORGE,VA
78,ROBERTSON,KY
79,METCALFE,KY
80,MINGO,WV
81,NOTTOWAY,VA
82,RADFORD,VA
83,SCOTT,KY
84,SUSSEX,VA
85,VAN WERT,OH
86,SHELBY,KY
87,WAYNE,KY
88,WILLIAMSBURG CITY,VA
89,TYLER,WV
90,WEBSTER,KY
91,WESTMORELAND,VA
92,TODD,KY
93,WOOD,WV
94,TIOGA,PA
95,YORK,VA
96,WILLIAMS,OH
97,WIRT,WV
98,GILMER,WV
99,HARRISON,OH
100,HICKMAN,KY
101,SURRY,VA
102,NORTHAMPTON,VA
103,CHARLES CITY,VA
104,HANCOCK,KY
