,County,State
0,ALLEN,KY
1,BLAND,VA
2,BOONE,WV
3,BRECKINRIDGE,KY
4,BUCKINGHAM,VA
5,CABELL,WV
6,CALHOUN,WV
7,CARROLL,KY
8,CLARION,PA
9,CRITTENDEN,KY
10,DAUPHIN,PA
11,DAVIESS,KY
12,DODDRIDGE,WV
13,ADAIR,KY
14,ALLEGHANY,VA
15,BOURBON,KY
16,CAMPBELL,VA
17,CHAMPAIGN,OH
18,CLINTON,KY
19,CRAIG,VA
20,CUMBERLAND,VA
21,DARKE,OH
22,ELK,PA
23,BUTLER,KY
24,CARLISLE,KY
25,CLARK,OH
26,CLAY,WV
27,BRUNSWICK,VA
28,CALDWELL,KY
29,EDMONSON,KY
30,FULTON,PA
31,GLOUCESTER,VA
32,GRANT,KY
33,HART,KY
34,HENDERSON,KY
35,HOPKINS,KY
36,HUNTINGDON,PA
37,JACKSON,WV
38,KING GEORGE,VA
39,KING WILLIAM,VA
40,LOGAN,KY
41,GARRARD,KY
42,GREEN,KY
43,LEE,KY
44,LEWIS,KY
45,LIVINGSTON,KY
46,LUNENBURG,VA
47,MADISON,VA
48,MARSHALL,WV
49,MARTIN,KY
50,MARTINSVILLE CITY,VA
51,MENIFEE,KY
52,FOREST,PA
53,MARSHALL,KY
54,MECKLENBURG,VA
55,HIGHLAND,VA
56,MORGAN,OH
57,MUSKINGUM,OH
58,NELSON,VA
59,NEW KENT,VA
60,OHIO,WV
61,OTTAWA,OH
62,PAGE,VA
63,PETERSBURG CITY,VA
64,PIKE,OH
65,POQUOSON CITY,VA
66,MONROE,KY
67,MORGAN,KY
68,OWSLEY,KY
69,PAULDING,OH
70,POCAHONTAS,WV
71,POWHATAN,VA
72,RALEIGH,WV
73,ROANE,WV
74,SALEM,VA
75,MANASSAS CITY,VA
76,MEADE,KY
77,MONONGALIA,WV
78,PRINCE EDWARD,VA
79,PRINCE GEORGE,VA
80,RAPPAHANNOCK,VA
81,ROBERTSON,KY
82,METCALFE,KY
83,RUSSELL,KY
84,SOUTHAMPTON,VA
85,RADFORD,VA
86,SPENCER,KY
87,UNION,PA
88,VIRGINIA BEACH CITY,VA
89,WARREN,PA
90,VINTON,OH
91,WASHINGTON,VA
92,WILLIAMSBURG CITY,VA
93,SUMMERS,WV
94,TRIGG,KY
95,WASHINGTON,KY
96,WAYNE,WV
97,WEBSTER,KY
98,WESTMORELAND,VA
99,WETZEL,WV
100,WYOMING,WV
101,TRIMBLE,KY
102,WAYNESBORO CITY,VA
103,TIOGA,PA
104,HICKMAN,KY
105,SURRY,VA
106,TAYLOR,WV
