,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ASHLAND,OH
3,BARBOUR,WV
4,BARREN,KY
5,BATH,KY
6,BLAND,VA
7,BOONE,WV
8,BRACKEN,KY
9,CALHOUN,WV
10,CARROLL,OH
11,CASEY,KY
12,CHRISTIAN,KY
13,CLARION,PA
14,COLUMBIA,PA
15,CRITTENDEN,KY
16,DODDRIDGE,WV
17,ALBEMARLE,VA
18,AMHERST,VA
19,BRISTOL,VA
20,CALLOWAY,KY
21,CARROLL,VA
22,CLARKE,VA
23,COSHOCTON,OH
24,FAIRFAX CITY,VA
25,ANDERSON,KY
26,BRADFORD,PA
27,CUMBERLAND,PA
28,BUTLER,KY
29,CLAY,WV
30,BALLARD,KY
31,APPOMATTOX,VA
32,FULTON,PA
33,GOOCHLAND,VA
34,GRAYSON,KY
35,GRAYSON,VA
36,GREENE,PA
37,GREENE,VA
38,HENRY,VA
39,JEFFERSON,WV
40,KING GEORGE,VA
41,LAUREL,KY
42,LOGAN,WV
43,FLEMING,KY
44,GREENSVILLE,VA
45,GREENUP,KY
46,HANCOCK,WV
47,HENRY,KY
48,HOPEWELL CITY,VA
49,JACKSON,KY
50,LAWRENCE,KY
51,LEWIS,KY
52,LORAIN,OH
53,FAYETTE,WV
54,HARDIN,KY
55,HOCKING,OH
56,LYON,KY
57,MARTINSVILLE CITY,VA
58,MCCRACKEN,KY
59,MCDOWELL,WV
60,MCKEAN,PA
61,MENIFEE,KY
62,FOREST,PA
63,MARION,KY
64,MARSHALL,KY
65,MERCER,KY
66,MERCER,PA
67,LARUE,KY
68,HIGHLAND,VA
69,LANCASTER,VA
70,MORGAN,OH
71,NELSON,VA
72,MONROE,KY
73,MORGAN,KY
74,NOBLE,OH
75,OHIO,KY
76,OWSLEY,KY
77,PAULDING,OH
78,POCAHONTAS,WV
79,POWHATAN,VA
80,RITCHIE,WV
81,ROANE,WV
82,MIFFLIN,PA
83,MONONGALIA,WV
84,NORTHUMBERLAND,VA
85,POTTER,PA
86,PRINCE GEORGE,VA
87,METCALFE,KY
88,SCOTT,VA
89,RADFORD,VA
90,SPENCER,KY
91,STAUNTON CITY,VA
92,UNION,OH
93,VAN WERT,OH
94,VENANGO,PA
95,WILLIAMSBURG CITY,VA
96,SUSQUEHANNA,PA
97,TRIGG,KY
98,TYLER,WV
99,WASHINGTON,KY
100,WAYNE,PA
101,WESTMORELAND,VA
102,WETZEL,WV
103,WYOMING,WV
104,WYOMING,PA
105,WIRT,WV
106,GILMER,WV
107,HAMPSHIRE,WV
108,HICKMAN,KY
109,SURRY,VA
110,PENDLETON,WV
