,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ADAMS,PA
3,ALLEGHENY,PA
4,ARMSTRONG,PA
5,ATHENS,OH
6,BARBOUR,WV
7,BEDFORD,VA
8,BERKELEY,WV
9,BERKS,PA
10,BOONE,WV
11,BRACKEN,KY
12,BRAXTON,WV
13,BRECKINRIDGE,KY
14,BROWN,OH
15,BUCKINGHAM,VA
16,BUTLER,PA
17,CALHOUN,WV
18,CARBON,PA
19,CAROLINE,VA
20,CARROLL,KY
21,CHARLOTTESVILLE CITY,VA
22,CLARION,PA
23,COLUMBIA,PA
24,CRAWFORD,PA
25,DANVILLE CITY,VA
26,DAUPHIN,PA
27,DODDRIDGE,WV
28,ERIE,OH
29,ERIE,PA
30,ESSEX,VA
31,ALBEMARLE,VA
32,AMHERST,VA
33,AUGUSTA,VA
34,BEAVER,PA
35,BOURBON,KY
36,BOYLE,KY
37,CAMPBELL,VA
38,CARROLL,VA
39,CENTRE,PA
40,CLARKE,VA
41,CLINTON,PA
42,COSHOCTON,OH
43,CULPEPER,VA
44,CUMBERLAND,VA
45,DARKE,OH
46,ANDERSON,KY
47,BEDFORD CITY,VA
48,BRADFORD,PA
49,CHARLOTTE,VA
50,ESTILL,KY
51,CLARK,OH
52,CLAY,WV
53,BRUNSWICK,VA
54,FAYETTE,KY
55,FAUQUIER,VA
56,APPOMATTOX,VA
57,FAYETTE,OH
58,FAYETTE,PA
59,FLOYD,VA
60,FLUVANNA,VA
61,FRANKLIN,KY
62,FRANKLIN,VA
63,FREDERICK,VA
64,FULTON,PA
65,GALAX CITY,VA
66,GEAUGA,OH
67,GILES,VA
68,GRAYSON,KY
69,GREENBRIER,WV
70,GREENE,OH
71,GREENE,PA
72,GREENE,VA
73,HANOVER,VA
74,HARDY,WV
75,HARRISON,WV
76,HENRY,VA
77,HUNTINGDON,PA
78,JEFFERSON,WV
79,KING GEORGE,VA
80,KNOTT,KY
81,LACKAWANNA,PA
82,LAKE,OH
83,LOGAN,OH
84,LOUDOUN,VA
85,FLEMING,KY
86,FREDERICKSBURG CITY,VA
87,GARRARD,KY
88,HANCOCK,WV
89,HARLAN,KY
90,JACKSON,KY
91,JESSAMINE,KY
92,LESLIE,KY
93,LETCHER,KY
94,LINCOLN,KY
95,LORAIN,OH
96,FAYETTE,WV
97,HARDIN,KY
98,LEE,VA
99,LUNENBURG,VA
100,LUZERNE,PA
101,LYNCHBURG CITY,VA
102,MADISON,KY
103,MADISON,VA
104,MAHONING,OH
105,MARION,WV
106,MARSHALL,WV
107,MARTINSVILLE CITY,VA
108,MASON,KY
109,MERCER,OH
110,HENRY,OH
111,MARION,KY
112,MECKLENBURG,VA
113,MEIGS,OH
114,MERCER,KY
115,GALLATIN,KY
116,LARUE,KY
117,LANCASTER,VA
118,MONROE,OH
119,MONTGOMERY,OH
120,MONTGOMERY,VA
121,MONTOUR,PA
122,MORGAN,OH
123,MORGAN,WV
124,MUSKINGUM,OH
125,NICHOLAS,WV
126,NORTHUMBERLAND,PA
127,ORANGE,VA
128,OTTAWA,OH
129,OWEN,KY
130,PAGE,VA
131,PENDLETON,KY
132,PERRY,OH
133,PORTAGE,OH
134,MERCER,WV
135,NOBLE,OH
136,OWSLEY,KY
137,PATRICK,VA
138,PRINCE WILLIAM,VA
139,PULASKI,KY
140,RALEIGH,WV
141,RITCHIE,WV
142,MANASSAS CITY,VA
143,MONONGALIA,WV
144,NORTHUMBERLAND,VA
145,PERRY,KY
146,PITTSYLVANIA,VA
147,PREBLE,OH
148,PRESTON,WV
149,ROCKCASTLE,KY
150,SANDUSKY,OH
151,SCHUYLKILL,PA
152,SENECA,OH
153,SHELBY,OH
154,SHENANDOAH,VA
155,SOMERSET,PA
156,SPOTSYLVANIA,VA
157,NICHOLAS,KY
158,NORTON CITY,VA
159,RANDOLPH,WV
160,STARK,OH
161,SULLIVAN,PA
162,VAN WERT,OH
163,STAFFORD,VA
164,TAYLOR,KY
165,VENANGO,PA
166,WARREN,PA
167,WARREN,VA
168,WASHINGTON,PA
169,UPSHUR,WV
170,WARREN,OH
171,WASHINGTON,OH
172,WAYNE,KY
173,WESTMORELAND,PA
174,WOOD,OH
175,TRIGG,KY
176,TUCKER,WV
177,TYLER,WV
178,WASHINGTON,KY
179,WESTMORELAND,VA
180,WETZEL,WV
181,WINCHESTER CITY,VA
182,WOOD,WV
183,WOODFORD,KY
184,WYOMING,PA
185,WILLIAMS,OH
186,WIRT,WV
187,GILMER,WV
188,HAMPSHIRE,WV
189,LEWIS,WV
190,PLEASANTS,WV
191,WEBSTER,WV
192,TAYLOR,WV
193,KING AND QUEEN,VA
194,HANCOCK,KY
