,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ALEXANDRIA CITY,VA
3,ALLEN,KY
4,ARLINGTON,VA
5,ASHLAND,OH
6,ASHTABULA,OH
7,BARBOUR,WV
8,BARREN,KY
9,BELL,KY
10,BLAND,VA
11,BRACKEN,KY
12,BRAXTON,WV
13,BREATHITT,KY
14,BROWN,OH
15,BUCKINGHAM,VA
16,CAMERON,PA
17,CARBON,PA
18,CARROLL,OH
19,CARTER,KY
20,CASEY,KY
21,CHARLOTTESVILLE CITY,VA
22,CLARION,PA
23,CLINTON,OH
24,COLUMBIA,PA
25,COLUMBIANA,OH
26,CRAWFORD,PA
27,CUYAHOGA,OH
28,DANVILLE CITY,VA
29,DAUPHIN,PA
30,DEFIANCE,OH
31,DELAWARE,OH
32,DICKENSON,VA
33,DODDRIDGE,WV
34,ERIE,OH
35,ERIE,PA
36,FAIRFAX,VA
37,ALBEMARLE,VA
38,AUGUSTA,VA
39,BATH,VA
40,BOURBON,KY
41,BOYD,KY
42,BOYLE,KY
43,CALLOWAY,KY
44,CARROLL,VA
45,CENTRE,PA
46,CLARK,KY
47,CLAY,KY
48,CLINTON,PA
49,CULPEPER,VA
50,CUMBERLAND,VA
51,ELLIOTT,KY
52,FAIRFAX CITY,VA
53,FAIRFIELD,OH
54,ANDERSON,KY
55,BRADFORD,PA
56,CHARLOTTE,VA
57,ELK,PA
58,ESTILL,KY
59,BUTLER,KY
60,CARLISLE,KY
61,BALLARD,KY
62,FALLS CHURCH CITY,VA
63,FAYETTE,KY
64,FAUQUIER,VA
65,APPOMATTOX,VA
66,FAYETTE,OH
67,FAYETTE,PA
68,FLOYD,KY
69,FLUVANNA,VA
70,FRANKLIN,KY
71,FRANKLIN,OH
72,FREDERICK,VA
73,FULTON,KY
74,GALAX CITY,VA
75,GILES,VA
76,GRANT,WV
77,GRAVES,KY
78,GRAYSON,VA
79,GREENBRIER,WV
80,GREENE,PA
81,GREENE,VA
82,HALIFAX,VA
83,HARRISON,WV
84,HENRY,VA
85,HOLMES,OH
86,HURON,OH
87,INDIANA,PA
88,JACKSON,OH
89,JEFFERSON,OH
90,JEFFERSON,PA
91,JEFFERSON,WV
92,JOHNSON,KY
93,KING GEORGE,VA
94,KNOTT,KY
95,KNOX,KY
96,KNOX,OH
97,LACKAWANNA,PA
98,LAKE,OH
99,LEBANON,PA
100,LEHIGH,PA
101,LOGAN,KY
102,LOUDOUN,VA
103,LOUISA,VA
104,FREDERICKSBURG CITY,VA
105,FULTON,OH
106,GARRARD,KY
107,GREENUP,KY
108,HARLAN,KY
109,HARRISON,KY
110,HIGHLAND,OH
111,JACKSON,KY
