,County,State
0,ADAMS,OH
1,ALEXANDRIA CITY,VA
2,ALLEGHENY,PA
3,ALLEN,KY
4,ARLINGTON,VA
5,ASHLAND,OH
6,ASHTABULA,OH
7,ATHENS,OH
8,AUGLAIZE,OH
9,BARBOUR,WV
10,BARREN,KY
11,BEDFORD,VA
12,BELL,KY
13,BERKELEY,WV
14,BERKS,PA
15,BOONE,KY
16,BRACKEN,KY
17,BREATHITT,KY
18,BROWN,OH
19,BUCKINGHAM,VA
20,BUTLER,OH
21,BUTLER,PA
22,CALHOUN,WV
23,CASEY,KY
24,CHARLOTTESVILLE CITY,VA
25,CHESAPEAKE CITY,VA
26,CHESTER,PA
27,CHRISTIAN,KY
28,CLARION,PA
29,CLEARFIELD,PA
30,CLERMONT,OH
31,CRAWFORD,OH
32,CRITTENDEN,KY
33,CUYAHOGA,OH
34,DANVILLE CITY,VA
35,DAVIESS,KY
36,DEFIANCE,OH
37,ERIE,OH
38,ERIE,PA
39,FAIRFAX,VA
40,ADAIR,KY
41,ALBEMARLE,VA
42,ALLEGHANY,VA
43,ALLEN,OH
44,BOURBON,KY
45,BOYD,KY
46,BOYLE,KY
47,BUCHANAN,VA
48,BUENA VISTA CITY,VA
49,CAMPBELL,KY
50,CAMPBELL,VA
51,CLARK,KY
52,CLAY,KY
53,CLINTON,KY
54,COSHOCTON,OH
55,CRAIG,VA
56,CULPEPER,VA
57,CUMBERLAND,KY
58,CUMBERLAND,VA
59,DARKE,OH
60,ELLIOTT,KY
61,FAIRFAX CITY,VA
62,BEDFORD CITY,VA
63,BLAIR,PA
64,BOTETOURT,VA
65,CUMBERLAND,PA
66,ESTILL,KY
67,BUTLER,KY
68,CALDWELL,KY
69,FALLS CHURCH CITY,VA
70,FAYETTE,KY
71,EDMONSON,KY
72,FAUQUIER,VA
73,APPOMATTOX,VA
74,FAYETTE,PA
75,FLOYD,KY
76,FLUVANNA,VA
77,FRANKLIN,OH
78,FRANKLIN,VA
79,FULTON,PA
80,GALLIA,OH
81,GLOUCESTER,VA
82,GRANT,KY
83,GRANT,WV
84,GRAYSON,KY
85,GREENE,OH
86,GREENE,VA
87,HALIFAX,VA
88,HAMILTON,OH
89,HAMPTON CITY,VA
90,HARDIN,OH
91,HARRISONBURG CITY,VA
92,HART,KY
93,HENDERSON,KY
94,HENRY,VA
95,HOPKINS,KY
96,HUNTINGDON,PA
97,HURON,OH
98,JACKSON,OH
99,JAMES CITY,VA
100,JEFFERSON,PA
101,JEFFERSON,WV
102,JOHNSON,KY
103,KENTON,KY
104,KING GEORGE,VA
105,KNOTT,KY
106,KNOX,KY
107,KNOX,OH
108,LAUREL,KY
109,LICKING,OH
110,LOGAN,KY
111,LOGAN,OH
112,LOUDOUN,VA
