,County,State
0,ALLEN,KY
1,AMELIA,VA
2,BARBOUR,WV
3,BATH,KY
4,BEDFORD,PA
5,BRECKINRIDGE,KY
6,BROWN,OH
7,BUTLER,PA
8,CALHOUN,WV
9,CARTER,KY
10,CHARLOTTESVILLE CITY,VA
11,CHRISTIAN,KY
12,DANVILLE CITY,VA
13,ADAIR,KY
14,ALBEMARLE,VA
15,BOYLE,KY
16,BUENA VISTA CITY,VA
17,CLAY,KY
18,CRAIG,VA
19,ESTILL,KY
20,BROOKE,WV
21,BUTLER,KY
22,CLAY,WV
23,BALLARD,KY
24,BRUNSWICK,VA
25,FLUVANNA,VA
26,FULTON,KY
27,GOOCHLAND,VA
28,GRANT,WV
29,GREENE,VA
30,HART,KY
31,HENDERSON,KY
32,HOPKINS,KY
33,JEFFERSON,KY
34,JEFFERSON,WV
35,KING GEORGE,VA
36,KING WILLIAM,VA
37,KNOTT,KY
38,FLEMING,KY
39,FREDERICKSBURG CITY,VA
40,GARRARD,KY
41,GREENUP,KY
42,HARRISON,KY
43,JACKSON,KY
44,LETCHER,KY
45,LUNENBURG,VA
46,LYNCHBURG CITY,VA
47,MADISON,VA
48,MAGOFFIN,KY
49,MARTIN,KY
50,MCCRACKEN,KY
51,MCDOWELL,WV
52,ISLE OF WIGHT,VA
53,MCLEAN,KY
54,MEIGS,OH
55,LARUE,KY
56,LEXINGTON CITY,VA
57,NEWPORT NEWS CITY,VA
58,ORANGE,VA
59,PAGE,VA
60,PERRY,OH
61,POQUOSON CITY,VA
62,MIDDLESEX,VA
63,NOBLE,OH
64,OWSLEY,KY
65,PATRICK,VA
66,PAULDING,OH
67,RITCHIE,WV
68,ROANE,WV
69,MANASSAS CITY,VA
70,OLDHAM,KY
71,PRESTON,WV
72,PRINCE EDWARD,VA
73,ROBERTSON,KY
74,MINGO,WV
75,PUTNAM,OH
76,SOMERSET,PA
77,SOUTHAMPTON,VA
78,RANDOLPH,WV
79,SPENCER,KY
80,STAUNTON CITY,VA
81,SUSSEX,VA
82,TUSCARAWAS,OH
83,TAYLOR,KY
84,WARREN,KY
85,SUFFOLK CITY,VA
86,WAYNE,KY
87,WHITLEY,KY
88,SUMMERS,WV
89,SUSQUEHANNA,PA
90,TYLER,WV
91,WEBSTER,KY
92,WOLFE,KY
93,TODD,KY
94,SURRY,VA
95,WEBSTER,WV
96,UNION,KY
97,TAYLOR,WV
98,KING AND QUEEN,VA
