,County,State
0,ADAMS,PA
1,ALLEGHENY,PA
2,AMELIA,VA
3,ARMSTRONG,PA
4,ATHENS,OH
5,AUGLAIZE,OH
6,BATH,KY
7,BEDFORD,PA
8,BEDFORD,VA
9,BERKELEY,WV
10,BERKS,PA
11,BOONE,KY
12,BOONE,WV
13,BRECKINRIDGE,KY
14,BULLITT,KY
15,BUTLER,PA
16,CABELL,WV
17,CALHOUN,WV
18,CAMBRIA,PA
19,CAROLINE,VA
20,CARROLL,KY
21,CHESAPEAKE CITY,VA
22,CHESTERFIELD,VA
23,CHRISTIAN,KY
24,CLEARFIELD,PA
25,CLERMONT,OH
26,COLONIAL HEIGHTS CITY,VA
27,CRAWFORD,OH
28,CRITTENDEN,KY
29,DAVIESS,KY
30,ESSEX,VA
31,ADAIR,KY
32,ALLEGHANY,VA
33,ALLEN,OH
34,AMHERST,VA
35,BEAVER,PA
36,BELMONT,OH
37,BRISTOL,VA
38,BUCHANAN,VA
39,BUENA VISTA CITY,VA
40,CAMPBELL,KY
41,CAMPBELL,VA
42,CHAMPAIGN,OH
43,CLARKE,VA
44,CLINTON,KY
45,COSHOCTON,OH
46,CRAIG,VA
47,CUMBERLAND,KY
48,DINWIDDIE,VA
49,BEDFORD CITY,VA
50,BLAIR,PA
51,BOTETOURT,VA
52,CUMBERLAND,PA
53,EMPORIA CITY,VA
54,BROOKE,WV
55,CLARK,OH
56,CLAY,WV
57,BRUNSWICK,VA
58,CALDWELL,KY
59,EDMONSON,KY
60,FLOYD,VA
61,FRANKLIN,PA
62,FRANKLIN,VA
63,FULTON,PA
64,GALLIA,OH
65,GEAUGA,OH
66,GLOUCESTER,VA
67,GOOCHLAND,VA
68,GRANT,KY
69,GRAYSON,KY
70,HAMPTON CITY,VA
71,HANCOCK,OH
72,HANOVER,VA
73,HARDIN,OH
74,HARDY,WV
75,HARRISONBURG CITY,VA
76,HART,KY
77,HENDERSON,KY
78,HENRICO,VA
79,HOPKINS,KY
80,JACKSON,WV
81,JAMES CITY,VA
82,JEFFERSON,KY
83,KENTON,KY
84,KING WILLIAM,VA
85,LANCASTER,PA
86,LAUREL,KY
87,LICKING,OH
88,LOGAN,WV
89,FLEMING,KY
90,FRANKLIN CITY,VA
91,GREEN,KY
92,GREENSVILLE,VA
93,HANCOCK,WV
94,HENRY,KY
95,HOPEWELL CITY,VA
96,KANAWHA,WV
97,LAWRENCE,KY
98,LAWRENCE,PA
99,HARDIN,KY
100,JUNIATA,PA
101,LYNCHBURG CITY,VA
102,LYON,KY
103,MARTIN,KY
104,MASON,WV
105,MCDOWELL,WV
106,MERCER,OH
107,HENRY,OH
108,ISLE OF WIGHT,VA
109,LAWRENCE,OH
110,MCLEAN,KY
111,MEIGS,OH
112,GALLATIN,KY
113,LARUE,KY
114,LEXINGTON CITY,VA
115,LANCASTER,VA
116,MADISON,OH
117,MATHEWS,VA
118,MONROE,OH
119,MONROE,PA
120,MONTGOMERY,VA
121,MORROW,OH
122,MUHLENBERG,KY
123,NEW KENT,VA
124,NEWPORT NEWS CITY,VA
125,NORTHAMPTON,PA
126,OWEN,KY
127,PENDLETON,KY
128,PETERSBURG CITY,VA
129,PIKE,KY
130,POQUOSON CITY,VA
131,PORTSMOUTH CITY,VA
132,MIAMI,OH
133,MIDDLESEX,VA
134,MONROE,KY
135,MORGAN,KY
136,NELSON,KY
137,NORFOLK CITY,VA
138,PAULDING,OH
139,POWHATAN,VA
140,RALEIGH,WV
141,ROANE,WV
142,ROCKBRIDGE,VA
143,ROCKINGHAM,VA
144,RUSSELL,VA
145,SALEM,VA
146,MIFFLIN,PA
147,MONROE,WV
148,OLDHAM,KY
149,PITTSYLVANIA,VA
150,POTTER,PA
151,PRINCE GEORGE,VA
152,RICHMOND,VA
153,ROANOKE,VA
154,ROBERTSON,KY
155,METCALFE,KY
156,MINGO,WV
157,PUTNAM,OH
158,SENECA,OH
159,SHENANDOAH,VA
160,SOUTHAMPTON,VA
161,NOTTOWAY,VA
162,PUTNAM,WV
163,SPENCER,KY
164,SUSSEX,VA
165,TRUMBULL,OH
166,TUSCARAWAS,OH
167,UNION,OH
168,VAN WERT,OH
169,VIRGINIA BEACH CITY,VA
170,WARREN,VA
171,WASHINGTON,PA
172,SHELBY,KY
173,SNYDER,PA
174,SUFFOLK CITY,VA
175,WARREN,OH
176,WASHINGTON,VA
177,WHITLEY,KY
178,WILLIAMSBURG CITY,VA
179,WYANDOT,OH
180,YORK,PA
181,WAYNE,WV
182,WEBSTER,KY
183,WESTMORELAND,VA
184,WINCHESTER CITY,VA
185,WOLFE,KY
186,WYOMING,WV
187,WOOD,WV
188,YORK,VA
189,WIRT,WV
190,HARRISON,OH
191,SURRY,VA
192,NORTHAMPTON,VA
193,UNION,KY
194,CHARLES CITY,VA
195,KING AND QUEEN,VA
196,COVINGTON CITY,VA
