,County,State
0,ALEXANDRIA CITY,VA
1,ALLEN,KY
2,AMELIA,VA
3,ARLINGTON,VA
4,ASHLAND,OH
5,ASHTABULA,OH
6,AUGLAIZE,OH
7,BARREN,KY
8,BATH,KY
9,BEDFORD,PA
10,BLAND,VA
11,BREATHITT,KY
12,BUCKS,PA
13,BULLITT,KY
14,CABELL,WV
15,CAMBRIA,PA
16,CAMERON,PA
17,CARROLL,OH
18,CARTER,KY
19,CASEY,KY
20,CHESAPEAKE CITY,VA
21,CHESTER,PA
22,CHESTERFIELD,VA
23,CHRISTIAN,KY
24,CLEARFIELD,PA
25,COLONIAL HEIGHTS CITY,VA
26,COLUMBIANA,OH
27,CRAWFORD,OH
28,CRITTENDEN,KY
29,CUYAHOGA,OH
30,DAVIESS,KY
31,DEFIANCE,OH
32,DELAWARE,OH
33,DELAWARE,PA
34,DICKENSON,VA
35,FAIRFAX,VA
36,ADAIR,KY
37,ALLEGHANY,VA
38,ALLEN,OH
39,BATH,VA
40,BELMONT,OH
41,BOYD,KY
42,BRISTOL,VA
43,BUCHANAN,VA
44,BUENA VISTA CITY,VA
45,CALLOWAY,KY
46,CHAMPAIGN,OH
47,CLARK,KY
48,CLINTON,KY
49,CRAIG,VA
50,CUMBERLAND,KY
51,DINWIDDIE,VA
52,ELLIOTT,KY
53,FAIRFAX CITY,VA
54,FAIRFIELD,OH
55,BLAIR,PA
56,BOTETOURT,VA
57,CUMBERLAND,PA
58,ELK,PA
59,EMPORIA CITY,VA
60,BROOKE,WV
61,BUTLER,KY
62,CARLISLE,KY
63,BALLARD,KY
64,CALDWELL,KY
65,FALLS CHURCH CITY,VA
66,EDMONSON,KY
67,FLOYD,KY
68,FRANKLIN,OH
69,FRANKLIN,PA
70,FULTON,KY
71,GALLIA,OH
72,GLOUCESTER,VA
73,GOOCHLAND,VA
74,GRANT,KY
75,GRANT,WV
76,GRAVES,KY
77,GRAYSON,VA
78,GUERNSEY,OH
79,HAMPTON CITY,VA
80,HANCOCK,OH
81,HARDIN,OH
82,HARRISONBURG CITY,VA
83,HART,KY
84,HENDERSON,KY
85,HENRICO,VA
86,HOLMES,OH
87,HOPKINS,KY
88,HURON,OH
89,INDIANA,PA
90,JACKSON,OH
91,JACKSON,WV
92,JAMES CITY,VA
93,JEFFERSON,KY
94,JEFFERSON,OH
95,JEFFERSON,PA
96,JOHNSON,KY
97,KING WILLIAM,VA
98,KNOX,OH
99,LEHIGH,PA
100,LICKING,OH
101,LOGAN,KY
102,LOGAN,WV
103,LOUISA,VA
104,FRANKLIN CITY,VA
105,GREEN,KY
106,GREENSVILLE,VA
107,GREENUP,KY
108,HARRISON,KY
109,HENRY,KY
110,HOPEWELL CITY,VA
111,KANAWHA,WV
112,LAWRENCE,KY
113,LEE,KY
114,LEWIS,KY
115,LIVINGSTON,KY
116,HOCKING,OH
117,JUNIATA,PA
118,LYCOMING,PA
119,LYON,KY
120,MAGOFFIN,KY
121,MARION,OH
122,MARTIN,KY
123,MASON,WV
124,MCCRACKEN,KY
125,MCDOWELL,WV
126,MCKEAN,PA
127,MENIFEE,KY
128,FOREST,PA
129,ISLE OF WIGHT,VA
130,LAWRENCE,OH
131,MARSHALL,KY
132,MCLEAN,KY
133,LEXINGTON CITY,VA
134,HIGHLAND,VA
135,MADISON,OH
136,MATHEWS,VA
137,MEDINA,OH
138,MINERAL,WV
139,MONROE,PA
140,MONTGOMERY,PA
141,MORROW,OH
142,MUHLENBERG,KY
143,NELSON,VA
144,NEW KENT,VA
145,NEWPORT NEWS CITY,VA
146,NORTHAMPTON,PA
147,OHIO,WV
148,PETERSBURG CITY,VA
