,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ALLEGHENY,PA
3,ALLEN,KY
4,ARMSTRONG,PA
5,ASHTABULA,OH
6,BATH,KY
7,BEDFORD,PA
8,BELL,KY
9,BERKELEY,WV
10,BOONE,KY
11,BOONE,WV
12,BRACKEN,KY
13,BROWN,OH
14,BUCKINGHAM,VA
15,BUCKS,PA
16,BULLITT,KY
17,BUTLER,PA
18,CALHOUN,WV
19,CARROLL,KY
20,CARROLL,OH
21,CARTER,KY
22,CASEY,KY
23,CHARLOTTESVILLE CITY,VA
24,CHESTER,PA
25,CLARION,PA
26,CLEARFIELD,PA
27,CLERMONT,OH
28,CLINTON,OH
29,COLUMBIANA,OH
30,CRAWFORD,PA
31,CRITTENDEN,KY
32,CUYAHOGA,OH
33,DANVILLE CITY,VA
34,DEFIANCE,OH
35,DELAWARE,PA
36,ERIE,OH
37,ESSEX,VA
38,ADAIR,KY
39,ALBEMARLE,VA
40,AUGUSTA,VA
41,BEAVER,PA
42,BOURBON,KY
43,BOYLE,KY
44,BRISTOL,VA
45,CALLOWAY,KY
46,CAMPBELL,KY
47,CENTRE,PA
48,CLARK,KY
49,CLARKE,VA
50,CLAY,KY
51,CLINTON,KY
52,COSHOCTON,OH
53,CRAIG,VA
54,CUMBERLAND,KY
55,CUMBERLAND,VA
56,ELLIOTT,KY
57,FAIRFIELD,OH
58,ANDERSON,KY
59,BRADFORD,PA
60,CHARLOTTE,VA
61,ELK,PA
62,ESTILL,KY
63,BUTLER,KY
64,CLAY,WV
65,BRUNSWICK,VA
66,CALDWELL,KY
67,FAYETTE,KY
68,EDMONSON,KY
69,APPOMATTOX,VA
70,FAYETTE,OH
71,FAYETTE,PA
72,FLOYD,VA
73,FLUVANNA,VA
74,FRANKLIN,KY
75,FRANKLIN,OH
76,FRANKLIN,PA
77,FRANKLIN,VA
78,FREDERICK,VA
79,FULTON,PA
80,GALLIA,OH
81,GEAUGA,OH
82,GRANT,WV
83,GRAVES,KY
84,GRAYSON,KY
85,GREENE,VA
86,HALIFAX,VA
87,HAMILTON,OH
88,HENRY,VA
89,HOLMES,OH
90,HUNTINGDON,PA
91,HURON,OH
92,INDIANA,PA
93,JACKSON,OH
94,JACKSON,WV
95,JEFFERSON,KY
96,JEFFERSON,PA
97,JEFFERSON,WV
98,KENTON,KY
99,KNOX,KY
100,KNOX,OH
101,LAKE,OH
102,LAUREL,KY
103,LEHIGH,PA
104,LOGAN,WV
105,LOUISA,VA
106,FLEMING,KY
107,GARRARD,KY
108,GREEN,KY
109,GREENSVILLE,VA
110,GREENUP,KY
111,HANCOCK,WV
112,HARLAN,KY
113,HENRY,KY
114,HIGHLAND,OH
115,JACKSON,KY
116,JESSAMINE,KY
117,KANAWHA,WV
118,LAWRENCE,PA
119,LEE,KY
120,LESLIE,KY
121,LETCHER,KY
122,LEWIS,KY
123,LINCOLN,KY
124,LIVINGSTON,KY
125,LORAIN,OH
126,FAYETTE,WV
127,HOCKING,OH
128,JUNIATA,PA
129,LEE,VA
130,LUCAS,OH
131,LUNENBURG,VA
132,LYON,KY
133,MADISON,KY
134,MAGOFFIN,KY
135,MAHONING,OH
136,MARION,WV
137,MARTINSVILLE CITY,VA
138,MASON,KY
139,MASON,WV
140,MCCREARY,KY
141,MCKEAN,PA
142,MENIFEE,KY
143,FOREST,PA
144,HENRY,OH
145,MARION,KY
146,MARSHALL,KY
147,MERCER,KY
148,MERCER,PA
149,LARUE,KY
150,HIGHLAND,VA
151,LANCASTER,VA
152,MEDINA,OH
153,MINERAL,WV
154,MORGAN,WV
155,MUSKINGUM,OH
156,NICHOLAS,WV
157,NORTHAMPTON,PA
158,OWEN,KY
159,PENDLETON,KY
160,PERRY,OH
161,PHILADELPHIA,PA
162,PIKE,OH
163,PIKE,PA
164,PORTAGE,OH
165,MONROE,KY
166,MONTGOMERY,KY
167,NELSON,KY
168,OWSLEY,KY
169,PICKAWAY,OH
170,POCAHONTAS,WV
171,POWELL,KY
172,PULASKI,KY
173,RALEIGH,WV
174,ROANE,WV
175,ROSS,OH
176,ROWAN,KY
177,RUSSELL,VA
178,SCIOTO,OH
179,MIFFLIN,PA
180,MONONGALIA,WV
181,NORTHUMBERLAND,VA
182,PRESTON,WV
183,PRINCE EDWARD,VA
184,ROCKCASTLE,KY
185,METCALFE,KY
186,PERRY,PA
187,RUSSELL,KY
188,SCOTT,VA
189,SOMERSET,PA
190,NICHOLAS,KY
191,PUTNAM,WV
192,NORTON CITY,VA
193,RANDOLPH,WV
194,SPENCER,KY
195,STARK,OH
196,STAUNTON CITY,VA
197,SUMMIT,OH
198,TRUMBULL,OH
199,TUSCARAWAS,OH
200,TAYLOR,KY
201,VENANGO,PA
202,WARREN,KY
203,WARREN,PA
204,SHELBY,KY
205,VINTON,OH
206,WAYNE,KY
207,WAYNE,OH
208,WESTMORELAND,PA
209,WHITLEY,KY
210,WOOD,OH
211,SUMMERS,WV
212,SUSQUEHANNA,PA
213,TRIGG,KY
214,TUCKER,WV
215,WASHINGTON,KY
216,WESTMORELAND,VA
217,WINCHESTER CITY,VA
218,WISE,VA
219,WOLFE,KY
220,WYOMING,WV
221,TRIMBLE,KY
222,WAYNESBORO CITY,VA
223,WOOD,WV
224,WOODFORD,KY
225,WYOMING,PA
226,WILLIAMS,OH
227,WIRT,WV
228,GILMER,WV
229,HAMPSHIRE,WV
230,HARRISON,OH
231,PLEASANTS,WV
