,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ADAMS,PA
3,ALLEGHENY,PA
4,ARMSTRONG,PA
5,ASHLAND,OH
6,ASHTABULA,OH
7,BATH,KY
8,BELL,KY
9,BERKELEY,WV
10,BERKS,PA
11,BLAND,VA
12,BOONE,WV
13,BRECKINRIDGE,KY
14,BULLITT,KY
15,BUTLER,PA
16,CABELL,WV
17,CALHOUN,WV
18,CAMERON,PA
19,CARBON,PA
20,CARROLL,OH
21,CARTER,KY
22,CASEY,KY
23,CHESTER,PA
24,CHRISTIAN,KY
25,CLEARFIELD,PA
26,COLUMBIA,PA
27,CRAWFORD,OH
28,CRAWFORD,PA
29,CRITTENDEN,KY
30,DEFIANCE,OH
31,DELAWARE,OH
32,DELAWARE,PA
33,ADAIR,KY
34,ALLEN,OH
35,AMHERST,VA
36,AUGUSTA,VA
37,BATH,VA
38,BEAVER,PA
39,BELMONT,OH
40,BOURBON,KY
41,BOYD,KY
42,BOYLE,KY
43,CARROLL,VA
44,CENTRE,PA
45,CHAMPAIGN,OH
46,CLARK,KY
47,CLARKE,VA
48,CLAY,KY
49,CLINTON,PA
50,CUMBERLAND,KY
51,DINWIDDIE,VA
52,ELLIOTT,KY
53,CUMBERLAND,PA
54,ESTILL,KY
55,BROOKE,WV
56,BUTLER,KY
57,CARLISLE,KY
58,CLARK,OH
59,CLAY,WV
60,CALDWELL,KY
61,FAYETTE,KY
62,EDMONSON,KY
63,FAYETTE,OH
64,FRANKLIN,KY
65,FRANKLIN,OH
66,FREDERICK,VA
67,FULTON,PA
68,GALAX CITY,VA
69,GRAVES,KY
70,GRAYSON,KY
71,GRAYSON,VA
72,GREENBRIER,WV
73,GUERNSEY,OH
74,HARDIN,OH
75,HARDY,WV
76,HARRISONBURG CITY,VA
77,HART,KY
78,HOLMES,OH
79,INDIANA,PA
80,JACKSON,OH
81,JACKSON,WV
82,JEFFERSON,OH
83,JEFFERSON,WV
84,KING WILLIAM,VA
85,KNOX,KY
86,KNOX,OH
87,LACKAWANNA,PA
88,LANCASTER,PA
89,LAUREL,KY
90,LEHIGH,PA
91,LICKING,OH
92,LOGAN,OH
93,LOGAN,WV
94,FLEMING,KY
95,FULTON,OH
96,GARRARD,KY
97,GREEN,KY
98,GREENUP,KY
99,HANCOCK,WV
100,HENRY,KY
101,HIGHLAND,OH
102,JACKSON,KY
103,JESSAMINE,KY
104,KANAWHA,WV
105,LAWRENCE,PA
106,LEWIS,KY
107,LINCOLN,KY
108,LIVINGSTON,KY
109,FAYETTE,WV
110,HARDIN,KY
111,JUNIATA,PA
112,LEE,VA
113,LYCOMING,PA
114,LYON,KY
115,MADISON,KY
116,MADISON,VA
117,MARION,OH
118,MARTIN,KY
119,MASON,KY
120,MCCRACKEN,KY
121,MCCREARY,KY
122,MCKEAN,PA
123,HENRY,OH
124,MARION,KY
125,MARSHALL,KY
126,MERCER,PA
127,LARUE,KY
128,HIGHLAND,VA
129,MADISON,OH
130,MONROE,PA
131,MONTOUR,PA
132,MORGAN,OH
133,MORGAN,WV
134,MORROW,OH
135,NICHOLAS,WV
136,NORTHAMPTON,PA
137,OHIO,WV
138,OTTAWA,OH
139,OWEN,KY
140,PERRY,OH
141,PHILADELPHIA,PA
142,PIKE,OH
143,PIKE,PA
144,MONROE,KY
145,MONTGOMERY,KY
146,NELSON,KY
147,NOBLE,OH
148,OHIO,KY
149,PATRICK,VA
150,PAULDING,OH
151,PICKAWAY,OH
152,POCAHONTAS,WV
153,POWELL,KY
154,PULASKI,KY
155,RALEIGH,WV
156,RICHLAND,OH
157,RITCHIE,WV
158,ROANE,WV
159,ROSS,OH
160,ROWAN,KY
161,SCIOTO,OH
162,MIFFLIN,PA
163,NORTHUMBERLAND,VA
164,PITTSYLVANIA,VA
165,POTTER,PA
166,ROANOKE,VA
167,ROCKCASTLE,KY
168,MINGO,WV
169,PERRY,PA
170,PUTNAM,OH
171,RUSSELL,KY
172,SANDUSKY,OH
173,SCHUYLKILL,PA
174,SCOTT,VA
175,SENECA,OH
176,SHENANDOAH,VA
177,SMYTH,VA
178,SOMERSET,PA
179,NICHOLAS,KY
180,PUTNAM,WV
181,SCOTT,KY
182,NORTON CITY,VA
183,SPENCER,KY
184,STAUNTON CITY,VA
185,SUSSEX,VA
186,TAZEWELL,VA
187,UNION,OH
188,UNION,PA
189,VAN WERT,OH
190,TAYLOR,KY
191,VENANGO,PA
192,WARREN,VA
193,SHELBY,KY
194,WARREN,OH
195,WASHINGTON,VA
196,WAYNE,KY
197,WESTMORELAND,PA
198,WHITLEY,KY
199,WOOD,OH
200,WYANDOT,OH
201,WYTHE,VA
202,WASHINGTON,KY
203,WAYNE,PA
204,WESTMORELAND,VA
205,WINCHESTER CITY,VA
206,WISE,VA
207,WOODFORD,KY
208,TIOGA,PA
209,WILLIAMS,OH
210,HAMPSHIRE,WV
211,HARRISON,OH
212,PLEASANTS,WV
213,HANCOCK,KY
214,LINCOLN,WV
