,County,State
0,ACCOMACK,VA
1,AMELIA,VA
2,BATH,KY
3,BLAND,VA
4,BOONE,WV
5,BRAXTON,WV
6,BRECKINRIDGE,KY
7,BUCKS,PA
8,BULLITT,KY
9,CABELL,WV
10,CAMERON,PA
11,CARBON,PA
12,CAROLINE,VA
13,CARROLL,KY
14,CARROLL,OH
15,CARTER,KY
16,CHESTERFIELD,VA
17,CLINTON,OH
18,COLONIAL HEIGHTS CITY,VA
19,COLUMBIA,PA
20,COLUMBIANA,OH
21,CRAWFORD,PA
22,DELAWARE,OH
23,DELAWARE,PA
24,DICKENSON,VA
25,DODDRIDGE,WV
26,ESSEX,VA
27,AMHERST,VA
28,AUGUSTA,VA
29,BATH,VA
30,BEAVER,PA
31,BELMONT,OH
32,BRISTOL,VA
33,CALLOWAY,KY
34,CARROLL,VA
35,CENTRE,PA
36,CHAMPAIGN,OH
37,CLARKE,VA
38,CLINTON,PA
39,DINWIDDIE,VA
40,ANDERSON,KY
41,BRADFORD,PA
42,CHARLOTTE,VA
43,ELK,PA
44,EMPORIA CITY,VA
45,BROOKE,WV
46,CARLISLE,KY
47,CLARK,OH
48,CLAY,WV
49,BALLARD,KY
50,BRUNSWICK,VA
51,FAYETTE,OH
52,FLOYD,VA
53,FRANKLIN,KY
54,FRANKLIN,PA
55,FREDERICK,VA
56,FULTON,KY
57,GALAX CITY,VA
58,GEAUGA,OH
59,GILES,VA
60,GOOCHLAND,VA
61,GRAVES,KY
62,GRAYSON,VA
63,GREENBRIER,WV
64,GREENE,PA
65,GUERNSEY,OH
66,HANOVER,VA
67,HARDY,WV
68,HARRISON,WV
69,HENRICO,VA
70,JACKSON,WV
71,JEFFERSON,KY
72,JEFFERSON,OH
73,KING WILLIAM,VA
74,LACKAWANNA,PA
75,LAKE,OH
76,LEHIGH,PA
77,LOGAN,WV
78,GARRARD,KY
79,GREENSVILLE,VA
80,GREENUP,KY
81,HANCOCK,WV
82,HARLAN,KY
83,HENRY,KY
84,HIGHLAND,OH
85,HOPEWELL CITY,VA
86,JESSAMINE,KY
87,KANAWHA,WV
88,LAWRENCE,PA
89,LETCHER,KY
90,LORAIN,OH
91,FAYETTE,WV
92,HARDIN,KY
93,LEE,VA
94,LUZERNE,PA
95,LYCOMING,PA
96,MAHONING,OH
97,MARION,WV
98,MARSHALL,WV
99,MARTIN,KY
100,MCCREARY,KY
101,MCKEAN,PA
102,FOREST,PA
103,MARSHALL,KY
104,MERCER,KY
105,HIGHLAND,VA
106,MADISON,OH
107,MINERAL,WV
108,MONROE,OH
109,MONROE,PA
110,MONTGOMERY,VA
111,MONTOUR,PA
112,MORGAN,OH
113,MUHLENBERG,KY
114,NEW KENT,VA
115,NICHOLAS,WV
116,NORTHAMPTON,PA
117,OHIO,WV
118,OWEN,KY
119,PAGE,VA
120,PETERSBURG CITY,VA
121,PHILADELPHIA,PA
122,PIKE,KY
123,PIKE,PA
124,MERCER,WV
125,NELSON,KY
126,NOBLE,OH
127,OHIO,KY
128,PATRICK,VA
129,PICKAWAY,OH
130,POWHATAN,VA
131,PULASKI,KY
132,PULASKI,VA
133,RALEIGH,WV
134,RICHLAND,OH
135,ROANE,WV
136,ROCKINGHAM,VA
137,RUSSELL,VA
138,SALEM,VA
139,MEADE,KY
140,MONONGALIA,WV
141,MONROE,WV
142,NORTHUMBERLAND,VA
143,OLDHAM,KY
144,PITTSYLVANIA,VA
145,POTTER,PA
146,PRESTON,WV
147,PRINCE EDWARD,VA
148,RICHMOND,VA
149,RUSSELL,KY
150,SCOTT,VA
151,SHENANDOAH,VA
152,SMYTH,VA
153,PUTNAM,WV
154,RADFORD,VA
155,SCOTT,KY
156,NORTON CITY,VA
157,SPENCER,KY
158,SULLIVAN,PA
159,TRUMBULL,OH
160,UNION,OH
161,UNION,PA
162,WARREN,PA
163,WASHINGTON,PA
164,SHELBY,KY
165,WASHINGTON,VA
166,WAYNE,KY
167,WHITLEY,KY
168,WYTHE,VA
169,SUSQUEHANNA,PA
170,TRIGG,KY
171,TYLER,WV
172,WASHINGTON,KY
173,WAYNE,PA
174,WAYNE,WV
175,WETZEL,WV
176,WINCHESTER CITY,VA
177,WISE,VA
178,TODD,KY
179,TRIMBLE,KY
180,WOODFORD,KY
181,WYOMING,PA
182,TIOGA,PA
183,HAMPSHIRE,WV
184,HARRISON,OH
185,HICKMAN,KY
186,PENDLETON,WV
187,WEBSTER,WV
188,TAYLOR,WV
189,CHARLES CITY,VA
190,KING AND QUEEN,VA
191,LINCOLN,WV
