,County,State
0,ACCOMACK,VA
1,ADAMS,PA
2,ALEXANDRIA CITY,VA
3,ALLEN,KY
4,AMELIA,VA
5,ARLINGTON,VA
6,ASHTABULA,OH
7,AUGLAIZE,OH
8,BATH,KY
9,BOONE,KY
10,BOONE,WV
11,BRAXTON,WV
12,BRECKINRIDGE,KY
13,BUCKINGHAM,VA
14,BUTLER,OH
15,BUTLER,PA
16,CALHOUN,WV
17,CAMERON,PA
18,CARBON,PA
19,CAROLINE,VA
20,CARROLL,KY
21,CARROLL,OH
22,CHESAPEAKE CITY,VA
23,CHRISTIAN,KY
24,CLARION,PA
25,CLEARFIELD,PA
26,CLINTON,OH
27,CRAWFORD,OH
28,DAVIESS,KY
29,DEFIANCE,OH
30,DICKENSON,VA
31,ESSEX,VA
32,ADAIR,KY
33,ALLEGHANY,VA
34,ALLEN,OH
35,AUGUSTA,VA
36,BATH,VA
37,BELMONT,OH
38,BOURBON,KY
39,CAMPBELL,VA
40,CARROLL,VA
41,CLINTON,KY
42,CLINTON,PA
43,COSHOCTON,OH
44,CRAIG,VA
45,CUMBERLAND,KY
46,CUMBERLAND,VA
47,DARKE,OH
48,ELLIOTT,KY
49,ANDERSON,KY
50,BEDFORD CITY,VA
51,BOTETOURT,VA
52,BRADFORD,PA
53,CUMBERLAND,PA
54,ELK,PA
55,ESTILL,KY
56,BUTLER,KY
57,CARLISLE,KY
58,CLARK,OH
59,BRUNSWICK,VA
60,FALLS CHURCH CITY,VA
61,EDMONSON,KY
62,FAUQUIER,VA
63,FLOYD,KY
64,FLOYD,VA
65,FLUVANNA,VA
66,FULTON,KY
67,GALAX CITY,VA
68,GALLIA,OH
69,GEAUGA,OH
70,GLOUCESTER,VA
71,GRANT,KY
72,GRANT,WV
73,GRAVES,KY
74,GRAYSON,VA
75,GREENE,OH
76,GREENE,VA
77,HALIFAX,VA
78,HAMPTON CITY,VA
79,HARDY,WV
80,HARRISONBURG CITY,VA
81,HART,KY
82,HENRY,VA
83,HOPKINS,KY
84,HUNTINGDON,PA
85,JACKSON,WV
86,JAMES CITY,VA
87,JEFFERSON,PA
88,KNOTT,KY
89,LAUREL,KY
90,LEBANON,PA
91,LOGAN,KY
92,LOUISA,VA
93,FLEMING,KY
94,FRANKLIN CITY,VA
95,GREEN,KY
96,GREENSVILLE,VA
97,GREENUP,KY
98,HANCOCK,WV
99,HARLAN,KY
100,HARRISON,KY
101,HENRY,KY
102,JACKSON,KY
103,JESSAMINE,KY
104,LAWRENCE,KY
105,LEE,KY
106,LESLIE,KY
107,LEWIS,KY
108,LIVINGSTON,KY
109,LORAIN,OH
110,FAYETTE,WV
111,LYNCHBURG CITY,VA
112,LYON,KY
113,MADISON,VA
114,MARION,WV
115,MARSHALL,WV
116,MARTINSVILLE CITY,VA
117,MASON,KY
118,MCCRACKEN,KY
119,MCCREARY,KY
120,MCDOWELL,WV
121,MCKEAN,PA
122,MENIFEE,KY
123,HENRY,OH
124,ISLE OF WIGHT,VA
125,MARION,KY
126,MECKLENBURG,VA
127,MEIGS,OH
128,MERCER,KY
129,MERCER,PA
130,GALLATIN,KY
131,LANCASTER,VA
132,MADISON,OH
133,MATHEWS,VA
134,MINERAL,WV
135,MONTGOMERY,VA
136,MONTOUR,PA
137,MORGAN,WV
138,MORROW,OH
139,MUHLENBERG,KY
140,MUSKINGUM,OH
141,NEW KENT,VA
142,ORANGE,VA
143,OWEN,KY
144,PENDLETON,KY
145,PERRY,OH
146,PETERSBURG CITY,VA
147,PIKE,OH
148,POQUOSON CITY,VA
149,PORTSMOUTH CITY,VA
150,MIAMI,OH
151,MONROE,KY
152,NOBLE,OH
153,NORFOLK CITY,VA
154,PATRICK,VA
155,PAULDING,OH
156,POCAHONTAS,WV
157,POWHATAN,VA
158,PULASKI,KY
159,PULASKI,VA
160,ROCKBRIDGE,VA
161,ROCKINGHAM,VA
162,SALEM,VA
163,MANASSAS CITY,VA
164,MIFFLIN,PA
165,MONONGALIA,WV
166,MONROE,WV
167,NORTHUMBERLAND,VA
168,POTTER,PA
169,PREBLE,OH
170,PRESTON,WV
171,PRINCE EDWARD,VA
172,PRINCE GEORGE,VA
173,RICHMOND,VA
174,ROANOKE,VA
175,METCALFE,KY
176,MINGO,WV
177,PUTNAM,OH
178,RUSSELL,KY
179,SANDUSKY,OH
180,SCHUYLKILL,PA
181,SHELBY,OH
182,SHENANDOAH,VA
183,SIMPSON,KY
184,SOMERSET,PA
185,NICHOLAS,KY
186,PUTNAM,WV
187,RADFORD,VA
188,NORTON CITY,VA
189,RANDOLPH,WV
190,SPENCER,KY
191,SULLIVAN,PA
192,SUSSEX,VA
