,County,State
0,ACCOMACK,VA
1,AMELIA,VA
2,BARBOUR,WV
3,BLAND,VA
4,BUCKINGHAM,VA
5,CALHOUN,WV
6,CARROLL,OH
7,CHARLOTTESVILLE CITY,VA
8,CHESAPEAKE CITY,VA
9,DICKENSON,VA
10,DODDRIDGE,WV
11,ADAIR,KY
12,BOURBON,KY
13,BUENA VISTA CITY,VA
14,CALLOWAY,KY
15,CLARKE,VA
16,CLINTON,PA
17,CUMBERLAND,VA
18,ELLIOTT,KY
19,ELK,PA
20,EMPORIA CITY,VA
21,BROOKE,WV
22,BUTLER,KY
23,CLARK,OH
24,CLAY,WV
25,BALLARD,KY
26,FALLS CHURCH CITY,VA
27,APPOMATTOX,VA
28,FRANKLIN,KY
29,GILES,VA
30,GOOCHLAND,VA
31,GRANT,KY
32,GRANT,WV
33,GRAVES,KY
34,HANOVER,VA
35,HENDERSON,KY
36,HOPKINS,KY
37,KING WILLIAM,VA
38,KNOTT,KY
39,LAUREL,KY
40,LOGAN,OH
41,FRANKLIN CITY,VA
42,FREDERICKSBURG CITY,VA
43,GREEN,KY
44,GREENSVILLE,VA
45,HANCOCK,WV
46,HENRY,KY
47,HOPEWELL CITY,VA
48,LAWRENCE,KY
49,FAYETTE,WV
50,LUNENBURG,VA
51,MARION,WV
52,MARSHALL,WV
53,MARTIN,KY
54,MARTINSVILLE CITY,VA
55,MCCREARY,KY
56,MCKEAN,PA
57,MERCER,OH
58,FOREST,PA
59,HENRY,OH
60,LAWRENCE,OH
61,MERCER,KY
62,MERCER,PA
63,LARUE,KY
64,LANCASTER,VA
65,MONTGOMERY,PA
66,MONTGOMERY,VA
67,NEW KENT,VA
68,OWEN,KY
69,MIDDLESEX,VA
70,NOBLE,OH
71,POWHATAN,VA
72,PULASKI,KY
73,PULASKI,VA
74,ROCKINGHAM,VA
75,PREBLE,OH
76,PRINCE GEORGE,VA
77,PUTNAM,OH
78,RUSSELL,KY
79,SMYTH,VA
80,SOUTHAMPTON,VA
81,PUTNAM,WV
82,SCOTT,KY
83,STAUNTON CITY,VA
84,SUSSEX,VA
85,UNION,PA
86,WARREN,PA
87,SNYDER,PA
88,WYTHE,VA
89,SUMMERS,WV
90,SUSQUEHANNA,PA
91,TYLER,WV
92,WASHINGTON,KY
93,WISE,VA
94,WOODFORD,KY
95,WYOMING,PA
96,WILLIAMS,OH
97,GILMER,WV
98,HARRISON,OH
99,HICKMAN,KY
100,LEWIS,WV
101,PENDLETON,WV
102,UNION,KY
103,KING AND QUEEN,VA
104,LINCOLN,WV
105,COVINGTON CITY,VA
