,County,State
0,ADAMS,PA
1,ALEXANDRIA CITY,VA
2,ALLEN,KY
3,AMELIA,VA
4,ARMSTRONG,PA
5,AUGLAIZE,OH
6,BEDFORD,PA
7,BEDFORD,VA
8,BERKELEY,WV
9,BRAXTON,WV
10,BREATHITT,KY
11,BRECKINRIDGE,KY
12,BROWN,OH
13,BUCKINGHAM,VA
14,BUTLER,PA
15,CAMERON,PA
16,CARBON,PA
17,CAROLINE,VA
18,CARROLL,KY
19,CARTER,KY
20,CHARLOTTESVILLE CITY,VA
21,CLEARFIELD,PA
22,CLINTON,OH
23,COLONIAL HEIGHTS CITY,VA
24,COLUMBIANA,OH
25,CRAWFORD,PA
26,DANVILLE CITY,VA
27,DAVIESS,KY
28,DEFIANCE,OH
29,DICKENSON,VA
30,ERIE,OH
31,ESSEX,VA
32,ADAIR,KY
33,ALLEGHANY,VA
34,AUGUSTA,VA
35,BATH,VA
36,BOURBON,KY
37,BOYLE,KY
38,BUCHANAN,VA
39,BUENA VISTA CITY,VA
40,CAMPBELL,VA
41,CENTRE,PA
42,CHAMPAIGN,OH
43,CLARK,KY
44,CLAY,KY
45,CLINTON,KY
46,CLINTON,PA
47,CRAIG,VA
48,CUMBERLAND,KY
49,CUMBERLAND,VA
50,DARKE,OH
51,DINWIDDIE,VA
52,ELLIOTT,KY
53,BEDFORD CITY,VA
54,BOTETOURT,VA
55,CHARLOTTE,VA
56,ELK,PA
57,EMPORIA CITY,VA
58,ESTILL,KY
59,BROOKE,WV
60,CARLISLE,KY
61,CLARK,OH
62,BRUNSWICK,VA
63,CALDWELL,KY
64,FALLS CHURCH CITY,VA
65,EDMONSON,KY
66,FAYETTE,OH
67,FAYETTE,PA
68,FLOYD,KY
69,FLOYD,VA
70,FLUVANNA,VA
71,FRANKLIN,KY
72,FRANKLIN,PA
73,FRANKLIN,VA
74,FULTON,KY
75,GALAX CITY,VA
76,GALLIA,OH
77,GEAUGA,OH
78,GLOUCESTER,VA
79,GRANT,KY
80,GRANT,WV
81,GRAVES,KY
82,GREENBRIER,WV
83,GUERNSEY,OH
84,HALIFAX,VA
85,HANCOCK,OH
86,HARDY,WV
87,HARRISONBURG CITY,VA
88,HART,KY
89,HENDERSON,KY
90,HOLMES,OH
91,HUNTINGDON,PA
92,INDIANA,PA
93,JACKSON,WV
94,JAMES CITY,VA
95,JEFFERSON,OH
96,JEFFERSON,PA
97,KING WILLIAM,VA
98,KNOTT,KY
99,KNOX,KY
