,County,State
0,ACCOMACK,VA
1,ADAMS,PA
2,ALEXANDRIA CITY,VA
3,ARLINGTON,VA
4,ASHLAND,OH
5,AUGLAIZE,OH
6,BARREN,KY
7,BEDFORD,PA
8,BLAND,VA
9,BOONE,KY
10,BRAXTON,WV
11,BREATHITT,KY
12,BROWN,OH
13,BUCKS,PA
14,BULLITT,KY
15,CABELL,WV
16,CALHOUN,WV
17,CAMBRIA,PA
18,CAMERON,PA
19,CAROLINE,VA
20,CARROLL,KY
21,CARTER,KY
22,CASEY,KY
23,CHESTER,PA
24,CHRISTIAN,KY
25,CLEARFIELD,PA
26,COLUMBIANA,OH
27,CRAWFORD,OH
28,CUYAHOGA,OH
29,DAUPHIN,PA
30,DAVIESS,KY
31,DEFIANCE,OH
32,DELAWARE,OH
33,DELAWARE,PA
34,DODDRIDGE,WV
35,ERIE,OH
36,ESSEX,VA
37,FAIRFAX,VA
38,ALLEN,OH
39,BOYD,KY
40,BRISTOL,VA
41,BUCHANAN,VA
42,CALLOWAY,KY
43,CAMPBELL,KY
44,CARROLL,VA
45,CENTRE,PA
46,ELLIOTT,KY
47,FAIRFAX CITY,VA
48,ANDERSON,KY
49,BLAIR,PA
50,BRADFORD,PA
51,ELK,PA
52,ESTILL,KY
53,FALLS CHURCH CITY,VA
54,EDMONSON,KY
55,FAYETTE,PA
56,FRANKLIN,KY
57,FRANKLIN,OH
58,GALAX CITY,VA
59,GALLIA,OH
60,GLOUCESTER,VA
61,GRANT,KY
62,GRANT,WV
63,GREENBRIER,WV
64,GREENE,PA
65,HAMILTON,OH
66,HANCOCK,OH
67,HARDIN,OH
68,HARRISON,WV
69,HART,KY
70,HENDERSON,KY
71,HENRY,VA
72,HOPKINS,KY
73,JACKSON,OH
74,JACKSON,WV
75,JAMES CITY,VA
76,JEFFERSON,KY
77,JOHNSON,KY
78,KENTON,KY
79,KING WILLIAM,VA
80,KNOX,OH
81,LACKAWANNA,PA
82,LANCASTER,PA
83,LEBANON,PA
84,LICKING,OH
85,LOGAN,KY
86,LOGAN,OH
87,FULTON,OH
88,GARRARD,KY
89,HARRISON,KY
90,HENRY,KY
91,HOPEWELL CITY,VA
92,LAWRENCE,KY
93,HARDIN,KY
94,MAGOFFIN,KY
95,MARION,OH
96,MARION,WV
97,MARSHALL,WV
98,MARTIN,KY
99,MARTINSVILLE CITY,VA
100,MASON,KY
101,MASON,WV
102,MCDOWELL,WV
103,MCKEAN,PA
104,MENIFEE,KY
105,MERCER,OH
106,HENRY,OH
107,LAWRENCE,OH
108,MCLEAN,KY
109,MEIGS,OH
110,GALLATIN,KY
111,LARUE,KY
112,LANCASTER,VA
113,MATHEWS,VA
114,MINERAL,WV
115,MONTGOMERY,PA
116,MORROW,OH
117,MUHLENBERG,KY
118,NEW KENT,VA
119,NICHOLAS,WV
120,NORTHAMPTON,PA
121,OHIO,WV
122,OWEN,KY
123,PENDLETON,KY
124,PHILADELPHIA,PA
125,PIKE,PA
126,MIDDLESEX,VA
127,MORGAN,KY
128,NELSON,KY
129,OHIO,KY
130,OWSLEY,KY
131,PAULDING,OH
132,PICKAWAY,OH
133,PULASKI,VA
134,RICHLAND,OH
135,RITCHIE,WV
136,ROANE,WV
137,ROWAN,KY
138,RUSSELL,VA
139,MEADE,KY
140,MONONGALIA,WV
141,NORTHUMBERLAND,VA
142,OLDHAM,KY
143,POTTER,PA
144,PRESTON,WV
145,MINGO,WV
146,PUTNAM,OH
147,SCOTT,VA
148,SENECA,OH
149,SHELBY,OH
150,SOMERSET,PA
151,SOUTHAMPTON,VA
152,NICHOLAS,KY
153,PUTNAM,WV
154,RADFORD,VA
155,SCOTT,KY
156,NORTON CITY,VA
157,SPENCER,KY
158,TAZEWELL,VA
159,UNION,OH
160,UNION,PA
161,VAN WERT,OH
162,TAYLOR,KY
163,SHELBY,KY
164,WASHINGTON,VA
165,WESTMORELAND,PA
166,WILLIAMSBURG CITY,VA
167,WYANDOT,OH
168,YORK,PA
169,SUSQUEHANNA,PA
170,TRIGG,KY
171,TUCKER,WV
172,TYLER,WV
173,WAYNE,PA
174,WAYNE,WV
175,WEBSTER,KY
176,WESTMORELAND,VA
177,WOLFE,KY
178,TODD,KY
179,TRIMBLE,KY
180,WYOMING,PA
181,YORK,VA
182,WILLIAMS,OH
183,WIRT,WV
184,PENDLETON,WV
185,PLEASANTS,WV
186,WEBSTER,WV
187,CHARLES CITY,VA
188,KING AND QUEEN,VA
189,HANCOCK,KY
