,County,State
0,ADAMS,OH
1,ARLINGTON,VA
2,ARMSTRONG,PA
3,ASHLAND,OH
4,ATHENS,OH
5,BELL,KY
6,BERKS,PA
7,BOONE,KY
8,BUTLER,OH
9,BUTLER,PA
10,CAMBRIA,PA
11,CARTER,KY
12,CHESTER,PA
13,CHESTERFIELD,VA
14,CLERMONT,OH
15,CLINTON,OH
16,COLUMBIANA,OH
17,CRAWFORD,OH
18,DAUPHIN,PA
19,DELAWARE,OH
20,DELAWARE,PA
21,ERIE,OH
22,ERIE,PA
23,FAIRFAX,VA
24,ALBEMARLE,VA
25,BELMONT,OH
26,BOYD,KY
27,BUCHANAN,VA
28,CAMPBELL,KY
29,CLARK,KY
30,DARKE,OH
31,FAIRFIELD,OH
32,BLAIR,PA
33,FAYETTE,KY
34,FAYETTE,OH
35,FRANKLIN,OH
36,FRANKLIN,PA
37,FRANKLIN,VA
38,FREDERICK,VA
39,GALLIA,OH
40,GRANT,KY
41,GREENE,OH
42,HANCOCK,OH
43,HANOVER,VA
44,HARRISON,WV
45,HENRICO,VA
46,HURON,OH
47,JACKSON,OH
48,JEFFERSON,OH
49,KENTON,KY
50,KNOX,KY
51,LANCASTER,PA
52,LEBANON,PA
53,LICKING,OH
54,LOUDOUN,VA
55,HARLAN,KY
56,HARRISON,KY
57,JESSAMINE,KY
58,KANAWHA,WV
59,LAWRENCE,PA
60,LEE,VA
61,LUCAS,OH
62,LUZERNE,PA
63,LYCOMING,PA
64,MADISON,KY
65,MAHONING,OH
66,MARSHALL,WV
67,MCCRACKEN,KY
68,MADISON,OH
69,MEDINA,OH
70,MONROE,PA
71,MUSKINGUM,OH
72,NICHOLAS,WV
73,NORTHAMPTON,PA
74,NORTHUMBERLAND,PA
75,MERCER,WV
76,MIAMI,OH
77,MONTGOMERY,KY
78,PICKAWAY,OH
79,PRINCE WILLIAM,VA
80,PULASKI,KY
81,RALEIGH,WV
82,RICHLAND,OH
83,ROSS,OH
84,ROWAN,KY
85,RUSSELL,VA
86,SCIOTO,OH
87,PERRY,KY
88,ROANOKE,VA
89,ROCKCASTLE,KY
90,SCOTT,VA
91,SENECA,OH
92,SHELBY,OH
93,SHENANDOAH,VA
94,SOMERSET,PA
95,SPOTSYLVANIA,VA
96,SUMMIT,OH
97,TAZEWELL,VA
98,STAFFORD,VA
99,WARREN,OH
100,WASHINGTON,OH
101,WAYNE,OH
102,WESTMORELAND,PA
103,WHITLEY,KY
104,WYTHE,VA
105,YORK,PA
106,WISE,VA
