,County,State
0,ADAMS,OH
1,ALLEGHENY,PA
2,AMELIA,VA
3,ASHTABULA,OH
4,ATHENS,OH
5,AUGLAIZE,OH
6,BARBOUR,WV
7,BEDFORD,VA
8,BELL,KY
9,BERKELEY,WV
10,BERKS,PA
11,BLAND,VA
12,BOONE,WV
13,BRACKEN,KY
14,BRAXTON,WV
15,BRECKINRIDGE,KY
16,BROWN,OH
17,BUCKINGHAM,VA
18,CALHOUN,WV
19,CARBON,PA
20,CARROLL,KY
21,CHESAPEAKE CITY,VA
22,CHESTERFIELD,VA
23,CHRISTIAN,KY
24,COLONIAL HEIGHTS CITY,VA
25,COLUMBIA,PA
26,CRITTENDEN,KY
27,CUYAHOGA,OH
28,DANVILLE CITY,VA
29,DAVIESS,KY
30,DELAWARE,OH
31,DODDRIDGE,WV
32,ERIE,PA
33,ALLEGHANY,VA
34,ALLEN,OH
35,AMHERST,VA
36,AUGUSTA,VA
37,BATH,VA
38,BOURBON,KY
39,BRISTOL,VA
40,BUENA VISTA CITY,VA
41,CALLOWAY,KY
42,CAMPBELL,VA
43,CARROLL,VA
44,CENTRE,PA
45,CHAMPAIGN,OH
46,CLARKE,VA
47,CLINTON,PA
48,CRAIG,VA
49,DINWIDDIE,VA
50,FAIRFIELD,OH
51,ANDERSON,KY
52,BEDFORD CITY,VA
53,BOTETOURT,VA
54,BRADFORD,PA
55,ELK,PA
56,EMPORIA CITY,VA
57,BROOKE,WV
58,BUTLER,KY
59,CLAY,WV
60,CALDWELL,KY
61,EDMONSON,KY
62,APPOMATTOX,VA
63,FAYETTE,PA
64,FLOYD,KY
65,FLOYD,VA
66,FRANKLIN,KY
67,FRANKLIN,OH
68,FRANKLIN,PA
69,FRANKLIN,VA
70,FREDERICK,VA
71,FULTON,PA
72,GALAX CITY,VA
73,GEAUGA,OH
74,GILES,VA
75,GLOUCESTER,VA
76,GOOCHLAND,VA
77,GRANT,KY
78,GRANT,WV
79,GRAYSON,KY
80,GRAYSON,VA
81,GREENBRIER,WV
82,GREENE,PA
83,HAMPTON CITY,VA
84,HANCOCK,OH
85,HANOVER,VA
86,HARDIN,OH
87,HARDY,WV
88,HARRISON,WV
89,HARRISONBURG CITY,VA
90,HART,KY
91,HENRICO,VA
92,HENRY,VA
93,HOPKINS,KY
94,HUNTINGDON,PA
95,JACKSON,OH
96,JACKSON,WV
97,JAMES CITY,VA
98,JEFFERSON,OH
99,JEFFERSON,WV
100,KING WILLIAM,VA
101,KNOX,KY
102,KNOX,OH
103,LACKAWANNA,PA
104,LAKE,OH
105,LEHIGH,PA
106,LICKING,OH
107,LOGAN,KY
108,LOGAN,OH
109,LOUDOUN,VA
110,FRANKLIN CITY,VA
111,GREENSVILLE,VA
112,HARRISON,KY
113,HENRY,KY
114,HOPEWELL CITY,VA
115,KANAWHA,WV
116,LAWRENCE,PA
117,LEWIS,KY
118,FAYETTE,WV
119,LUCAS,OH
120,LUZERNE,PA
121,LYCOMING,PA
122,LYNCHBURG CITY,VA
123,MADISON,VA
124,MAGOFFIN,KY
125,MAHONING,OH
126,MARION,OH
127,MARION,WV
128,MARTIN,KY
129,MARTINSVILLE CITY,VA
130,MASON,KY
131,MCCRACKEN,KY
132,MERCER,OH
133,ISLE OF WIGHT,VA
134,MCLEAN,KY
135,MERCER,KY
136,GALLATIN,KY
137,LEXINGTON CITY,VA
138,HIGHLAND,VA
139,MATHEWS,VA
140,MINERAL,WV
141,MONROE,PA
142,MONTGOMERY,VA
143,MONTOUR,PA
144,MORGAN,WV
145,MORROW,OH
146,MUHLENBERG,KY
147,NELSON,VA
148,NEW KENT,VA
149,NEWPORT NEWS CITY,VA
150,NICHOLAS,WV
151,NORTHAMPTON,PA
152,OHIO,WV
153,OWEN,KY
154,PAGE,VA
155,PENDLETON,KY
156,PERRY,OH
157,PETERSBURG CITY,VA
158,PIKE,KY
159,PIKE,OH
160,PIKE,PA
161,POQUOSON CITY,VA
162,PORTSMOUTH CITY,VA
163,NORFOLK CITY,VA
164,OHIO,KY
165,PATRICK,VA
166,PAULDING,OH
167,POCAHONTAS,WV
168,POWHATAN,VA
169,PULASKI,VA
170,RICHLAND,OH
171,RITCHIE,WV
172,ROANE,WV
173,ROCKBRIDGE,VA
174,ROCKINGHAM,VA
175,SALEM,VA
176,MEADE,KY
177,MONONGALIA,WV
178,MONROE,WV
179,OLDHAM,KY
180,PERRY,KY
181,PITTSYLVANIA,VA
182,PRESTON,WV
183,PRINCE GEORGE,VA
184,RAPPAHANNOCK,VA
185,RICHMOND,VA
186,ROANOKE,VA
187,ROBERTSON,KY
188,MINGO,WV
189,PUTNAM,OH
190,SCOTT,VA
191,SHELBY,OH
192,SHENANDOAH,VA
193,SOMERSET,PA
194,SOUTHAMPTON,VA
195,NICHOLAS,KY
196,NOTTOWAY,VA
197,PUTNAM,WV
198,RADFORD,VA
199,SCOTT,KY
200,NORTON CITY,VA
201,RANDOLPH,WV
202,SPENCER,KY
203,STAUNTON CITY,VA
204,SULLIVAN,PA
205,SUSSEX,VA
206,TRUMBULL,OH
207,UNION,OH
208,UNION,PA
209,VIRGINIA BEACH CITY,VA
210,WARREN,KY
211,WARREN,VA
212,WASHINGTON,PA
213,SHELBY,KY
214,SUFFOLK CITY,VA
215,UPSHUR,WV
216,WHITLEY,KY
217,WILLIAMSBURG CITY,VA
218,WYTHE,VA
219,SUMMERS,WV
220,SUSQUEHANNA,PA
221,TRIGG,KY
222,TUCKER,WV
223,TYLER,WV
224,WAYNE,PA
225,WINCHESTER CITY,VA
226,TRIMBLE,KY
227,WAYNESBORO CITY,VA
228,WOOD,WV
229,WYOMING,PA
230,TIOGA,PA
231,YORK,VA
232,WIRT,WV
233,GILMER,WV
234,HAMPSHIRE,WV
235,SURRY,VA
236,LEWIS,WV
237,NORTHAMPTON,VA
238,PENDLETON,WV
239,PLEASANTS,WV
240,WEBSTER,WV
241,TAYLOR,WV
242,CHARLES CITY,VA
243,KING AND QUEEN,VA
244,HANCOCK,KY
245,LINCOLN,WV
246,COVINGTON CITY,VA
