,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ADAMS,PA
3,ALLEGHENY,PA
4,AMELIA,VA
5,ARMSTRONG,PA
6,ASHLAND,OH
7,ASHTABULA,OH
8,ATHENS,OH
9,AUGLAIZE,OH
10,BARBOUR,WV
11,BATH,KY
12,BEDFORD,PA
13,BEDFORD,VA
14,BELL,KY
15,BERKELEY,WV
16,BLAND,VA
17,BOONE,WV
18,BRACKEN,KY
19,BRAXTON,WV
20,BREATHITT,KY
21,BRECKINRIDGE,KY
22,BROWN,OH
23,BUCKINGHAM,VA
24,BUCKS,PA
25,BUTLER,PA
26,CALHOUN,WV
27,CAMBRIA,PA
28,CAMERON,PA
29,CARROLL,OH
30,CARTER,KY
31,CHARLOTTESVILLE CITY,VA
32,CHESAPEAKE CITY,VA
33,CHESTERFIELD,VA
34,CHRISTIAN,KY
35,CLARION,PA
36,CLEARFIELD,PA
37,COLONIAL HEIGHTS CITY,VA
38,COLUMBIA,PA
39,CRAWFORD,OH
40,CRAWFORD,PA
41,CRITTENDEN,KY
42,DANVILLE CITY,VA
43,DAVIESS,KY
44,DEFIANCE,OH
45,DODDRIDGE,WV
46,ERIE,OH
47,ERIE,PA
48,ALBEMARLE,VA
49,ALLEGHANY,VA
50,AMHERST,VA
51,AUGUSTA,VA
52,BATH,VA
53,BEAVER,PA
54,BELMONT,OH
55,BOURBON,KY
56,BUENA VISTA CITY,VA
57,CAMPBELL,KY
58,CAMPBELL,VA
59,CARROLL,VA
60,CHAMPAIGN,OH
61,CLARK,KY
62,CLARKE,VA
63,CLAY,KY
64,CLINTON,KY
65,COSHOCTON,OH
66,CRAIG,VA
67,CUMBERLAND,VA
68,DARKE,OH
69,DINWIDDIE,VA
70,ELLIOTT,KY
71,BEDFORD CITY,VA
72,BLAIR,PA
73,BOTETOURT,VA
74,CHARLOTTE,VA
75,ELK,PA
76,EMPORIA CITY,VA
77,BROOKE,WV
78,BUTLER,KY
79,CARLISLE,KY
80,CLAY,WV
81,BALLARD,KY
82,BRUNSWICK,VA
83,CALDWELL,KY
84,FAYETTE,KY
85,EDMONSON,KY
86,APPOMATTOX,VA
87,FLOYD,VA
88,FLUVANNA,VA
89,FRANKLIN,PA
90,FRANKLIN,VA
91,FREDERICK,VA
92,FULTON,KY
93,FULTON,PA
94,GEAUGA,OH
95,GILES,VA
96,GLOUCESTER,VA
97,GOOCHLAND,VA
98,GRANT,KY
99,GRAVES,KY
100,GRAYSON,KY
101,GRAYSON,VA
102,GREENBRIER,WV
103,GREENE,OH
104,GREENE,PA
105,GREENE,VA
106,GUERNSEY,OH
107,HALIFAX,VA
