,County,State
0,ALEXANDRIA CITY,VA
1,ALLEN,KY
2,BARREN,KY
3,BUCKINGHAM,VA
4,CAMERON,PA
5,CAROLINE,VA
6,CARROLL,KY
7,CARROLL,OH
8,CHARLOTTESVILLE CITY,VA
9,CHESAPEAKE CITY,VA
10,CLINTON,OH
11,COLONIAL HEIGHTS CITY,VA
12,CRAWFORD,OH
13,CRITTENDEN,KY
14,DODDRIDGE,WV
15,ESSEX,VA
16,ALBEMARLE,VA
17,ALLEGHANY,VA
18,BATH,VA
19,BOURBON,KY
20,CLARKE,VA
21,DINWIDDIE,VA
22,ELLIOTT,KY
23,ANDERSON,KY
24,BEDFORD CITY,VA
25,BLAIR,PA
26,BOTETOURT,VA
27,CHARLOTTE,VA
28,CARLISLE,KY
29,BALLARD,KY
30,BRUNSWICK,VA
31,CALDWELL,KY
32,FALLS CHURCH CITY,VA
33,FLOYD,KY
34,FLOYD,VA
35,FLUVANNA,VA
36,FRANKLIN,PA
37,FRANKLIN,VA
38,FULTON,PA
39,GEAUGA,OH
40,GOOCHLAND,VA
41,GREENE,VA
42,HART,KY
43,HENDERSON,KY
44,JAMES CITY,VA
45,JEFFERSON,PA
46,JEFFERSON,WV
47,LAUREL,KY
48,LEHIGH,PA
49,LOGAN,KY
50,FLEMING,KY
51,JACKSON,KY
52,LAWRENCE,KY
53,LETCHER,KY
54,HOCKING,OH
55,JUNIATA,PA
56,LYON,KY
57,MADISON,VA
58,MARTINSVILLE CITY,VA
59,HENRY,OH
60,LEXINGTON CITY,VA
61,MINERAL,WV
62,MONTGOMERY,PA
63,MONTOUR,PA
64,MORGAN,OH
65,NELSON,VA
66,NEWPORT NEWS CITY,VA
67,OHIO,WV
68,ORANGE,VA
69,PORTSMOUTH CITY,VA
70,MONROE,KY
71,NOBLE,OH
72,NORFOLK CITY,VA
73,POCAHONTAS,WV
74,POWELL,KY
75,ROANE,WV
76,MANASSAS CITY,VA
77,MONONGALIA,WV
78,RAPPAHANNOCK,VA
79,ROBERTSON,KY
80,MINGO,WV
81,PERRY,PA
82,PUTNAM,OH
83,SENECA,OH
84,SHENANDOAH,VA
85,SIMPSON,KY
86,PUTNAM,WV
87,RADFORD,VA
88,NORTON CITY,VA
89,RANDOLPH,WV
90,STAUNTON CITY,VA
91,SULLIVAN,PA
92,TAYLOR,KY
93,WAYNE,KY
94,WYTHE,VA
95,SUMMERS,WV
96,TUCKER,WV
97,WAYNE,PA
98,WISE,VA
99,WAYNESBORO CITY,VA
100,YORK,VA
101,WILLIAMS,OH
102,HAMPSHIRE,WV
103,HICKMAN,KY
104,PLEASANTS,WV
105,WEBSTER,WV
106,HANCOCK,KY
107,COVINGTON CITY,VA
