,County,State
0,ALEXANDRIA CITY,VA
1,BEDFORD,VA
2,BRAXTON,WV
3,BRECKINRIDGE,KY
4,CABELL,WV
5,CARROLL,OH
6,CASEY,KY
7,CHESAPEAKE CITY,VA
8,DODDRIDGE,WV
9,ESSEX,VA
10,AMHERST,VA
11,AUGUSTA,VA
12,BATH,VA
13,CALLOWAY,KY
14,CARROLL,VA
15,COSHOCTON,OH
16,CULPEPER,VA
17,CUMBERLAND,VA
18,DINWIDDIE,VA
19,FAIRFAX CITY,VA
20,ANDERSON,KY
21,BEDFORD CITY,VA
22,CHARLOTTE,VA
23,BUTLER,KY
24,CLAY,WV
25,EDMONSON,KY
26,APPOMATTOX,VA
27,FLOYD,KY
28,FLOYD,VA
29,GRAYSON,KY
30,GRAYSON,VA
31,HAMPTON CITY,VA
32,HARRISONBURG CITY,VA
33,HOLMES,OH
34,JEFFERSON,PA
35,KING WILLIAM,VA
36,LOGAN,OH
37,FLEMING,KY
38,FRANKLIN CITY,VA
39,GREENSVILLE,VA
40,HANCOCK,WV
41,HOPEWELL CITY,VA
42,LIVINGSTON,KY
43,HOCKING,OH
44,JUNIATA,PA
45,LYON,KY
46,MADISON,VA
47,MAGOFFIN,KY
48,MARTIN,KY
49,MARTINSVILLE CITY,VA
50,MASON,WV
51,MCKEAN,PA
52,MENIFEE,KY
53,FOREST,PA
54,MECKLENBURG,VA
55,MERCER,KY
56,LARUE,KY
57,MINERAL,WV
58,MONTOUR,PA
59,MORGAN,WV
60,MORROW,OH
61,NEWPORT NEWS CITY,VA
62,OHIO,WV
63,OTTAWA,OH
64,PETERSBURG CITY,VA
65,POQUOSON CITY,VA
66,MONROE,KY
67,MORGAN,KY
68,NORFOLK CITY,VA
69,POCAHONTAS,WV
70,ROANE,WV
71,MEADE,KY
72,MIFFLIN,PA
73,MONROE,WV
74,ROBERTSON,KY
75,MINGO,WV
76,SOUTHAMPTON,VA
77,NICHOLAS,KY
78,NOTTOWAY,VA
79,PUTNAM,WV
80,RADFORD,VA
81,SCOTT,KY
82,RANDOLPH,WV
83,STAUNTON CITY,VA
84,UNION,PA
85,VAN WERT,OH
86,TAYLOR,KY
87,SNYDER,PA
88,VINTON,OH
89,WASHINGTON,VA
90,TUCKER,WV
91,WASHINGTON,KY
92,WETZEL,WV
93,WINCHESTER CITY,VA
94,TRIMBLE,KY
95,WYOMING,PA
96,YORK,VA
97,WILLIAMS,OH
98,WIRT,WV
99,HARRISON,OH
100,CHARLES CITY,VA
101,COVINGTON CITY,VA
