,County,State
0,ADAMS,PA
1,ALLEN,KY
2,ARMSTRONG,PA
3,ATHENS,OH
4,BARREN,KY
5,BATH,KY
6,BELL,KY
7,BLAND,VA
8,BOONE,WV
9,BREATHITT,KY
10,BRECKINRIDGE,KY
11,BUCKS,PA
12,BULLITT,KY
13,BUTLER,PA
14,CABELL,WV
15,CAMERON,PA
16,CAROLINE,VA
17,CARTER,KY
18,CASEY,KY
19,CHARLOTTESVILLE CITY,VA
20,CHESTER,PA
21,CLARION,PA
22,COLUMBIA,PA
23,CRAWFORD,PA
24,CRITTENDEN,KY
25,DAUPHIN,PA
26,DAVIESS,KY
27,DEFIANCE,OH
28,DELAWARE,OH
29,DELAWARE,PA
30,DICKENSON,VA
31,DODDRIDGE,WV
32,ESSEX,VA
33,ADAIR,KY
34,ALBEMARLE,VA
35,BATH,VA
36,BELMONT,OH
37,BOYD,KY
38,BOYLE,KY
39,BRISTOL,VA
40,CALLOWAY,KY
41,CLARK,KY
42,CLARKE,VA
43,CLAY,KY
44,CLINTON,KY
45,CULPEPER,VA
46,CUMBERLAND,KY
47,CUMBERLAND,VA
48,DARKE,OH
49,ELLIOTT,KY
50,ANDERSON,KY
51,BRADFORD,PA
52,CHARLOTTE,VA
53,CUMBERLAND,PA
54,ELK,PA
55,ESTILL,KY
56,CARLISLE,KY
57,CLAY,WV
58,BALLARD,KY
59,BRUNSWICK,VA
60,EDMONSON,KY
61,FAUQUIER,VA
62,APPOMATTOX,VA
63,FLUVANNA,VA
64,FRANKLIN,PA
65,FREDERICK,VA
66,FULTON,KY
67,FULTON,PA
68,GALAX CITY,VA
69,GILES,VA
70,GOOCHLAND,VA
71,GRANT,WV
72,GRAVES,KY
73,GRAYSON,KY
74,GREENE,OH
75,GREENE,PA
76,GREENE,VA
77,GUERNSEY,OH
78,HALIFAX,VA
79,HARDY,WV
80,HARRISON,WV
81,HART,KY
82,INDIANA,PA
83,JACKSON,WV
84,JEFFERSON,KY
85,JEFFERSON,PA
86,JEFFERSON,WV
87,JOHNSON,KY
88,KING GEORGE,VA
89,KNOTT,KY
90,KNOX,KY
91,LANCASTER,PA
92,LAUREL,KY
93,LEBANON,PA
94,LICKING,OH
95,LOUISA,VA
96,FREDERICKSBURG CITY,VA
97,FULTON,OH
98,GARRARD,KY
99,GREEN,KY
100,GREENSVILLE,VA
101,HARLAN,KY
102,JACKSON,KY
103,JESSAMINE,KY
104,LAWRENCE,KY
105,LEE,KY
106,LESLIE,KY
107,LETCHER,KY
108,LINCOLN,KY
109,HARDIN,KY
110,JUNIATA,PA
111,LEE,VA
112,LUCAS,OH
113,LUNENBURG,VA
114,LYCOMING,PA
115,MADISON,KY
116,MADISON,VA
117,MAGOFFIN,KY
118,MARION,WV
119,MARSHALL,WV
120,MARTIN,KY
121,MCDOWELL,WV
122,MCKEAN,PA
123,MENIFEE,KY
124,MERCER,OH
125,FOREST,PA
126,HENRY,OH
127,LAWRENCE,OH
128,MARION,KY
129,MCLEAN,KY
130,MECKLENBURG,VA
131,MERCER,KY
132,LARUE,KY
133,HIGHLAND,VA
134,LANCASTER,VA
135,MINERAL,WV
136,MONROE,OH
137,MONTGOMERY,OH
138,MONTGOMERY,PA
139,MORGAN,OH
140,MUHLENBERG,KY
141,MUSKINGUM,OH
142,NORTHUMBERLAND,PA
143,ORANGE,VA
144,OTTAWA,OH
145,PAGE,VA
146,PERRY,OH
147,PHILADELPHIA,PA
148,PIKE,PA
149,MERCER,WV
150,MONROE,KY
151,MONTGOMERY,KY
152,MORGAN,KY
153,NELSON,KY
154,NOBLE,OH
155,OWSLEY,KY
156,PAULDING,OH
157,POCAHONTAS,WV
158,POWELL,KY
159,PRINCE WILLIAM,VA
160,PULASKI,VA
161,ROANE,WV
162,ROWAN,KY
163,MANASSAS CITY,VA
164,MONONGALIA,WV
165,MONROE,WV
166,PERRY,KY
167,POTTER,PA
168,PREBLE,OH
169,PRESTON,WV
170,PRINCE EDWARD,VA
171,ROCKCASTLE,KY
172,METCALFE,KY
173,PERRY,PA
174,PUTNAM,OH
175,RUSSELL,KY
176,SANDUSKY,OH
177,SCHUYLKILL,PA
178,SCOTT,VA
179,SENECA,OH
180,SHENANDOAH,VA
181,SIMPSON,KY
182,SMYTH,VA
183,SPOTSYLVANIA,VA
184,NOTTOWAY,VA
185,PUTNAM,WV
186,NORTON CITY,VA
187,RANDOLPH,WV
188,TAZEWELL,VA
189,TUSCARAWAS,OH
190,UNION,PA
191,VAN WERT,OH
192,STAFFORD,VA
193,TAYLOR,KY
194,VENANGO,PA
195,WARREN,KY
196,WARREN,PA
197,WARREN,VA
198,WASHINGTON,PA
199,SNYDER,PA
200,UPSHUR,WV
201,WASHINGTON,OH
202,WASHINGTON,VA
203,WESTMORELAND,PA
204,WOOD,OH
205,WYTHE,VA
206,YORK,PA
207,SUMMERS,WV
208,SUSQUEHANNA,PA
209,TUCKER,WV
210,TYLER,WV
211,WASHINGTON,KY
212,WAYNE,PA
213,WAYNE,WV
214,WESTMORELAND,VA
215,WETZEL,WV
216,WINCHESTER CITY,VA
217,WISE,VA
218,WOLFE,KY
219,WYOMING,WV
220,WOOD,WV
221,WYOMING,PA
222,TIOGA,PA
223,WILLIAMS,OH
224,HAMPSHIRE,WV
225,HICKMAN,KY
226,LEWIS,WV
227,HANCOCK,KY
228,LINCOLN,WV
