,County,State
0,ADAMS,OH
1,ADAMS,PA
2,ARMSTRONG,PA
3,ASHLAND,OH
4,ASHTABULA,OH
5,BELL,KY
6,BERKS,PA
7,BOONE,KY
8,BROWN,OH
9,BUCKS,PA
10,BULLITT,KY
11,BUTLER,OH
12,BUTLER,PA
13,CABELL,WV
14,CAMBRIA,PA
15,CHESTER,PA
16,CHESTERFIELD,VA
17,CLEARFIELD,PA
18,CLERMONT,OH
19,COLUMBIANA,OH
20,DAUPHIN,PA
21,DEFIANCE,OH
22,DELAWARE,OH
23,DICKENSON,VA
24,ERIE,OH
25,ERIE,PA
26,FAIRFAX,VA
27,ALLEN,OH
28,BEAVER,PA
29,BOYD,KY
30,BUCHANAN,VA
31,CAMPBELL,KY
32,CLINTON,PA
33,DARKE,OH
34,FAIRFIELD,OH
35,ELK,PA
36,CLARK,OH
37,FAYETTE,KY
38,FAUQUIER,VA
39,FAYETTE,PA
40,GREENBRIER,WV
41,GREENE,OH
42,GUERNSEY,OH
43,HAMILTON,OH
44,HANCOCK,OH
45,HANOVER,VA
46,HARDIN,OH
47,HARRISON,WV
48,HENRICO,VA
49,HURON,OH
50,JACKSON,OH
51,JEFFERSON,OH
52,JOHNSON,KY
53,KENTON,KY
54,LACKAWANNA,PA
55,LANCASTER,PA
56,LEBANON,PA
57,LICKING,OH
58,LOGAN,OH
59,LOUDOUN,VA
60,HARRISON,KY
61,LORAIN,OH
62,LUCAS,OH
63,LUZERNE,PA
64,LYCOMING,PA
65,MADISON,KY
66,MAHONING,OH
67,MARION,OH
68,MARION,WV
69,MCKEAN,PA
70,MERCER,OH
71,LAWRENCE,OH
72,MADISON,OH
73,MEDINA,OH
74,MONROE,PA
75,MONTGOMERY,VA
76,MORROW,OH
77,MUSKINGUM,OH
78,NICHOLAS,WV
79,NORTHAMPTON,PA
80,PERRY,OH
81,PORTAGE,OH
82,MERCER,WV
83,PRINCE WILLIAM,VA
84,PULASKI,KY
85,PULASKI,VA
86,ROCKINGHAM,VA
87,ROSS,OH
88,ROWAN,KY
89,PERRY,KY
90,ROCKCASTLE,KY
91,SCHUYLKILL,PA
92,SCOTT,VA
93,SHELBY,OH
94,SPOTSYLVANIA,VA
95,STARK,OH
96,SUMMIT,OH
97,TAZEWELL,VA
98,TRUMBULL,OH
99,STAFFORD,VA
100,VENANGO,PA
101,WASHINGTON,PA
102,WARREN,OH
103,WASHINGTON,OH
104,WESTMORELAND,PA
105,WOOD,OH
106,WESTMORELAND,VA
107,WOOD,WV
