,County,State
0,ADAMS,PA
1,ALLEGHENY,PA
2,AMELIA,VA
3,ASHTABULA,OH
4,ATHENS,OH
5,AUGLAIZE,OH
6,BARBOUR,WV
7,BLAND,VA
8,BRAXTON,WV
9,BREATHITT,KY
10,BRECKINRIDGE,KY
11,BULLITT,KY
12,CABELL,WV
13,CALHOUN,WV
14,CAMBRIA,PA
15,CARBON,PA
16,CARROLL,KY
17,CARROLL,OH
18,CASEY,KY
19,CHESAPEAKE CITY,VA
20,CHESTERFIELD,VA
21,CLARION,PA
22,CLEARFIELD,PA
23,COLONIAL HEIGHTS CITY,VA
24,COLUMBIA,PA
25,COLUMBIANA,OH
26,CRAWFORD,OH
27,CRAWFORD,PA
28,CRITTENDEN,KY
29,CUYAHOGA,OH
30,DANVILLE CITY,VA
31,DEFIANCE,OH
32,DELAWARE,OH
33,DELAWARE,PA
34,DODDRIDGE,WV
35,ESSEX,VA
36,AMHERST,VA
37,AUGUSTA,VA
38,BATH,VA
39,BEAVER,PA
40,CALLOWAY,KY
41,CAMPBELL,VA
42,CARROLL,VA
43,CHAMPAIGN,OH
44,CLINTON,PA
45,CUMBERLAND,VA
46,DINWIDDIE,VA
47,FAIRFIELD,OH
48,ANDERSON,KY
49,BLAIR,PA
50,BRADFORD,PA
51,CHARLOTTE,VA
52,EMPORIA CITY,VA
53,BROOKE,WV
54,BUTLER,KY
55,CLAY,WV
56,BRUNSWICK,VA
57,CALDWELL,KY
58,EDMONSON,KY
59,APPOMATTOX,VA
60,FAYETTE,PA
61,FLOYD,KY
62,FRANKLIN,KY
63,FRANKLIN,VA
64,GALAX CITY,VA
65,GALLIA,OH
66,GEAUGA,OH
67,GILES,VA
68,GLOUCESTER,VA
69,GRANT,KY
70,GRAYSON,KY
71,GRAYSON,VA
72,GREENBRIER,WV
73,GREENE,PA
74,HALIFAX,VA
75,HAMPTON CITY,VA
76,HANCOCK,OH
77,HANOVER,VA
78,HARDIN,OH
79,HARRISON,WV
80,HART,KY
81,HENRICO,VA
82,HURON,OH
83,INDIANA,PA
84,JACKSON,OH
85,JACKSON,WV
86,JAMES CITY,VA
87,JEFFERSON,KY
88,JEFFERSON,OH
89,JEFFERSON,PA
90,KING WILLIAM,VA
91,KNOX,OH
92,LACKAWANNA,PA
93,LAKE,OH
94,LICKING,OH
95,FRANKLIN CITY,VA
96,FULTON,OH
97,GREEN,KY
98,GREENSVILLE,VA
99,HANCOCK,WV
100,HENRY,KY
101,HOPEWELL CITY,VA
102,KANAWHA,WV
103,LAWRENCE,KY
104,LAWRENCE,PA
105,LORAIN,OH
106,HARDIN,KY
107,HOCKING,OH
108,JUNIATA,PA
109,LUCAS,OH
110,LUZERNE,PA
111,LYCOMING,PA
112,LYON,KY
113,MAGOFFIN,KY
114,MAHONING,OH
115,MARION,OH
116,MARION,WV
117,MARTIN,KY
118,MASON,WV
119,MCDOWELL,WV
120,MCKEAN,PA
121,MERCER,OH
122,HENRY,OH
123,ISLE OF WIGHT,VA
124,MARION,KY
125,MEIGS,OH
126,MERCER,KY
127,GALLATIN,KY
128,LARUE,KY
129,HIGHLAND,VA
130,LANCASTER,VA
131,MATHEWS,VA
132,MEDINA,OH
133,MONROE,PA
134,MONTGOMERY,VA
135,MONTOUR,PA
136,NEW KENT,VA
137,NEWPORT NEWS CITY,VA
138,NICHOLAS,WV
139,NORTHUMBERLAND,PA
140,OHIO,WV
141,OTTAWA,OH
142,OWEN,KY
143,PETERSBURG CITY,VA
144,PHILADELPHIA,PA
145,PIKE,OH
146,PIKE,PA
147,POQUOSON CITY,VA
148,PORTSMOUTH CITY,VA
149,MERCER,WV
150,MIDDLESEX,VA
151,NELSON,KY
152,NORFOLK CITY,VA
153,OHIO,KY
154,PATRICK,VA
155,PAULDING,OH
156,POCAHONTAS,WV
157,POWHATAN,VA
158,PULASKI,VA
159,RICHLAND,OH
160,RITCHIE,WV
161,ROANE,WV
162,ROCKINGHAM,VA
163,MEADE,KY
164,MIFFLIN,PA
165,MONONGALIA,WV
166,MONROE,WV
167,NORTHUMBERLAND,VA
168,OLDHAM,KY
169,POTTER,PA
170,PRESTON,WV
171,PRINCE EDWARD,VA
172,PRINCE GEORGE,VA
173,RICHMOND,VA
174,MINGO,WV
175,PERRY,PA
176,PUTNAM,OH
177,RUSSELL,KY
178,SANDUSKY,OH
179,SENECA,OH
180,SHELBY,OH
181,SMYTH,VA
182,SOMERSET,PA
183,SOUTHAMPTON,VA
184,NOTTOWAY,VA
185,PUTNAM,WV
186,RADFORD,VA
187,SCOTT,KY
188,RANDOLPH,WV
189,SPENCER,KY
190,STAUNTON CITY,VA
191,SULLIVAN,PA
192,SUSSEX,VA
193,TAZEWELL,VA
194,UNION,PA
195,VAN WERT,OH
196,VIRGINIA BEACH CITY,VA
197,TAYLOR,KY
198,VENANGO,PA
199,WASHINGTON,PA
200,SHELBY,KY
201,SUFFOLK CITY,VA
202,UPSHUR,WV
203,VINTON,OH
204,WILLIAMSBURG CITY,VA
205,WOOD,OH
206,WYANDOT,OH
207,WYTHE,VA
208,SUSQUEHANNA,PA
209,TRIGG,KY
210,TUCKER,WV
211,WASHINGTON,KY
212,WAYNE,PA
213,WAYNE,WV
214,WESTMORELAND,VA
215,TRIMBLE,KY
216,WAYNESBORO CITY,VA
217,WOOD,WV
218,WYOMING,PA
219,YORK,VA
220,WILLIAMS,OH
221,WIRT,WV
222,GILMER,WV
223,HARRISON,OH
224,SURRY,VA
225,LEWIS,WV
226,NORTHAMPTON,VA
227,PENDLETON,WV
228,PLEASANTS,WV
229,WEBSTER,WV
230,TAYLOR,WV
231,CHARLES CITY,VA
232,KING AND QUEEN,VA
233,HANCOCK,KY
