,County,State
0,ADAMS,OH
1,AMELIA,VA
2,ASHLAND,OH
3,ASHTABULA,OH
4,AUGLAIZE,OH
5,BARBOUR,WV
6,BARREN,KY
7,BATH,KY
8,BEDFORD,PA
9,BELL,KY
10,BERKELEY,WV
11,BLAND,VA
12,BRACKEN,KY
13,BRAXTON,WV
14,BROWN,OH
15,BUCKINGHAM,VA
16,BULLITT,KY
17,BUTLER,OH
18,CALHOUN,WV
19,CAMBRIA,PA
20,CARBON,PA
21,CARROLL,KY
22,CARROLL,OH
23,CARTER,KY
24,CHESAPEAKE CITY,VA
25,CHESTER,PA
26,CHESTERFIELD,VA
27,CLERMONT,OH
28,CLINTON,OH
29,COLONIAL HEIGHTS CITY,VA
30,COLUMBIA,PA
31,COLUMBIANA,OH
32,CRAWFORD,PA
33,CRITTENDEN,KY
34,CUYAHOGA,OH
35,DAUPHIN,PA
36,DAVIESS,KY
37,DEFIANCE,OH
38,DELAWARE,PA
39,ERIE,OH
40,FAIRFAX,VA
41,ADAIR,KY
42,ALLEN,OH
43,BEAVER,PA
44,BELMONT,OH
45,BOURBON,KY
46,BOYD,KY
47,BOYLE,KY
48,CALLOWAY,KY
49,CAMPBELL,KY
50,CARROLL,VA
51,CHAMPAIGN,OH
52,CLARK,KY
53,CLINTON,KY
54,CLINTON,PA
55,COSHOCTON,OH
56,CULPEPER,VA
57,CUMBERLAND,KY
58,CUMBERLAND,VA
59,DINWIDDIE,VA
60,FAIRFAX CITY,VA
61,ANDERSON,KY
62,BLAIR,PA
63,BRADFORD,PA
64,CHARLOTTE,VA
65,CUMBERLAND,PA
66,EMPORIA CITY,VA
67,ESTILL,KY
68,BROOKE,WV
69,BUTLER,KY
70,CARLISLE,KY
71,CLARK,OH
72,CLAY,WV
73,BALLARD,KY
74,BRUNSWICK,VA
75,FALLS CHURCH CITY,VA
76,FAYETTE,KY
77,EDMONSON,KY
78,FAUQUIER,VA
79,APPOMATTOX,VA
80,FLOYD,VA
81,FLUVANNA,VA
82,FRANKLIN,KY
83,FULTON,PA
84,GALAX CITY,VA
85,GOOCHLAND,VA
86,GRANT,KY
87,GRANT,WV
88,GRAVES,KY
89,GRAYSON,KY
90,GRAYSON,VA
91,GREENE,OH
92,GREENE,PA
93,GREENE,VA
94,GUERNSEY,OH
95,HALIFAX,VA
96,HAMILTON,OH
97,HANCOCK,OH
98,HANOVER,VA
99,HARDIN,OH
100,HARDY,WV
101,HART,KY
102,HENRICO,VA
103,HURON,OH
