,County,State
0,ACCOMACK,VA
1,ADAMS,PA
2,ALEXANDRIA CITY,VA
3,ALLEN,KY
4,AMELIA,VA
5,ARLINGTON,VA
6,BARBOUR,WV
7,BARREN,KY
8,BEDFORD,VA
9,BOONE,WV
10,BRAXTON,WV
11,BREATHITT,KY
12,BRECKINRIDGE,KY
13,BUCKINGHAM,VA
14,BUCKS,PA
15,CABELL,WV
16,CAMERON,PA
17,CARBON,PA
18,CAROLINE,VA
19,CARROLL,OH
20,CARTER,KY
21,CASEY,KY
22,CHESAPEAKE CITY,VA
23,CLARION,PA
24,CLEARFIELD,PA
25,CLINTON,OH
26,COLONIAL HEIGHTS CITY,VA
27,CRAWFORD,PA
28,CRITTENDEN,KY
29,DANVILLE CITY,VA
30,DEFIANCE,OH
31,DICKENSON,VA
32,DODDRIDGE,WV
33,ALBEMARLE,VA
34,ALLEGHANY,VA
35,ALLEN,OH
36,AMHERST,VA
37,AUGUSTA,VA
38,BATH,VA
39,BOURBON,KY
40,BOYLE,KY
41,BUCHANAN,VA
42,BUENA VISTA CITY,VA
43,CALLOWAY,KY
44,CAMPBELL,VA
45,CARROLL,VA
46,CLARKE,VA
47,CLAY,KY
48,CLINTON,KY
49,CLINTON,PA
50,CUMBERLAND,KY
51,CUMBERLAND,VA
52,FAIRFAX CITY,VA
53,BEDFORD CITY,VA
54,BRADFORD,PA
55,CHARLOTTE,VA
56,CUMBERLAND,PA
57,ELK,PA
58,EMPORIA CITY,VA
59,ESTILL,KY
60,BUTLER,KY
61,CARLISLE,KY
62,CLAY,WV
63,BALLARD,KY
64,BRUNSWICK,VA
65,CALDWELL,KY
66,FALLS CHURCH CITY,VA
67,APPOMATTOX,VA
68,FAYETTE,PA
69,FLOYD,VA
70,FLUVANNA,VA
71,FRANKLIN,VA
72,FULTON,KY
73,FULTON,PA
74,GALLIA,OH
75,GILES,VA
76,GLOUCESTER,VA
77,GRAVES,KY
78,GRAYSON,KY
79,GRAYSON,VA
80,GREENE,PA
81,GREENE,VA
82,HALIFAX,VA
83,HAMPTON CITY,VA
84,HARRISONBURG CITY,VA
85,HENDERSON,KY
86,HENRY,VA
87,HOLMES,OH
88,HOPKINS,KY
89,HUNTINGDON,PA
90,INDIANA,PA
91,JEFFERSON,PA
92,JEFFERSON,WV
93,JOHNSON,KY
94,KENTON,KY
95,KING GEORGE,VA
96,KING WILLIAM,VA
97,KNOTT,KY
98,KNOX,KY
99,LOGAN,KY
100,LOGAN,OH
101,LOUDOUN,VA
102,FLEMING,KY
103,FRANKLIN CITY,VA
104,FREDERICKSBURG CITY,VA
105,FULTON,OH
106,GARRARD,KY
107,GREENSVILLE,VA
108,GREENUP,KY
109,HANCOCK,WV
110,HARRISON,KY
111,HOPEWELL CITY,VA
112,LAWRENCE,KY
113,LAWRENCE,PA
114,LEE,KY
115,LESLIE,KY
116,LETCHER,KY
117,LEWIS,KY
118,LIVINGSTON,KY
119,FAYETTE,WV
120,HARDIN,KY
121,HOCKING,OH
122,LEE,VA
123,LUNENBURG,VA
124,LYNCHBURG CITY,VA
125,MADISON,VA
126,MARION,WV
127,MARSHALL,WV
128,MARTINSVILLE CITY,VA
129,MASON,KY
130,MCCREARY,KY
131,MCDOWELL,WV
132,MCKEAN,PA
133,FOREST,PA
134,ISLE OF WIGHT,VA
135,MARION,KY
136,MARSHALL,KY
137,MEIGS,OH
138,MERCER,KY
139,LARUE,KY
140,HIGHLAND,VA
141,MATHEWS,VA
142,MINERAL,WV
143,MONTGOMERY,PA
144,MONTOUR,PA
145,MORGAN,WV
146,NELSON,VA
147,NEW KENT,VA
148,NEWPORT NEWS CITY,VA
149,NICHOLAS,WV
150,NORTHUMBERLAND,PA
151,OHIO,WV
152,ORANGE,VA
153,OTTAWA,OH
154,PAGE,VA
155,PENDLETON,KY
156,PERRY,OH
157,PETERSBURG CITY,VA
158,PIKE,OH
159,PIKE,PA
160,POQUOSON CITY,VA
161,MIDDLESEX,VA
162,MONTGOMERY,KY
163,MORGAN,KY
164,NELSON,KY
165,NOBLE,OH
166,NORFOLK CITY,VA
167,OHIO,KY
168,PAULDING,OH
169,PICKAWAY,OH
170,PULASKI,KY
171,PULASKI,VA
172,ROANE,WV
173,ROCKBRIDGE,VA
174,ROWAN,KY
175,RUSSELL,VA
176,MANASSAS CITY,VA
177,MEADE,KY
178,MIFFLIN,PA
179,MONONGALIA,WV
180,MONROE,WV
181,PITTSYLVANIA,VA
182,POTTER,PA
183,PRESTON,WV
184,PRINCE EDWARD,VA
185,RAPPAHANNOCK,VA
186,ROBERTSON,KY
187,METCALFE,KY
188,MINGO,WV
189,PERRY,PA
190,SCOTT,VA
