,County,State
0,ADAMS,OH
1,ALLEGHENY,PA
2,ALLEN,KY
3,AMELIA,VA
4,ASHTABULA,OH
5,ATHENS,OH
6,BARBOUR,WV
7,BATH,KY
8,BEDFORD,VA
9,BELL,KY
10,BERKELEY,WV
11,BERKS,PA
12,BOONE,WV
13,BRACKEN,KY
14,BRECKINRIDGE,KY
15,BUCKINGHAM,VA
16,BUTLER,OH
17,BUTLER,PA
18,CARBON,PA
19,CARROLL,OH
20,CHARLOTTESVILLE CITY,VA
21,CHESAPEAKE CITY,VA
22,CHESTERFIELD,VA
23,CLARION,PA
24,CLERMONT,OH
25,COLONIAL HEIGHTS CITY,VA
26,COLUMBIA,PA
27,CRAWFORD,PA
28,CRITTENDEN,KY
29,DANVILLE CITY,VA
30,DICKENSON,VA
31,ADAIR,KY
32,ALBEMARLE,VA
33,ALLEGHANY,VA
34,AMHERST,VA
35,AUGUSTA,VA
36,BATH,VA
37,BEAVER,PA
38,BELMONT,OH
39,BOURBON,KY
40,BOYLE,KY
41,BUENA VISTA CITY,VA
42,CAMPBELL,VA
43,CHAMPAIGN,OH
44,CLARK,KY
45,CLARKE,VA
46,CLAY,KY
47,CLINTON,KY
48,CLINTON,PA
49,COSHOCTON,OH
50,CRAIG,VA
51,CULPEPER,VA
52,CUMBERLAND,KY
53,CUMBERLAND,VA
54,DARKE,OH
55,DINWIDDIE,VA
56,FAIRFIELD,OH
57,BEDFORD CITY,VA
58,BOTETOURT,VA
59,CHARLOTTE,VA
60,CUMBERLAND,PA
61,EMPORIA CITY,VA
62,BROOKE,WV
63,BUTLER,KY
64,CARLISLE,KY
65,CLARK,OH
66,CLAY,WV
67,BALLARD,KY
68,BRUNSWICK,VA
69,CALDWELL,KY
70,FAYETTE,KY
71,FAUQUIER,VA
72,APPOMATTOX,VA
73,FAYETTE,OH
74,FLOYD,KY
75,FLOYD,VA
76,FRANKLIN,PA
77,FRANKLIN,VA
78,FREDERICK,VA
79,FULTON,PA
80,GEAUGA,OH
81,GILES,VA
82,GOOCHLAND,VA
83,GRAVES,KY
84,GRAYSON,KY
85,GRAYSON,VA
86,GUERNSEY,OH
87,HAMPTON CITY,VA
88,HANOVER,VA
89,HARDY,WV
90,HARRISONBURG CITY,VA
91,HENRICO,VA
92,HOLMES,OH
93,HUNTINGDON,PA
94,HURON,OH
95,INDIANA,PA
96,JEFFERSON,OH
97,JEFFERSON,PA
98,JEFFERSON,WV
99,KING GEORGE,VA
100,KNOTT,KY
101,KNOX,KY
102,LAKE,OH
103,LAUREL,KY
104,LEHIGH,PA
105,LOGAN,WV
106,LOUDOUN,VA
107,FLEMING,KY
108,FRANKLIN CITY,VA
109,FREDERICKSBURG CITY,VA
110,GREEN,KY
111,GREENSVILLE,VA
112,GREENUP,KY
113,HANCOCK,WV
114,HARLAN,KY
115,HIGHLAND,OH
116,JACKSON,KY
117,JESSAMINE,KY
118,KANAWHA,WV
119,LAWRENCE,PA
120,LEE,KY
121,LESLIE,KY
122,LETCHER,KY
123,LEWIS,KY
124,LINCOLN,KY
125,LIVINGSTON,KY
126,LORAIN,OH
127,FAYETTE,WV
128,HOCKING,OH
129,JUNIATA,PA
130,LEE,VA
131,LUCAS,OH
132,LUNENBURG,VA
133,LUZERNE,PA
134,LYCOMING,PA
135,LYNCHBURG CITY,VA
136,LYON,KY
137,MADISON,KY
138,MADISON,VA
139,MAHONING,OH
140,MCCRACKEN,KY
141,MCCREARY,KY
142,FOREST,PA
143,ISLE OF WIGHT,VA
144,MARION,KY
145,MARSHALL,KY
146,MECKLENBURG,VA
147,MERCER,KY
148,MERCER,PA
149,LEXINGTON CITY,VA
150,HIGHLAND,VA
151,MADISON,OH
152,MEDINA,OH
153,MONROE,OH
154,MONROE,PA
155,MONTGOMERY,VA
156,MONTOUR,PA
157,MORGAN,OH
158,MORGAN,WV
159,MUSKINGUM,OH
160,NELSON,VA
161,NEWPORT NEWS CITY,VA
162,NORTHUMBERLAND,PA
163,ORANGE,VA
164,OTTAWA,OH
165,PAGE,VA
166,PETERSBURG CITY,VA
167,PIKE,KY
168,PIKE,OH
169,POQUOSON CITY,VA
170,PORTSMOUTH CITY,VA
171,MERCER,WV
172,MIAMI,OH
173,MONROE,KY
174,MONTGOMERY,KY
175,NOBLE,OH
176,NORFOLK CITY,VA
177,PATRICK,VA
178,POCAHONTAS,WV
179,POWELL,KY
180,POWHATAN,VA
181,PRINCE WILLIAM,VA
182,PULASKI,KY
183,RALEIGH,WV
184,ROCKBRIDGE,VA
185,ROCKINGHAM,VA
186,ROSS,OH
187,SALEM,VA
188,SCIOTO,OH
189,MANASSAS CITY,VA
190,MIFFLIN,PA
191,MONROE,WV
192,PERRY,KY
193,PITTSYLVANIA,VA
194,PRINCE EDWARD,VA
195,PRINCE GEORGE,VA
196,RICHMOND,VA
197,ROANOKE,VA
198,ROBERTSON,KY
199,ROCKCASTLE,KY
200,METCALFE,KY
201,PERRY,PA
202,RUSSELL,KY
203,SANDUSKY,OH
204,SCHUYLKILL,PA
205,SHENANDOAH,VA
206,SIMPSON,KY
207,SMYTH,VA
208,SPOTSYLVANIA,VA
209,NOTTOWAY,VA
210,RANDOLPH,WV
211,STARK,OH
212,STAUNTON CITY,VA
213,SULLIVAN,PA
214,SUSSEX,VA
215,TRUMBULL,OH
216,TUSCARAWAS,OH
217,VIRGINIA BEACH CITY,VA
218,STAFFORD,VA
219,VENANGO,PA
220,WARREN,KY
221,WARREN,PA
222,WARREN,VA
223,WASHINGTON,PA
224,SNYDER,PA
225,SUFFOLK CITY,VA
226,UPSHUR,WV
227,VINTON,OH
228,WASHINGTON,OH
229,WAYNE,KY
230,WAYNE,OH
231,WHITLEY,KY
232,WOOD,OH
233,WYTHE,VA
234,SUMMERS,WV
235,WASHINGTON,KY
236,WETZEL,WV
237,WINCHESTER CITY,VA
238,WISE,VA
239,WYOMING,WV
240,WAYNESBORO CITY,VA
241,WOOD,WV
242,WOODFORD,KY
243,TIOGA,PA
244,GILMER,WV
245,HAMPSHIRE,WV
246,HARRISON,OH
247,HICKMAN,KY
248,SURRY,VA
249,LEWIS,WV
250,NORTHAMPTON,VA
251,UNION,KY
252,TAYLOR,WV
253,LINCOLN,WV
254,COVINGTON CITY,VA
