,County,State
0,ALEXANDRIA CITY,VA
1,ALLEN,KY
2,ARLINGTON,VA
3,BARREN,KY
4,BERKS,PA
5,BOONE,KY
6,BULLITT,KY
7,BUTLER,OH
8,CABELL,WV
9,CARBON,PA
10,CAROLINE,VA
11,CASEY,KY
12,CLERMONT,OH
13,COLUMBIANA,OH
14,CUYAHOGA,OH
15,DELAWARE,OH
16,DELAWARE,PA
17,ESSEX,VA
18,FAIRFAX,VA
19,ADAIR,KY
20,ALLEN,OH
21,BOYD,KY
22,BOYLE,KY
23,BUCHANAN,VA
24,CALLOWAY,KY
25,CLINTON,PA
26,CULPEPER,VA
27,CUMBERLAND,KY
28,FAIRFAX CITY,VA
29,FAIRFIELD,OH
30,ANDERSON,KY
31,BRADFORD,PA
32,CUMBERLAND,PA
33,ESTILL,KY
34,CLARK,OH
35,FALLS CHURCH CITY,VA
36,FAUQUIER,VA
37,FAYETTE,OH
38,FAYETTE,PA
39,FLOYD,KY
40,FRANKLIN,KY
41,FRANKLIN,OH
42,GALAX CITY,VA
43,GALLIA,OH
44,GRANT,WV
45,HAMILTON,OH
46,HANCOCK,OH
47,HARDIN,OH
48,HARDY,WV
49,HART,KY
50,HENRY,VA
51,HOLMES,OH
52,HUNTINGDON,PA
53,HURON,OH
54,JACKSON,OH
55,JACKSON,WV
56,JEFFERSON,KY
57,JOHNSON,KY
58,KENTON,KY
59,KING WILLIAM,VA
60,KNOTT,KY
61,LAUREL,KY
62,LOUDOUN,VA
63,FREDERICKSBURG CITY,VA
64,GARRARD,KY
65,HENRY,KY
66,HIGHLAND,OH
67,JESSAMINE,KY
68,LAWRENCE,KY
69,LETCHER,KY
70,LINCOLN,KY
71,JUNIATA,PA
72,LUZERNE,PA
73,MADISON,KY
74,MADISON,VA
75,MAHONING,OH
76,MARTIN,KY
77,MARTINSVILLE CITY,VA
78,MASON,WV
79,LAWRENCE,OH
80,MARION,KY
81,MEIGS,OH
82,MERCER,KY
83,GALLATIN,KY
84,LARUE,KY
85,HIGHLAND,VA
86,MADISON,OH
87,MINERAL,WV
88,MONROE,PA
89,MONTGOMERY,PA
90,MONTOUR,PA
91,MORROW,OH
92,OWEN,KY
93,PAGE,VA
94,PHILADELPHIA,PA
95,PORTAGE,OH
96,MONROE,KY
97,NELSON,KY
98,PRINCE WILLIAM,VA
99,PULASKI,KY
100,ROANE,WV
101,RUSSELL,VA
102,MANASSAS CITY,VA
103,MIFFLIN,PA
104,NORTHUMBERLAND,VA
105,METCALFE,KY
106,MINGO,WV
107,PERRY,PA
108,SCHUYLKILL,PA
109,SCOTT,VA
110,SOMERSET,PA
111,PUTNAM,WV
112,SCOTT,KY
113,NORTON CITY,VA
114,RANDOLPH,WV
115,STARK,OH
116,SULLIVAN,PA
117,UNION,OH
118,UNION,PA
119,STAFFORD,VA
120,TAYLOR,KY
121,SHELBY,KY
122,SNYDER,PA
123,WARREN,OH
124,WASHINGTON,VA
125,WAYNE,OH
126,WOOD,OH
127,WYANDOT,OH
128,WASHINGTON,KY
129,WAYNE,WV
130,WESTMORELAND,VA
131,WISE,VA
132,PENDLETON,WV
133,WEBSTER,WV
134,KING AND QUEEN,VA
135,LINCOLN,WV
