,County,State
0,ALEXANDRIA CITY,VA
1,ALLEN,KY
2,ARLINGTON,VA
3,ARMSTRONG,PA
4,ASHLAND,OH
5,BARREN,KY
6,BATH,KY
7,BEDFORD,PA
8,BOONE,KY
9,BREATHITT,KY
10,BULLITT,KY
11,CABELL,WV
12,CAMERON,PA
13,CAROLINE,VA
14,CARROLL,OH
15,CARTER,KY
16,CASEY,KY
17,CHARLOTTESVILLE CITY,VA
18,CHESTER,PA
19,CLARION,PA
20,CLEARFIELD,PA
21,CLERMONT,OH
22,COLUMBIANA,OH
23,CRAWFORD,OH
24,CRAWFORD,PA
25,DEFIANCE,OH
26,DICKENSON,VA
27,ERIE,OH
28,ESSEX,VA
29,FAIRFAX,VA
30,ADAIR,KY
31,ALBEMARLE,VA
32,BEAVER,PA
33,BELMONT,OH
34,BOYD,KY
35,BOYLE,KY
36,BUCHANAN,VA
37,CAMPBELL,KY
38,CLARK,KY
39,CLAY,KY
40,CLINTON,KY
41,COSHOCTON,OH
42,CULPEPER,VA
43,CUMBERLAND,KY
44,CUMBERLAND,VA
45,ELLIOTT,KY
46,FAIRFAX CITY,VA
47,BLAIR,PA
48,CHARLOTTE,VA
49,ESTILL,KY
50,CARLISLE,KY
51,CLARK,OH
52,BALLARD,KY
53,BRUNSWICK,VA
54,FALLS CHURCH CITY,VA
55,FAYETTE,KY
56,FAUQUIER,VA
57,FLUVANNA,VA
58,FULTON,KY
59,GALLIA,OH
60,GRAVES,KY
61,GREENE,VA
62,GUERNSEY,OH
63,HALIFAX,VA
64,HAMILTON,OH
65,HENDERSON,KY
66,HOLMES,OH
67,HURON,OH
68,INDIANA,PA
69,JEFFERSON,KY
70,JEFFERSON,PA
71,JOHNSON,KY
72,KENTON,KY
73,KING GEORGE,VA
74,KNOTT,KY
75,LANCASTER,PA
76,LAUREL,KY
77,LOGAN,WV
78,LOUISA,VA
79,FLEMING,KY
80,FREDERICKSBURG CITY,VA
81,FULTON,OH
82,GARRARD,KY
83,GREEN,KY
84,GREENUP,KY
85,HANCOCK,WV
86,HARLAN,KY
87,HIGHLAND,OH
88,JACKSON,KY
89,JESSAMINE,KY
90,LAWRENCE,KY
91,LEE,KY
92,LESLIE,KY
93,LETCHER,KY
94,LINCOLN,KY
95,LIVINGSTON,KY
96,LORAIN,OH
97,HARDIN,KY
98,HOCKING,OH
99,JUNIATA,PA
100,LEE,VA
101,LUNENBURG,VA
102,LYON,KY
103,MADISON,KY
104,MARSHALL,WV
105,MASON,WV
106,MCCREARY,KY
107,MCDOWELL,WV
108,MCKEAN,PA
109,MENIFEE,KY
110,FOREST,PA
111,HENRY,OH
112,LAWRENCE,OH
113,MARION,KY
114,MARSHALL,KY
115,MECKLENBURG,VA
116,MEIGS,OH
117,MERCER,PA
118,LARUE,KY
119,LANCASTER,VA
120,MADISON,OH
121,MEDINA,OH
122,MONROE,OH
123,MORGAN,OH
124,MUSKINGUM,OH
125,NORTHUMBERLAND,PA
126,ORANGE,VA
127,OTTAWA,OH
128,PORTAGE,OH
129,MERCER,WV
130,MIAMI,OH
131,MIDDLESEX,VA
132,MONROE,KY
133,MONTGOMERY,KY
134,MORGAN,KY
135,NELSON,KY
136,OWSLEY,KY
137,PICKAWAY,OH
138,POWELL,KY
139,PRINCE WILLIAM,VA
140,PULASKI,KY
141,RALEIGH,WV
142,ROSS,OH
143,ROWAN,KY
144,RUSSELL,VA
145,SCIOTO,OH
146,MANASSAS CITY,VA
147,MIFFLIN,PA
148,NORTHUMBERLAND,VA
149,POTTER,PA
150,PRINCE EDWARD,VA
151,ROCKCASTLE,KY
152,METCALFE,KY
153,PERRY,PA
154,RUSSELL,KY
155,SANDUSKY,OH
156,SCHUYLKILL,PA
157,SENECA,OH
158,SIMPSON,KY
159,SMYTH,VA
160,SPOTSYLVANIA,VA
161,STARK,OH
162,SUMMIT,OH
163,TAZEWELL,VA
164,TUSCARAWAS,OH
165,VAN WERT,OH
166,STAFFORD,VA
167,TAYLOR,KY
168,VENANGO,PA
169,WARREN,PA
170,SNYDER,PA
171,VINTON,OH
172,WASHINGTON,OH
173,WASHINGTON,VA
174,WAYNE,KY
175,WAYNE,OH
176,WESTMORELAND,PA
177,WOOD,OH
178,WYANDOT,OH
179,WASHINGTON,KY
180,WAYNE,WV
181,WEBSTER,KY
182,WESTMORELAND,VA
183,WETZEL,WV
184,WISE,VA
185,WOLFE,KY
186,WYOMING,WV
187,TODD,KY
188,WOODFORD,KY
189,HARRISON,OH
190,HICKMAN,KY
191,UNION,KY
