,FIPS,Year,Score_County_1,Score_County_2,Score_County_3,Score_County_4,Score_County_5
0,51001,2016,19.857497433170668,5.730095590735103,12.274088603060221,2.037971628600663,3.474652258779053
1,39001,2016,43.272450430825955,53.284305203563584,59.19699818543763,63.91347440007042,9.753032559835509
2,42001,2016,19.68090616899978,35.740523124321285,31.475608601496514,2.1478156823646333,28.252677218223536
3,51510,2016,4.976532587726488,8.019440012887628,13.470229509919422,5.562317160698271,10.583359202152838
4,42003,2016,1245.6872420386105,9.806886817196817,1539.6624707030137,1433.9286645130812,2036.4003919291854
5,21003,2016,13.440807769749822,5.53050781034584,5.295809367634774,9.051091411602085,9.055816572967144
6,51007,2016,10.996012019850255,7.566498251612418,2.1489615803583195,5.9274773937081795,2.327701283069326
7,51013,2016,60.53366113519303,59.3105588823121,74.56550058820923,46.648573864406146,38.777801120415525
8,42005,2016,47.380476399628954,77.04848372741448,14.9141596463012,5.586581587232047,75.87313089515996
9,39005,2016,7.192690856215021,124.8216591580126,106.67689261903632,76.07156178522561,99.37558769988749
10,39007,2016,134.1414176529789,222.421681019275,2.0146164261473305,110.44228016564578,207.89554914934865
11,39009,2016,20.150754394194525,2.026304370945618,134.74690507468713,8.453256300755925,97.31135564147318
12,39011,2016,7.3581119832684925,20.032404444973984,15.099774099229418,9.709972561641063,20.31963426074901
13,54001,2016,2.5791260033294328,4.316810017289982,9.79079424670309,5.114211734554033,4.34344858155886
14,21009,2016,15.253369607675586,10.248935437157082,3.263788194779386,2.0928481951071394,20.276303072816525
15,21011,2016,14.534556399859266,5.737799005181367,6.16068499087536,8.631762097373215,2.7341488296425758
16,42009,2016,25.576536047143787,0.28100408062329335,7.554333480916655,2.8599566843525763,13.838908629694089
17,51019,2016,22.582725386906922,15.548701036022019,14.824137887082914,12.328780230478614,11.467077566478869
18,21013,2016,55.94845245916869,59.010694931329624,68.74853938087989,13.345823199090999,64.16429341356405
19,54003,2016,51.27119478010632,22.46345575951612,21.628861334304272,78.22599964275705,73.75968917780827
20,42011,2016,214.63067835993184,179.56509475362358,171.85822398165223,111.51350199395436,182.6567937971795
21,51021,2016,0.6669330303715708,6.746118279336965,16.02900310840349,5.651850962809109,2.7952478480707814
22,21015,2016,131.14081311324202,64.3870878674194,93.27857449097134,3.314604886206265,52.450941537442795
23,54005,2016,0.10972956368524778,7.022511899631917,8.539211965606263,4.71847855944309,5.326855770969541
24,21023,2016,13.18131798999756,10.340016704495772,8.270749743391132,1.452376173215139,8.927784070324208
25,54007,2016,13.90629218721128,4.864521953789826,0.2123815905714387,14.139142592839105,9.660368342683377
26,21025,2016,7.381173613010816,0.7805557023968127,12.462876020277452,0.14446308594860727,16.31323233912877
27,21027,2016,7.384674440439361,4.700386736999395,5.858253455214978,0.28993999280741006,10.029385577073397
28,39015,2016,26.23890291851459,22.850417535434797,36.721765226540874,46.56092456140298,55.90872922255511
29,51029,2016,0.7721709088300244,4.250872765323755,7.4414897878959,10.940705199876778,12.867275113888228
30,42017,2016,33.29515546683202,32.12395859426053,25.286907055079098,15.37143424195324,24.215245197937698
31,21029,2016,22.260907803986804,27.028090448315183,4.2877360550751265,26.516315231046725,0.8094300624359685
32,39017,2016,312.50005933504707,560.6171252744948,135.39446373544982,186.96576953592444,273.59841271771296
33,42019,2016,31.81963245872243,59.94345308031952,72.42392043795809,27.351980698859947,39.96253682949033
34,54011,2016,1.088866954576725,59.51311003436831,52.95915759981026,9.946051957692323,67.46484285198056
35,54013,2016,6.282327059007909,2.4103270110340116,10.005909082407586,0.6473233963788082,6.599342085027125
36,42021,2016,130.60409094695,264.8687148836715,53.256626932267636,151.48935849212899,45.84643883862704
37,42023,2016,2.607280968741067,5.966206331513422,9.475261033803056,6.134744468363096,1.3973251684104082
38,42025,2016,28.77523045345422,29.003682198293617,12.067448340213641,5.710591882471143,3.810155344324822
39,51033,2016,28.54268943459207,27.42349374557435,17.122950568068692,0.5568780993654769,10.91259941555197
40,21041,2016,19.706487962981704,17.574454462001125,3.895920139132798,13.009680400617698,1.5651546421351115
41,39019,2016,0.57648421151306,11.007696036205564,0.13805594509340052,2.550660864083142,16.868129057630153
42,21043,2016,4.159783268645253,15.524218087530802,29.35572196802174,12.750938227553574,33.14071226171313
43,21045,2016,3.7817476711846076,1.3540359153530264,0.930510808617123,14.245489171261966,16.56201273165851
44,51540,2016,3.8408783914003664,7.584125486777353,5.324568852298215,7.192839390615038,4.378571781974734
45,51550,2016,13.354962133099292,11.333039053417767,4.346311655605046,33.032357428562825,11.477376484505063
46,42029,2016,123.05241690924721,97.7899198240295,129.11104090583305,131.71182137186545,107.88514195919701
47,51041,2016,79.61648224993746,81.20057433744878,296.1638297351664,401.5283853498324,173.08562672427513
48,21047,2016,6.73391076004375,7.70313933990667,9.557501852731376,23.205680744111397,9.06928794840402
49,42031,2016,11.45823587899038,5.233951180245445,5.3667989511806535,9.238802344861611,7.809949637946472
50,42033,2016,14.246451184124615,6.109424785987582,12.209367397745682,11.81266417602219,3.6113220633714676
51,39025,2016,3.876463337762548,95.1983888010045,311.8780444742681,218.24706591383185,28.086010270958926
52,39027,2016,58.75993086908383,17.849877612538073,22.3534747201146,81.95279429730337,65.81900749132772
53,51570,2016,5.631725878932919,4.310274175256275,6.717321764656003,6.316196216256302,6.619332402610836
54,42037,2016,19.43606882060559,13.856951236128978,0.8432560945888549,35.055689036373835,22.949583305734958
55,39029,2016,184.6646170938508,108.65494917309084,131.2691268743031,176.64514292569027,55.15580796289427
56,39033,2016,43.06596617939668,110.00542867631884,99.56883198210252,23.242059418519514,48.81371833654191
57,42039,2016,52.117429278346236,52.47622825486676,52.161538111478855,12.081411357103327,21.8553262196865
58,21055,2016,11.055406403501253,3.5980284345334512,7.131984583358679,1.847324513298499,7.0272070203067445
59,39035,2016,1797.394872537711,158.8877278744424,1814.1303460766258,2038.9383106446805,1301.588220453159
60,51590,2016,2.635623609170003,8.543022292972166,3.2807430045115273,5.156123167298266,8.608917846060171
61,42043,2016,120.49096463438705,102.92446456529142,250.16297622310094,289.5069895185413,122.11180144720852
62,21059,2016,13.176183094963449,9.440117954910427,3.2964778096906318,14.92285179943765,22.17917863883483
63,39039,2016,30.27980245950789,68.74820343616034,83.44308634532022,74.53677945682253,15.248894447503385
64,39041,2016,69.9159282163396,55.202804372670464,60.212810220224426,38.57619373912562,130.63419265171783
