,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ADAMS,PA
3,ALLEN,KY
4,ARMSTRONG,PA
5,ASHLAND,OH
6,ATHENS,OH
7,BARREN,KY
8,BEDFORD,PA
9,BERKELEY,WV
10,BERKS,PA
11,BOONE,WV
12,BRACKEN,KY
13,BRAXTON,WV
14,BREATHITT,KY
15,BROWN,OH
16,BUCKINGHAM,VA
17,BUTLER,PA
18,CABELL,WV
19,CALHOUN,WV
20,CARBON,PA
21,CLINTON,OH
22,CRAWFORD,OH
23,CRAWFORD,PA
24,DANVILLE CITY,VA
25,ERIE,OH
26,BOYD,KY
27,BOYLE,KY
28,CENTRE,PA
29,CHAMPAIGN,OH
30,CLAY,KY
31,CLINTON,PA
32,CUMBERLAND,VA
33,DARKE,OH
34,ELLIOTT,KY
35,ANDERSON,KY
36,ESTILL,KY
37,BUTLER,KY
38,CLARK,OH
39,CLAY,WV
40,BRUNSWICK,VA
41,EDMONSON,KY
42,APPOMATTOX,VA
43,FAYETTE,OH
44,FLOYD,KY
45,FRANKLIN,KY
46,FRANKLIN,PA
47,FULTON,PA
48,GALLIA,OH
49,GREENE,OH
50,HALIFAX,VA
51,HARDY,WV
52,JACKSON,OH
53,JOHNSON,KY
54,KNOTT,KY
55,KNOX,KY
56,KNOX,OH
57,LACKAWANNA,PA
58,LANCASTER,PA
59,LOGAN,WV
60,FLEMING,KY
61,FULTON,OH
62,GARRARD,KY
63,GREEN,KY
64,HIGHLAND,OH
65,JACKSON,KY
66,KANAWHA,WV
67,LAWRENCE,PA
68,LEE,KY
69,LEWIS,KY
70,LORAIN,OH
71,HOCKING,OH
72,LUCAS,OH
73,LUNENBURG,VA
74,LUZERNE,PA
75,LYON,KY
76,MAGOFFIN,KY
77,MARSHALL,WV
78,MARTIN,KY
79,MARTINSVILLE CITY,VA
80,MASON,KY
81,MASON,WV
82,MENIFEE,KY
83,MERCER,OH
84,HENRY,OH
85,LAWRENCE,OH
86,MEIGS,OH
87,MERCER,KY
88,MERCER,PA
89,MEDINA,OH
90,MINERAL,WV
91,MONROE,OH
92,MONTGOMERY,OH
93,MORGAN,OH
94,MORGAN,WV
95,MUSKINGUM,OH
96,OTTAWA,OH
97,PERRY,OH
98,PIKE,PA
99,PORTAGE,OH
100,MIAMI,OH
101,MONROE,KY
102,MORGAN,KY
103,NOBLE,OH
104,OWSLEY,KY
105,POWELL,KY
106,RITCHIE,WV
107,ROANE,WV
108,SCIOTO,OH
109,OLDHAM,KY
110,PITTSYLVANIA,VA
111,PREBLE,OH
112,PRINCE EDWARD,VA
113,RAPPAHANNOCK,VA
114,ROBERTSON,KY
115,METCALFE,KY
116,SANDUSKY,OH
117,SENECA,OH
118,SHELBY,OH
119,SHENANDOAH,VA
120,SOMERSET,PA
121,PUTNAM,WV
122,SUMMIT,OH
123,VENANGO,PA
124,WARREN,VA
125,WASHINGTON,PA
126,UPSHUR,WV
127,VINTON,OH
128,WARREN,OH
129,WASHINGTON,OH
130,WAYNE,OH
131,WESTMORELAND,PA
132,WHITLEY,KY
133,WOOD,OH
134,YORK,PA
135,SUSQUEHANNA,PA
136,TRIGG,KY
137,TYLER,WV
138,WASHINGTON,KY
139,WAYNE,PA
140,WAYNE,WV
141,WOLFE,KY
142,WYOMING,WV
143,WOOD,WV
144,WOODFORD,KY
145,WYOMING,PA
146,GILMER,WV
147,HAMPSHIRE,WV
148,LEWIS,WV
149,PLEASANTS,WV
150,LINCOLN,WV
