,County,State
0,ADAMS,OH
1,ADAMS,PA
2,AMELIA,VA
3,BEDFORD,VA
4,BELL,KY
5,BERKS,PA
6,BOONE,WV
7,BRACKEN,KY
8,CABELL,WV
9,CAMBRIA,PA
10,CAROLINE,VA
11,CARROLL,OH
12,CARTER,KY
13,CHESAPEAKE CITY,VA
14,CHESTERFIELD,VA
15,CLARION,PA
16,CLERMONT,OH
17,COLONIAL HEIGHTS CITY,VA
18,COLUMBIANA,OH
19,CRAWFORD,OH
20,CRAWFORD,PA
21,DANVILLE CITY,VA
22,DAUPHIN,PA
23,DELAWARE,PA
24,ESSEX,VA
25,BELMONT,OH
26,BOYD,KY
27,BOYLE,KY
28,BUCHANAN,VA
29,CALLOWAY,KY
30,CAMPBELL,VA
31,CUMBERLAND,KY
32,CUMBERLAND,VA
33,ELLIOTT,KY
34,ANDERSON,KY
35,BRADFORD,PA
36,CLARK,OH
37,FAYETTE,KY
38,FAYETTE,OH
39,FLOYD,VA
40,FLUVANNA,VA
41,FRANKLIN,KY
42,FRANKLIN,PA
43,FRANKLIN,VA
44,GALLIA,OH
45,GILES,VA
46,GREENE,OH
47,GUERNSEY,OH
48,HALIFAX,VA
49,HAMILTON,OH
50,HAMPTON CITY,VA
51,HANCOCK,OH
52,HANOVER,VA
53,HENRICO,VA
54,HENRY,VA
55,INDIANA,PA
56,JACKSON,OH
57,JACKSON,WV
58,JEFFERSON,OH
59,KING GEORGE,VA
60,KING WILLIAM,VA
61,LEBANON,PA
62,FULTON,OH
63,GARRARD,KY
64,GREENUP,KY
65,HANCOCK,WV
66,HIGHLAND,OH
67,HOPEWELL CITY,VA
68,JESSAMINE,KY
69,KANAWHA,WV
70,LINCOLN,KY
71,LIVINGSTON,KY
72,FAYETTE,WV
73,LEE,VA
74,LUCAS,OH
75,LUNENBURG,VA
76,LYON,KY
77,MARSHALL,WV
78,MASON,WV
79,MCDOWELL,WV
80,MCKEAN,PA
81,MERCER,OH
82,HENRY,OH
83,LAWRENCE,OH
84,MARSHALL,KY
85,MECKLENBURG,VA
86,MEIGS,OH
87,MINERAL,WV
88,MONTGOMERY,OH
89,MONTGOMERY,VA
90,MUSKINGUM,OH
91,NEW KENT,VA
92,OHIO,WV
93,PENDLETON,KY
94,PETERSBURG CITY,VA
95,PHILADELPHIA,PA
96,PORTAGE,OH
97,PORTSMOUTH CITY,VA
98,MERCER,WV
99,MIAMI,OH
100,MONROE,KY
101,NELSON,KY
102,NOBLE,OH
103,NORFOLK CITY,VA
104,POWHATAN,VA
105,RALEIGH,WV
106,RICHLAND,OH
107,RITCHIE,WV
108,ROANE,WV
109,ROSS,OH
110,PITTSYLVANIA,VA
111,PREBLE,OH
112,PRINCE EDWARD,VA
113,PRINCE GEORGE,VA
114,RAPPAHANNOCK,VA
115,RICHMOND,VA
116,MINGO,WV
117,SHELBY,OH
118,PUTNAM,WV
119,SCOTT,KY
120,STARK,OH
121,SUMMIT,OH
122,TRUMBULL,OH
123,TUSCARAWAS,OH
124,VIRGINIA BEACH CITY,VA
125,WARREN,VA
126,SUFFOLK CITY,VA
127,WARREN,OH
128,WASHINGTON,VA
129,WESTMORELAND,PA
130,WOOD,OH
131,WYANDOT,OH
132,TRIGG,KY
133,WASHINGTON,KY
134,WESTMORELAND,VA
135,WETZEL,WV
136,WOODFORD,KY
137,GILMER,WV
138,HAMPSHIRE,WV
139,HARRISON,OH
140,PLEASANTS,WV
141,CHARLES CITY,VA
142,LINCOLN,WV
