,County,State
0,ALEXANDRIA CITY,VA
1,ALLEN,KY
2,AMELIA,VA
3,ARMSTRONG,PA
4,AUGLAIZE,OH
5,BEDFORD,PA
6,BLAND,VA
7,CAMERON,PA
8,CAROLINE,VA
9,CHRISTIAN,KY
10,CLARION,PA
11,CLEARFIELD,PA
12,DANVILLE CITY,VA
13,ALBEMARLE,VA
14,BRISTOL,VA
15,COSHOCTON,OH
16,CRAIG,VA
17,CUMBERLAND,KY
18,FAIRFAX CITY,VA
19,BOTETOURT,VA
20,CUMBERLAND,PA
21,ELK,PA
22,EDMONSON,KY
23,FULTON,PA
24,GALAX CITY,VA
25,GRAYSON,KY
26,GREENE,PA
27,HAMPTON CITY,VA
28,HARRISON,WV
29,HART,KY
30,HENRY,VA
31,INDIANA,PA
32,JOHNSON,KY
33,KING WILLIAM,VA
34,FULTON,OH
35,GARRARD,KY
36,GREENUP,KY
37,HENRY,KY
38,HOPEWELL CITY,VA
39,LEE,KY
40,LESLIE,KY
41,LINCOLN,KY
42,LIVINGSTON,KY
43,HARDIN,KY
44,JUNIATA,PA
45,LYON,KY
46,MASON,WV
47,MCDOWELL,WV
48,MENIFEE,KY
49,MERCER,OH
50,MARION,KY
51,MCLEAN,KY
52,GALLATIN,KY
53,HIGHLAND,VA
54,MONTOUR,PA
55,MORROW,OH
56,NEW KENT,VA
57,NEWPORT NEWS CITY,VA
58,OTTAWA,OH
59,PAGE,VA
60,PENDLETON,KY
61,PETERSBURG CITY,VA
62,PIKE,OH
63,POQUOSON CITY,VA
64,PORTSMOUTH CITY,VA
65,MIDDLESEX,VA
66,MORGAN,KY
67,NELSON,KY
68,OHIO,KY
69,OWSLEY,KY
70,PAULDING,OH
71,POWELL,KY
72,POWHATAN,VA
73,RITCHIE,WV
74,ROCKINGHAM,VA
75,NORTHUMBERLAND,VA
76,PRINCE EDWARD,VA
77,PRINCE GEORGE,VA
78,METCALFE,KY
79,SENECA,OH
80,SIMPSON,KY
81,RADFORD,VA
82,RANDOLPH,WV
83,SPENCER,KY
84,VIRGINIA BEACH CITY,VA
85,TAYLOR,KY
86,VENANGO,PA
87,WARREN,PA
88,SNYDER,PA
89,SUFFOLK CITY,VA
90,WYANDOT,OH
91,TRIGG,KY
92,TUCKER,WV
93,TYLER,WV
94,WAYNE,WV
95,WEBSTER,KY
96,WESTMORELAND,VA
97,WOLFE,KY
98,WYOMING,WV
99,TODD,KY
100,TRIMBLE,KY
101,WIRT,WV
102,SURRY,VA
103,PLEASANTS,WV
104,TAYLOR,WV
105,CHARLES CITY,VA
106,HANCOCK,KY
107,LINCOLN,WV
