,County,State
0,ACCOMACK,VA
1,ALEXANDRIA CITY,VA
2,ALLEGHENY,PA
3,ALLEN,KY
4,ARLINGTON,VA
5,ASHTABULA,OH
6,ATHENS,OH
7,AUGLAIZE,OH
8,BARBOUR,WV
9,BARREN,KY
10,BATH,KY
11,BEDFORD,PA
12,BERKELEY,WV
13,BLAND,VA
14,BOONE,KY
15,BRAXTON,WV
16,BREATHITT,KY
17,BRECKINRIDGE,KY
18,BROWN,OH
19,BUCKINGHAM,VA
20,BUCKS,PA
21,BULLITT,KY
22,BUTLER,OH
23,CALHOUN,WV
24,CAMERON,PA
25,CARBON,PA
26,CARROLL,KY
27,CASEY,KY
28,CHARLOTTESVILLE CITY,VA
29,CHRISTIAN,KY
30,CLEARFIELD,PA
31,COLUMBIA,PA
32,CRITTENDEN,KY
33,CUYAHOGA,OH
34,DAVIESS,KY
35,DEFIANCE,OH
36,DELAWARE,OH
37,DICKENSON,VA
38,DODDRIDGE,WV
39,ERIE,PA
40,FAIRFAX,VA
41,ADAIR,KY
42,ALBEMARLE,VA
43,ALLEGHANY,VA
44,ALLEN,OH
45,AMHERST,VA
46,AUGUSTA,VA
47,BATH,VA
48,BOURBON,KY
49,BUENA VISTA CITY,VA
50,CAMPBELL,KY
51,CARROLL,VA
52,CENTRE,PA
53,CHAMPAIGN,OH
54,CLARK,KY
55,CLARKE,VA
56,CLAY,KY
57,CLINTON,KY
58,CLINTON,PA
59,CRAIG,VA
60,CULPEPER,VA
61,DINWIDDIE,VA
62,FAIRFAX CITY,VA
63,FAIRFIELD,OH
64,BEDFORD CITY,VA
65,BLAIR,PA
66,BOTETOURT,VA
67,CHARLOTTE,VA
68,CUMBERLAND,PA
69,ELK,PA
70,EMPORIA CITY,VA
71,ESTILL,KY
72,BROOKE,WV
73,BUTLER,KY
74,CARLISLE,KY
75,CLAY,WV
76,BALLARD,KY
77,BRUNSWICK,VA
78,CALDWELL,KY
79,FALLS CHURCH CITY,VA
80,EDMONSON,KY
81,FAUQUIER,VA
82,FAYETTE,PA
83,FLOYD,KY
84,FRANKLIN,OH
85,FREDERICK,VA
86,FULTON,KY
87,FULTON,PA
88,GALAX CITY,VA
89,GEAUGA,OH
90,GLOUCESTER,VA
91,GOOCHLAND,VA
92,GRANT,KY
93,GRANT,WV
94,GRAVES,KY
95,GRAYSON,KY
96,GRAYSON,VA
97,GREENBRIER,WV
98,GREENE,PA
99,GREENE,VA
100,HARDIN,OH
101,HARDY,WV
102,HARRISON,WV
103,HARRISONBURG CITY,VA
104,HART,KY
105,HENDERSON,KY
106,HOPKINS,KY
107,HUNTINGDON,PA
108,JAMES CITY,VA
109,JEFFERSON,KY
110,JEFFERSON,PA
111,JEFFERSON,WV
112,JOHNSON,KY
113,KENTON,KY
114,KNOTT,KY
115,KNOX,OH
116,LACKAWANNA,PA
117,LAKE,OH
118,LAUREL,KY
119,LEHIGH,PA
120,LICKING,OH
121,LOGAN,KY
122,LOGAN,OH
123,LOGAN,WV
124,LOUDOUN,VA
125,LOUISA,VA
126,FLEMING,KY
127,FRANKLIN CITY,VA
128,FREDERICKSBURG CITY,VA
129,GREEN,KY
130,GREENSVILLE,VA
131,HARLAN,KY
132,HARRISON,KY
133,HENRY,KY
134,JACKSON,KY
135,LAWRENCE,KY
136,LEE,KY
137,LESLIE,KY
138,LETCHER,KY
139,LEWIS,KY
140,HARDIN,KY
141,HOCKING,OH
142,JUNIATA,PA
143,LUZERNE,PA
144,LYCOMING,PA
145,LYNCHBURG CITY,VA
146,MADISON,KY
147,MADISON,VA
148,MAGOFFIN,KY
149,MARION,OH
150,MARION,WV
151,MARTIN,KY
152,MASON,KY
153,MCCRACKEN,KY
154,MCCREARY,KY
155,MENIFEE,KY
156,FOREST,PA
157,ISLE OF WIGHT,VA
158,MARION,KY
159,MCLEAN,KY
160,GALLATIN,KY
161,LARUE,KY
162,LEXINGTON CITY,VA
163,HIGHLAND,VA
164,LANCASTER,VA
165,MADISON,OH
166,MATHEWS,VA
167,MONROE,OH
168,MONROE,PA
169,MONTGOMERY,PA
170,MONTOUR,PA
171,MORGAN,OH
172,MORGAN,WV
173,MORROW,OH
174,MUHLENBERG,KY
175,NELSON,VA
176,NEWPORT NEWS CITY,VA
177,NICHOLAS,WV
178,NORTHAMPTON,PA
179,NORTHUMBERLAND,PA
180,ORANGE,VA
181,OWEN,KY
182,PAGE,VA
183,PERRY,OH
184,PIKE,KY
185,PIKE,OH
186,PIKE,PA
187,POQUOSON CITY,VA
188,MIDDLESEX,VA
189,MONTGOMERY,KY
190,MORGAN,KY
191,OHIO,KY
192,OWSLEY,KY
193,PATRICK,VA
194,PAULDING,OH
195,PICKAWAY,OH
196,POCAHONTAS,WV
197,POWELL,KY
198,PRINCE WILLIAM,VA
199,PULASKI,KY
200,PULASKI,VA
201,ROCKBRIDGE,VA
202,ROCKINGHAM,VA
203,ROWAN,KY
204,RUSSELL,VA
205,SALEM,VA
206,SCIOTO,OH
207,MANASSAS CITY,VA
208,MEADE,KY
209,MIFFLIN,PA
210,MONONGALIA,WV
211,MONROE,WV
212,NORTHUMBERLAND,VA
213,OLDHAM,KY
214,PERRY,KY
215,POTTER,PA
216,PRESTON,WV
217,ROANOKE,VA
218,ROBERTSON,KY
