,County,State
0,ACCOMACK,VA
1,ADAMS,OH
2,ADAMS,PA
3,ALLEGHENY,PA
4,ALLEN,KY
5,AMELIA,VA
6,ASHLAND,OH
7,ASHTABULA,OH
8,BARBOUR,WV
9,BARREN,KY
10,BEDFORD,PA
11,BEDFORD,VA
12,BERKS,PA
13,BLAND,VA
14,BOONE,KY
15,BOONE,WV
16,BRACKEN,KY
17,BRAXTON,WV
18,BREATHITT,KY
19,BRECKINRIDGE,KY
20,BROWN,OH
21,BUCKS,PA
22,BULLITT,KY
23,BUTLER,OH
24,BUTLER,PA
25,CABELL,WV
26,CALHOUN,WV
27,CAMBRIA,PA
28,CARBON,PA
29,CARROLL,KY
30,CARTER,KY
31,CHESTER,PA
32,CHESTERFIELD,VA
33,CHRISTIAN,KY
34,CLERMONT,OH
35,CLINTON,OH
36,COLONIAL HEIGHTS CITY,VA
37,COLUMBIA,PA
38,CRAWFORD,OH
39,CRAWFORD,PA
40,CRITTENDEN,KY
41,CUYAHOGA,OH
42,DAUPHIN,PA
43,DAVIESS,KY
44,DELAWARE,OH
45,DELAWARE,PA
46,DICKENSON,VA
47,DODDRIDGE,WV
48,ERIE,OH
49,ERIE,PA
50,ESSEX,VA
51,ADAIR,KY
52,ALLEGHANY,VA
53,ALLEN,OH
54,AMHERST,VA
55,AUGUSTA,VA
56,BATH,VA
57,BEAVER,PA
58,BELMONT,OH
59,BOURBON,KY
60,BOYD,KY
61,BRISTOL,VA
62,BUCHANAN,VA
63,BUENA VISTA CITY,VA
64,CALLOWAY,KY
65,CAMPBELL,KY
66,CARROLL,VA
67,CENTRE,PA
68,CHAMPAIGN,OH
69,CLAY,KY
70,CLINTON,KY
71,CLINTON,PA
72,CRAIG,VA
73,CUMBERLAND,KY
74,DINWIDDIE,VA
75,ELLIOTT,KY
76,FAIRFIELD,OH
77,BEDFORD CITY,VA
78,BLAIR,PA
79,BOTETOURT,VA
80,BRADFORD,PA
81,CHARLOTTE,VA
82,CUMBERLAND,PA
83,EMPORIA CITY,VA
84,BROOKE,WV
85,BUTLER,KY
86,CLARK,OH
87,BRUNSWICK,VA
88,CALDWELL,KY
89,EDMONSON,KY
90,FAYETTE,OH
91,FAYETTE,PA
92,FLOYD,KY
93,FLOYD,VA
94,FRANKLIN,KY
95,FRANKLIN,OH
96,FRANKLIN,VA
97,FULTON,PA
98,GALAX CITY,VA
99,GALLIA,OH
100,GEAUGA,OH
101,GILES,VA
102,GLOUCESTER,VA
103,GOOCHLAND,VA
104,GRANT,KY
105,GRAYSON,KY
106,GRAYSON,VA
107,GREENBRIER,WV
108,GREENE,OH
109,GREENE,PA
110,GUERNSEY,OH
