,County,State
0,ACCOMACK,VA
1,AMELIA,VA
2,AUGLAIZE,OH
3,BERKELEY,WV
4,BLAND,VA
5,BOONE,WV
6,BREATHITT,KY
7,CAMERON,PA
8,CARBON,PA
9,CAROLINE,VA
10,CARROLL,OH
11,CLEARFIELD,PA
12,COLONIAL HEIGHTS CITY,VA
13,COLUMBIA,PA
14,ESSEX,VA
15,ALBEMARLE,VA
16,BATH,VA
17,BELMONT,OH
18,CALLOWAY,KY
19,CAMPBELL,VA
20,ELLIOTT,KY
21,EMPORIA CITY,VA
22,CARLISLE,KY
23,BRUNSWICK,VA
24,CALDWELL,KY
25,EDMONSON,KY
26,FULTON,KY
27,FULTON,PA
28,GALAX CITY,VA
29,GRANT,KY
30,GRAYSON,VA
31,JAMES CITY,VA
32,JEFFERSON,PA
33,JOHNSON,KY
34,KNOTT,KY
35,KNOX,OH
36,FRANKLIN CITY,VA
37,FULTON,OH
38,GREEN,KY
39,HANCOCK,WV
40,HENRY,KY
41,LAWRENCE,KY
42,LEE,KY
43,LEWIS,KY
44,LYCOMING,PA
45,LYNCHBURG CITY,VA
46,MASON,KY
47,MASON,WV
48,MCKEAN,PA
49,MENIFEE,KY
50,MERCER,OH
51,HENRY,OH
52,MARSHALL,KY
53,HIGHLAND,VA
54,MATHEWS,VA
55,MONTGOMERY,PA
56,MORGAN,OH
57,MUHLENBERG,KY
58,NELSON,VA
59,OWEN,KY
60,PETERSBURG CITY,VA
61,MORGAN,KY
62,NELSON,KY
63,OHIO,KY
64,ROCKBRIDGE,VA
65,ROWAN,KY
66,SALEM,VA
67,MANASSAS CITY,VA
68,MEADE,KY
69,NORTHUMBERLAND,VA
70,PITTSYLVANIA,VA
71,PRINCE GEORGE,VA
72,ROCKCASTLE,KY
73,METCALFE,KY
74,SIMPSON,KY
75,NOTTOWAY,VA
76,NORTON CITY,VA
77,SPENCER,KY
78,SULLIVAN,PA
79,UNION,OH
80,VENANGO,PA
81,WARREN,PA
82,WARREN,OH
83,WILLIAMSBURG CITY,VA
84,SUSQUEHANNA,PA
85,WAYNE,WV
86,WETZEL,WV
87,WYOMING,WV
88,TODD,KY
89,WAYNESBORO CITY,VA
90,WOOD,WV
91,TIOGA,PA
92,WIRT,WV
93,GILMER,WV
94,HICKMAN,KY
95,PLEASANTS,WV
96,UNION,KY
97,CHARLES CITY,VA
98,KING AND QUEEN,VA
99,LINCOLN,WV
100,COVINGTON CITY,VA
