,County,State
0,ACCOMACK,VA
1,ALEXANDRIA CITY,VA
2,ALLEN,KY
3,ARLINGTON,VA
4,ASHLAND,OH
5,BARREN,KY
6,BEDFORD,VA
7,BELL,KY
8,BERKS,PA
9,BLAND,VA
10,BOONE,WV
11,BREATHITT,KY
12,BUCKS,PA
13,CABELL,WV
14,CAMERON,PA
15,CAROLINE,VA
16,CARROLL,KY
17,CARROLL,OH
18,CARTER,KY
19,CHESAPEAKE CITY,VA
20,CHESTERFIELD,VA
21,CLARION,PA
22,CLEARFIELD,PA
23,COLONIAL HEIGHTS CITY,VA
24,COLUMBIANA,OH
25,CRAWFORD,PA
26,CRITTENDEN,KY
27,CUYAHOGA,OH
28,DANVILLE CITY,VA
29,DAUPHIN,PA
30,DEFIANCE,OH
31,DELAWARE,PA
32,DICKENSON,VA
33,DODDRIDGE,WV
34,ERIE,OH
35,ESSEX,VA
36,FAIRFAX,VA
37,AMHERST,VA
38,BELMONT,OH
39,BOYD,KY
40,BRISTOL,VA
41,BUCHANAN,VA
42,CALLOWAY,KY
43,CAMPBELL,VA
44,CARROLL,VA
45,CHAMPAIGN,OH
46,CLARKE,VA
47,COSHOCTON,OH
48,CULPEPER,VA
49,CUMBERLAND,KY
50,DARKE,OH
51,DINWIDDIE,VA
52,ELLIOTT,KY
53,FAIRFAX CITY,VA
54,ANDERSON,KY
55,BEDFORD CITY,VA
56,BRADFORD,PA
57,ELK,PA
58,BROOKE,WV
59,CARLISLE,KY
60,BALLARD,KY
61,FALLS CHURCH CITY,VA
62,FAYETTE,KY
63,FAUQUIER,VA
64,APPOMATTOX,VA
65,FAYETTE,PA
66,FLOYD,KY
67,FLOYD,VA
68,FRANKLIN,KY
69,FRANKLIN,PA
70,FRANKLIN,VA
71,FULTON,KY
72,GALAX CITY,VA
73,GALLIA,OH
74,GILES,VA
75,GLOUCESTER,VA
76,GRAVES,KY
77,GREENE,PA
78,GUERNSEY,OH
79,HALIFAX,VA
80,HAMPTON CITY,VA
81,HANOVER,VA
82,HARRISON,WV
83,HENRICO,VA
84,HENRY,VA
85,HOLMES,OH
86,HURON,OH
87,JACKSON,WV
88,JAMES CITY,VA
89,JEFFERSON,OH
90,JEFFERSON,PA
91,JOHNSON,KY
92,KING GEORGE,VA
93,KING WILLIAM,VA
94,KNOTT,KY
95,KNOX,OH
96,LAKE,OH
97,LANCASTER,PA
98,LAUREL,KY
99,LEBANON,PA
100,LEHIGH,PA
101,LOGAN,OH
102,LOUDOUN,VA
103,FREDERICKSBURG CITY,VA
104,FULTON,OH
105,GARRARD,KY
106,GREENUP,KY
107,HANCOCK,WV
108,HARLAN,KY
109,HARRISON,KY
110,HENRY,KY
111,HOPEWELL CITY,VA
112,JESSAMINE,KY
113,KANAWHA,WV
114,LAWRENCE,KY
115,LAWRENCE,PA
116,LESLIE,KY
117,LETCHER,KY
118,LINCOLN,KY
119,LIVINGSTON,KY
120,LORAIN,OH
121,FAYETTE,WV
122,JUNIATA,PA
123,LUNENBURG,VA
124,LYCOMING,PA
125,LYNCHBURG CITY,VA
126,LYON,KY
127,MAGOFFIN,KY
128,MARION,WV
129,MARSHALL,WV
130,MARTIN,KY
131,MARTINSVILLE CITY,VA
132,MASON,WV
133,MCCRACKEN,KY
134,MCCREARY,KY
135,MCDOWELL,WV
136,MCKEAN,PA
137,MERCER,OH
138,FOREST,PA
139,HENRY,OH
140,ISLE OF WIGHT,VA
141,MARSHALL,KY
142,MERCER,PA
143,LANCASTER,VA
144,MATHEWS,VA
145,MEDINA,OH
146,MONTGOMERY,VA
147,MONTOUR,PA
148,MUSKINGUM,OH
149,NELSON,VA
150,NEW KENT,VA
151,NEWPORT NEWS CITY,VA
152,OHIO,WV
153,ORANGE,VA
154,OTTAWA,OH
155,OWEN,KY
156,PERRY,OH
157,PETERSBURG CITY,VA
158,POQUOSON CITY,VA
159,PORTSMOUTH CITY,VA
160,MERCER,WV
161,MIDDLESEX,VA
162,MONROE,KY
163,MORGAN,KY
164,NOBLE,OH
165,NORFOLK CITY,VA
166,PRINCE WILLIAM,VA
167,PULASKI,KY
168,PULASKI,VA
169,RALEIGH,WV
170,RICHLAND,OH
171,RUSSELL,VA
172,SALEM,VA
173,SCIOTO,OH
174,MANASSAS CITY,VA
175,MIFFLIN,PA
176,MONONGALIA,WV
177,NORTHUMBERLAND,VA
178,OLDHAM,KY
179,PERRY,KY
180,PITTSYLVANIA,VA
181,POTTER,PA
182,PREBLE,OH
183,PRESTON,WV
184,PRINCE EDWARD,VA
185,PRINCE GEORGE,VA
186,RAPPAHANNOCK,VA
187,RICHMOND,VA
188,ROANOKE,VA
189,ROCKCASTLE,KY
190,PERRY,PA
191,SCHUYLKILL,PA
192,SCOTT,VA
193,SHELBY,OH
194,SPOTSYLVANIA,VA
195,SCOTT,KY
196,STARK,OH
197,STAUNTON CITY,VA
198,SULLIVAN,PA
199,SUSSEX,VA
200,TAZEWELL,VA
201,TUSCARAWAS,OH
202,VIRGINIA BEACH CITY,VA
203,STAFFORD,VA
204,VENANGO,PA
205,WARREN,PA
206,SUFFOLK CITY,VA
207,WASHINGTON,VA
208,WAYNE,KY
209,WAYNE,OH
210,WILLIAMSBURG CITY,VA
211,SUMMERS,WV
212,TRIGG,KY
213,WAYNE,PA
