,County,State
0,ACCOMACK,VA
1,AMELIA,VA
2,ARLINGTON,VA
3,ARMSTRONG,PA
4,AUGLAIZE,OH
5,BARBOUR,WV
6,BEDFORD,VA
7,BLAND,VA
8,BOONE,WV
9,BRACKEN,KY
10,BUCKINGHAM,VA
11,BUCKS,PA
12,BUTLER,PA
13,CALHOUN,WV
14,CAMERON,PA
15,CARBON,PA
16,CAROLINE,VA
17,CARROLL,KY
18,CARROLL,OH
19,CARTER,KY
20,CASEY,KY
21,CHARLOTTESVILLE CITY,VA
22,CHRISTIAN,KY
23,CLARION,PA
24,CLEARFIELD,PA
25,CLINTON,OH
26,COLONIAL HEIGHTS CITY,VA
27,COLUMBIA,PA
28,CRAWFORD,PA
29,CRITTENDEN,KY
30,DANVILLE CITY,VA
31,DAVIESS,KY
32,DICKENSON,VA
33,DODDRIDGE,WV
34,ERIE,PA
35,ADAIR,KY
36,ALBEMARLE,VA
37,ALLEGHANY,VA
38,AMHERST,VA
39,BELMONT,OH
40,BOYLE,KY
41,BRISTOL,VA
42,BUCHANAN,VA
43,CALLOWAY,KY
44,CAMPBELL,KY
45,CAMPBELL,VA
46,CENTRE,PA
47,CHAMPAIGN,OH
48,CLARK,KY
49,CLAY,KY
50,CLINTON,KY
51,CLINTON,PA
52,COSHOCTON,OH
53,CULPEPER,VA
54,CUMBERLAND,VA
55,DARKE,OH
56,ELLIOTT,KY
57,FAIRFAX CITY,VA
58,ANDERSON,KY
59,BOTETOURT,VA
60,CHARLOTTE,VA
61,CUMBERLAND,PA
62,ELK,PA
63,BROOKE,WV
64,CARLISLE,KY
65,CLAY,WV
66,BRUNSWICK,VA
67,CALDWELL,KY
68,APPOMATTOX,VA
69,FAYETTE,OH
70,FRANKLIN,PA
71,FULTON,PA
72,GILES,VA
73,GLOUCESTER,VA
74,GOOCHLAND,VA
75,GRANT,KY
76,GRAYSON,KY
77,GREENE,PA
78,GREENE,VA
79,HALIFAX,VA
80,HAMPTON CITY,VA
81,HANOVER,VA
82,HARRISON,WV
83,HARRISONBURG CITY,VA
84,HENRY,VA
85,HOLMES,OH
86,INDIANA,PA
87,JACKSON,OH
88,JACKSON,WV
89,JEFFERSON,OH
90,JEFFERSON,PA
91,JEFFERSON,WV
92,KING GEORGE,VA
93,KING WILLIAM,VA
94,KNOTT,KY
95,KNOX,OH
96,LOUISA,VA
97,FRANKLIN CITY,VA
98,FREDERICKSBURG CITY,VA
99,FULTON,OH
100,GARRARD,KY
101,GREEN,KY
102,GREENSVILLE,VA
103,GREENUP,KY
104,HANCOCK,WV
105,HARRISON,KY
106,HENRY,KY
107,HOPEWELL CITY,VA
108,LAWRENCE,KY
109,LESLIE,KY
110,LETCHER,KY
111,LEWIS,KY
112,LINCOLN,KY
113,LIVINGSTON,KY
114,LORAIN,OH
115,FAYETTE,WV
116,HOCKING,OH
117,JUNIATA,PA
118,LEE,VA
119,LUNENBURG,VA
120,LYCOMING,PA
121,LYNCHBURG CITY,VA
122,LYON,KY
123,MARSHALL,WV
124,MARTINSVILLE CITY,VA
125,MASON,KY
126,MCCRACKEN,KY
127,MCDOWELL,WV
128,MCKEAN,PA
129,MENIFEE,KY
130,MERCER,OH
131,FOREST,PA
132,HENRY,OH
133,MARSHALL,KY
134,MECKLENBURG,VA
135,MEIGS,OH
136,MERCER,KY
137,LARUE,KY
138,HIGHLAND,VA
139,LANCASTER,VA
140,MATHEWS,VA
141,MONROE,OH
