,County,State
0,ALLEN,KY
1,BEDFORD,PA
2,BELL,KY
3,BRACKEN,KY
4,BUCKS,PA
5,CABELL,WV
6,CARROLL,OH
7,COLONIAL HEIGHTS CITY,VA
8,COLUMBIA,PA
9,CRAWFORD,OH
10,DANVILLE CITY,VA
11,AUGUSTA,VA
12,BATH,VA
13,BOURBON,KY
14,BUENA VISTA CITY,VA
15,CALLOWAY,KY
16,CARROLL,VA
17,CLAY,KY
18,COSHOCTON,OH
19,DINWIDDIE,VA
20,FAIRFAX CITY,VA
21,ANDERSON,KY
22,CHARLOTTE,VA
23,BROOKE,WV
24,FLOYD,KY
25,FLOYD,VA
26,FULTON,PA
27,GALLIA,OH
28,GRAYSON,KY
29,HAMPTON CITY,VA
30,HARRISONBURG CITY,VA
31,HART,KY
32,JEFFERSON,WV
33,JOHNSON,KY
34,KNOTT,KY
35,LOGAN,OH
36,LOGAN,WV
37,FLEMING,KY
38,FREDERICKSBURG CITY,VA
39,GARRARD,KY
40,GREEN,KY
41,GREENSVILLE,VA
42,HOPEWELL CITY,VA
43,LAWRENCE,KY
44,LESLIE,KY
45,LINCOLN,KY
46,LIVINGSTON,KY
47,FAYETTE,WV
48,JUNIATA,PA
49,LUNENBURG,VA
50,MARSHALL,WV
51,MARTIN,KY
52,MARTINSVILLE CITY,VA
53,MASON,WV
54,MCDOWELL,WV
55,FOREST,PA
56,MCLEAN,KY
57,MEIGS,OH
58,GALLATIN,KY
59,LARUE,KY
60,MATHEWS,VA
61,MORGAN,OH
62,MORGAN,WV
63,MORROW,OH
64,NEW KENT,VA
65,OHIO,WV
66,PAGE,VA
67,PENDLETON,KY
68,PETERSBURG CITY,VA
69,PIKE,KY
70,PIKE,PA
71,POQUOSON CITY,VA
72,MIDDLESEX,VA
73,MONROE,KY
74,PULASKI,KY
75,ROANE,WV
76,SCIOTO,OH
77,MANASSAS CITY,VA
78,MIFFLIN,PA
79,MONONGALIA,WV
80,PERRY,KY
81,PITTSYLVANIA,VA
82,POTTER,PA
83,PRESTON,WV
84,PRINCE GEORGE,VA
85,ROBERTSON,KY
86,MINGO,WV
87,PERRY,PA
88,SMYTH,VA
89,SOUTHAMPTON,VA
90,NOTTOWAY,VA
91,RANDOLPH,WV
92,SULLIVAN,PA
93,SNYDER,PA
94,SUFFOLK CITY,VA
95,WASHINGTON,VA
96,WHITLEY,KY
97,WYANDOT,OH
98,TRIGG,KY
99,WASHINGTON,KY
100,WAYNE,PA
101,WAYNE,WV
102,WESTMORELAND,VA
103,WYOMING,WV
104,WOODFORD,KY
105,GILMER,WV
106,PENDLETON,WV
107,TAYLOR,WV
108,KING AND QUEEN,VA
109,HANCOCK,KY
