,County,State
0,ALEXANDRIA CITY,VA
1,BARREN,KY
2,BRECKINRIDGE,KY
3,CHARLOTTESVILLE CITY,VA
4,CHESAPEAKE CITY,VA
5,CLEARFIELD,PA
6,COLUMBIANA,OH
7,DICKENSON,VA
8,ESSEX,VA
9,ADAIR,KY
10,ALBEMARLE,VA
11,AUGUSTA,VA
12,BATH,VA
13,BOURBON,KY
14,BRISTOL,VA
15,CALLOWAY,KY
16,CLINTON,KY
17,COSHOCTON,OH
18,FAIRFAX CITY,VA
19,BEDFORD CITY,VA
20,ELK,PA
21,EMPORIA CITY,VA
22,ESTILL,KY
23,CARLISLE,KY
24,BRUNSWICK,VA
25,FALLS CHURCH CITY,VA
26,APPOMATTOX,VA
27,FAYETTE,OH
28,FLOYD,VA
29,FULTON,KY
30,GOOCHLAND,VA
31,GRAYSON,KY
32,HARDY,WV
33,HART,KY
34,HOLMES,OH
35,JEFFERSON,WV
36,KNOX,KY
37,LOUDOUN,VA
38,FRANKLIN CITY,VA
39,FULTON,OH
40,GARRARD,KY
41,GREEN,KY
42,GREENSVILLE,VA
43,GREENUP,KY
44,HANCOCK,WV
45,HARRISON,KY
46,HIGHLAND,OH
47,HOPEWELL CITY,VA
48,HARDIN,KY
49,LYNCHBURG CITY,VA
50,LYON,KY
51,MADISON,KY
52,MARTIN,KY
53,MASON,WV
54,ISLE OF WIGHT,VA
55,GALLATIN,KY
56,MATHEWS,VA
57,MINERAL,WV
58,MONTGOMERY,PA
59,MONTOUR,PA
60,MORGAN,OH
61,NORTHUMBERLAND,PA
62,OWEN,KY
63,PETERSBURG CITY,VA
64,PIKE,PA
65,POQUOSON CITY,VA
66,MORGAN,KY
67,NORFOLK CITY,VA
68,POCAHONTAS,WV
69,ROANE,WV
70,SALEM,VA
71,MANASSAS CITY,VA
72,MONONGALIA,WV
73,MONROE,WV
74,PRESTON,WV
75,RICHMOND,VA
76,PUTNAM,OH
77,RUSSELL,KY
78,SOUTHAMPTON,VA
79,NICHOLAS,KY
80,RADFORD,VA
81,SCOTT,KY
82,NORTON CITY,VA
83,SPENCER,KY
84,STAUNTON CITY,VA
85,SUSSEX,VA
86,TUSCARAWAS,OH
87,UNION,OH
88,VIRGINIA BEACH CITY,VA
89,SNYDER,PA
90,WASHINGTON,OH
91,WILLIAMSBURG CITY,VA
92,SUMMERS,WV
93,TUCKER,WV
94,WASHINGTON,KY
95,WAYNE,PA
96,WESTMORELAND,VA
97,WYOMING,WV
98,TODD,KY
99,TRIMBLE,KY
100,WAYNESBORO CITY,VA
101,YORK,VA
102,NORTHAMPTON,VA
103,PENDLETON,WV
104,CHARLES CITY,VA
105,HANCOCK,KY
106,COVINGTON CITY,VA
