,County,State
0,ADAMS,OH
1,ADAMS,PA
2,ALEXANDRIA CITY,VA
3,ALLEN,KY
4,ARLINGTON,VA
5,BARBOUR,WV
6,BARREN,KY
7,BATH,KY
8,BEDFORD,PA
9,BRACKEN,KY
10,BRAXTON,WV
11,BRECKINRIDGE,KY
12,BUCKINGHAM,VA
13,BULLITT,KY
14,CALHOUN,WV
15,CARROLL,KY
16,CASEY,KY
17,CHARLOTTESVILLE CITY,VA
18,CHESAPEAKE CITY,VA
19,CLARION,PA
20,CRAWFORD,PA
21,CRITTENDEN,KY
22,DANVILLE CITY,VA
23,DAVIESS,KY
24,DICKENSON,VA
25,DODDRIDGE,WV
26,ADAIR,KY
27,ALLEGHANY,VA
28,AMHERST,VA
29,AUGUSTA,VA
30,BEAVER,PA
31,BOURBON,KY
32,BRISTOL,VA
33,BUCHANAN,VA
34,BUENA VISTA CITY,VA
35,CARROLL,VA
36,CENTRE,PA
37,CHAMPAIGN,OH
38,CLARK,KY
39,CLARKE,VA
40,CLINTON,KY
41,COSHOCTON,OH
42,CRAIG,VA
43,CULPEPER,VA
44,CUMBERLAND,KY
45,CUMBERLAND,VA
46,DARKE,OH
47,DINWIDDIE,VA
48,FAIRFAX CITY,VA
49,ANDERSON,KY
50,BEDFORD CITY,VA
51,BRADFORD,PA
52,CHARLOTTE,VA
53,CUMBERLAND,PA
54,ELK,PA
55,ESTILL,KY
56,BROOKE,WV
57,BUTLER,KY
58,CLARK,OH
59,CLAY,WV
60,BALLARD,KY
61,FALLS CHURCH CITY,VA
62,FAUQUIER,VA
63,APPOMATTOX,VA
64,FAYETTE,OH
65,FLOYD,VA
66,FLUVANNA,VA
67,FRANKLIN,PA
68,GLOUCESTER,VA
69,GOOCHLAND,VA
70,GRANT,WV
71,GRAVES,KY
72,GRAYSON,KY
73,GREENBRIER,WV
74,GREENE,PA
75,GREENE,VA
76,GUERNSEY,OH
77,HALIFAX,VA
78,HAMPTON CITY,VA
79,HARDY,WV
80,HARRISONBURG CITY,VA
81,HART,KY
82,HENDERSON,KY
83,HENRY,VA
84,HOLMES,OH
85,HOPKINS,KY
86,HUNTINGDON,PA
87,HURON,OH
88,INDIANA,PA
89,JACKSON,WV
90,JEFFERSON,OH
91,JEFFERSON,WV
92,KING GEORGE,VA
93,KING WILLIAM,VA
94,KNOX,KY
95,LAKE,OH
96,LICKING,OH
97,LOGAN,KY
98,LOUDOUN,VA
99,LOUISA,VA
100,FLEMING,KY
101,FREDERICKSBURG CITY,VA
102,GARRARD,KY
103,GREENSVILLE,VA
104,GREENUP,KY
105,HARRISON,KY
106,HOPEWELL CITY,VA
107,JACKSON,KY
108,LAWRENCE,PA
109,LESLIE,KY
110,LETCHER,KY
111,LINCOLN,KY
112,LIVINGSTON,KY
113,LORAIN,OH
114,FAYETTE,WV
115,HOCKING,OH
116,JUNIATA,PA
117,LEE,VA
118,LUNENBURG,VA
119,LYON,KY
120,MADISON,KY
121,MADISON,VA
122,MAGOFFIN,KY
123,MARION,WV
124,MARSHALL,WV
125,MARTIN,KY
126,MARTINSVILLE CITY,VA
127,MCCRACKEN,KY
128,MCCREARY,KY
129,MCDOWELL,WV
130,FOREST,PA
131,ISLE OF WIGHT,VA
132,LAWRENCE,OH
133,MARION,KY
134,MCLEAN,KY
135,MECKLENBURG,VA
136,MEIGS,OH
137,MERCER,KY
138,GALLATIN,KY
139,LARUE,KY
140,LEXINGTON CITY,VA
141,LANCASTER,VA
142,MINERAL,WV
143,MONROE,OH
144,MONTOUR,PA
145,MORGAN,WV
146,MUSKINGUM,OH
147,NEW KENT,VA
148,NEWPORT NEWS CITY,VA
149,ORANGE,VA
150,OTTAWA,OH
151,PAGE,VA
152,PENDLETON,KY
153,PERRY,OH
