,County,State
0,ALEXANDRIA CITY,VA
1,ARLINGTON,VA
2,ARMSTRONG,PA
3,ATHENS,OH
4,AUGLAIZE,OH
5,BATH,KY
6,BELL,KY
7,BERKELEY,WV
8,BUCKINGHAM,VA
9,CAMERON,PA
10,CAROLINE,VA
11,CASEY,KY
12,CHARLOTTESVILLE CITY,VA
13,CHESAPEAKE CITY,VA
14,CLARION,PA
15,CLEARFIELD,PA
16,COLUMBIANA,OH
17,DANVILLE CITY,VA
18,DEFIANCE,OH
19,FAIRFAX,VA
20,ALBEMARLE,VA
21,BOYLE,KY
22,CAMPBELL,VA
23,CLARK,KY
24,CLARKE,VA
25,COSHOCTON,OH
26,CULPEPER,VA
27,CUMBERLAND,VA
28,FAIRFAX CITY,VA
29,ANDERSON,KY
30,ELK,PA
31,ESTILL,KY
32,CARLISLE,KY
33,CLAY,WV
34,BALLARD,KY
35,FALLS CHURCH CITY,VA
36,FAYETTE,KY
37,FAUQUIER,VA
38,APPOMATTOX,VA
39,FLUVANNA,VA
40,FRANKLIN,PA
41,FREDERICK,VA
42,FULTON,KY
43,GRANT,WV
44,GRAVES,KY
45,GREENE,VA
46,HARDY,WV
47,JEFFERSON,KY
48,JEFFERSON,PA
49,JEFFERSON,WV
50,KING GEORGE,VA
51,KNOX,KY
52,LACKAWANNA,PA
53,LOUDOUN,VA
54,LOUISA,VA
55,FULTON,OH
56,GARRARD,KY
57,JACKSON,KY
58,JESSAMINE,KY
59,LEE,KY
60,LINCOLN,KY
61,LIVINGSTON,KY
62,FAYETTE,WV
63,LUZERNE,PA
64,LYNCHBURG CITY,VA
65,LYON,KY
66,MADISON,KY
67,MADISON,VA
68,MCCRACKEN,KY
69,MCCREARY,KY
70,MENIFEE,KY
71,MERCER,OH
72,FOREST,PA
73,HENRY,OH
74,MARION,KY
75,MERCER,KY
76,MERCER,PA
77,MONROE,PA
78,MONTGOMERY,OH
79,MORGAN,OH
80,MORGAN,WV
81,NICHOLAS,WV
82,ORANGE,VA
83,PAGE,VA
84,PORTAGE,OH
85,PORTSMOUTH CITY,VA
86,MONTGOMERY,KY
87,MORGAN,KY
88,NELSON,KY
89,PAULDING,OH
90,POWELL,KY
91,PRINCE WILLIAM,VA
92,PULASKI,KY
93,RITCHIE,WV
94,ROANE,WV
95,MANASSAS CITY,VA
96,PITTSYLVANIA,VA
97,RAPPAHANNOCK,VA
98,ROCKCASTLE,KY
99,STARK,OH
100,VAN WERT,OH
101,VIRGINIA BEACH CITY,VA
102,STAFFORD,VA
103,WARREN,PA
104,WARREN,VA
105,WASHINGTON,OH
106,WAYNE,KY
107,TRIGG,KY
108,TYLER,WV
109,WINCHESTER CITY,VA
110,WOLFE,KY
111,TODD,KY
112,WOODFORD,KY
113,WYOMING,PA
114,WIRT,WV
115,HARRISON,OH
116,HICKMAN,KY
117,PLEASANTS,WV
