,County,State
0,ADAMS,OH
1,ARLINGTON,VA
2,ASHTABULA,OH
3,ATHENS,OH
4,BEDFORD,PA
5,BEDFORD,VA
6,BELL,KY
7,BERKELEY,WV
8,BERKS,PA
9,BROWN,OH
10,BUTLER,OH
11,CABELL,WV
12,CAMBRIA,PA
13,CARROLL,KY
14,CHESTER,PA
15,CHESTERFIELD,VA
16,CLARION,PA
17,CLINTON,OH
18,CRAWFORD,PA
19,CUYAHOGA,OH
20,DAUPHIN,PA
21,DEFIANCE,OH
22,DELAWARE,OH
23,DELAWARE,PA
24,ERIE,OH
25,ERIE,PA
26,FAIRFAX,VA
27,ALLEN,OH
28,BEAVER,PA
29,CAMPBELL,KY
30,CENTRE,PA
31,CLAY,KY
32,FAYETTE,KY
33,FAUQUIER,VA
34,FAYETTE,PA
35,FLOYD,KY
36,FRANKLIN,KY
37,FRANKLIN,PA
38,FRANKLIN,VA
39,FREDERICK,VA
40,GALLIA,OH
41,GILES,VA
42,GREENE,OH
43,HANCOCK,OH
44,HARDIN,OH
45,HENRICO,VA
46,INDIANA,PA
47,KENTON,KY
48,LACKAWANNA,PA
49,LANCASTER,PA
50,LAUREL,KY
51,LEBANON,PA
52,LEHIGH,PA
53,HARLAN,KY
54,JACKSON,KY
55,JESSAMINE,KY
56,KANAWHA,WV
57,LAWRENCE,PA
58,LEE,KY
59,LETCHER,KY
60,LUZERNE,PA
61,LYCOMING,PA
62,MASON,KY
63,MERCER,OH
64,MERCER,KY
65,MERCER,PA
66,MADISON,OH
67,MEDINA,OH
68,MONROE,PA
69,NORTHAMPTON,PA
70,PAGE,VA
71,PERRY,OH
72,PIKE,KY
73,PORTAGE,OH
74,MERCER,WV
75,MIAMI,OH
76,MONTGOMERY,KY
77,POWELL,KY
78,PRINCE WILLIAM,VA
79,PULASKI,KY
80,PULASKI,VA
81,RALEIGH,WV
82,RICHLAND,OH
83,ROSS,OH
84,ROWAN,KY
85,RUSSELL,VA
86,SCIOTO,OH
87,PERRY,KY
88,SCHUYLKILL,PA
89,SENECA,OH
90,SHELBY,OH
91,SHENANDOAH,VA
92,SPOTSYLVANIA,VA
93,STARK,OH
94,SUMMIT,OH
95,TAZEWELL,VA
96,TRUMBULL,OH
97,VAN WERT,OH
98,WARREN,KY
99,WARREN,VA
100,WASHINGTON,PA
101,WASHINGTON,VA
102,WAYNE,OH
103,WESTMORELAND,PA
104,WHITLEY,KY
105,WOOD,OH
106,WYTHE,VA
107,WISE,VA
108,HAMPSHIRE,WV
