,County,State
0,ARMSTRONG,PA
1,ASHLAND,OH
2,ASHTABULA,OH
3,ATHENS,OH
4,BEDFORD,VA
5,BELL,KY
6,BERKS,PA
7,BOONE,KY
8,BROWN,OH
9,BUCKS,PA
10,BUTLER,OH
11,BUTLER,PA
12,CABELL,WV
13,CAMBRIA,PA
14,CARTER,KY
15,CHESTER,PA
16,CHESTERFIELD,VA
17,CHRISTIAN,KY
18,CLERMONT,OH
19,CLINTON,OH
20,COLUMBIANA,OH
21,CRAWFORD,OH
22,CUYAHOGA,OH
23,DEFIANCE,OH
24,DELAWARE,OH
25,ERIE,OH
26,ERIE,PA
27,FAIRFAX,VA
28,ALLEN,OH
29,BOYD,KY
30,BOYLE,KY
31,CAMPBELL,KY
32,CLAY,KY
33,CLINTON,PA
34,FAIRFIELD,OH
35,BLAIR,PA
36,BOTETOURT,VA
37,FAYETTE,KY
38,FAYETTE,PA
39,FLOYD,KY
40,FRANKLIN,KY
41,FRANKLIN,VA
42,FREDERICK,VA
43,GALLIA,OH
44,GEAUGA,OH
45,GILES,VA
46,GREENE,OH
47,HANCOCK,OH
48,HANOVER,VA
49,HARDIN,OH
50,HARRISON,WV
51,HENRICO,VA
52,JACKSON,OH
53,LACKAWANNA,PA
54,LANCASTER,PA
55,LAUREL,KY
56,LEBANON,PA
57,LEHIGH,PA
58,LOGAN,OH
59,LOGAN,WV
60,HARLAN,KY
61,HIGHLAND,OH
62,JESSAMINE,KY
63,KANAWHA,WV
64,HARDIN,KY
65,LUCAS,OH
66,LUZERNE,PA
67,MAHONING,OH
68,MARION,OH
69,MERCER,PA
70,MADISON,OH
71,MEDINA,OH
72,MONROE,PA
73,MONTGOMERY,VA
74,MORROW,OH
75,NICHOLAS,WV
76,NORTHAMPTON,PA
77,NORTHUMBERLAND,PA
78,OHIO,WV
79,PIKE,KY
80,PORTAGE,OH
81,MIAMI,OH
82,MONTGOMERY,KY
83,PICKAWAY,OH
84,PRINCE WILLIAM,VA
85,PULASKI,VA
86,RALEIGH,WV
87,RICHLAND,OH
88,ROSS,OH
89,SCIOTO,OH
90,ROANOKE,VA
91,SCHUYLKILL,PA
92,SCOTT,VA
93,SOMERSET,PA
94,SUMMIT,OH
95,TAZEWELL,VA
96,TRUMBULL,OH
97,VAN WERT,OH
98,STAFFORD,VA
99,WASHINGTON,PA
100,WASHINGTON,VA
101,WAYNE,OH
102,WESTMORELAND,PA
103,WHITLEY,KY
104,WOOD,OH
105,YORK,PA
106,WISE,VA
