,County,State
0,ARMSTRONG,PA
1,ATHENS,OH
2,BRECKINRIDGE,KY
3,BUCKINGHAM,VA
4,BULLITT,KY
5,BUTLER,OH
6,CARBON,PA
7,CAROLINE,VA
8,CARTER,KY
9,CHARLOTTESVILLE CITY,VA
10,CLARION,PA
11,COLUMBIANA,OH
12,DEFIANCE,OH
13,FAIRFAX,VA
14,ALBEMARLE,VA
15,AMHERST,VA
16,BOYD,KY
17,BUCHANAN,VA
18,BUENA VISTA CITY,VA
19,CAMPBELL,VA
20,CLARK,KY
21,CLARKE,VA
22,COSHOCTON,OH
23,CULPEPER,VA
24,ELLIOTT,KY
25,ANDERSON,KY
26,BEDFORD CITY,VA
27,ELK,PA
28,ESTILL,KY
29,CARLISLE,KY
30,CLAY,WV
31,BALLARD,KY
32,FAUQUIER,VA
33,APPOMATTOX,VA
34,FLUVANNA,VA
35,FRANKLIN,KY
36,FULTON,KY
37,GALAX CITY,VA
38,GOOCHLAND,VA
39,GRANT,WV
40,GRAVES,KY
41,GREENE,VA
42,GUERNSEY,OH
43,HOLMES,OH
44,HOPKINS,KY
45,JEFFERSON,PA
46,JEFFERSON,WV
47,KING GEORGE,VA
48,LACKAWANNA,PA
49,LOUISA,VA
50,FRANKLIN CITY,VA
51,FREDERICKSBURG CITY,VA
52,FULTON,OH
53,GARRARD,KY
54,GREENUP,KY
55,JACKSON,KY
56,JESSAMINE,KY
57,LAWRENCE,PA
58,LINCOLN,KY
59,LIVINGSTON,KY
60,HARDIN,KY
61,LUZERNE,PA
62,LYNCHBURG CITY,VA
63,MADISON,KY
64,MADISON,VA
65,MCCRACKEN,KY
66,MCDOWELL,WV
67,MENIFEE,KY
68,MERCER,OH
69,FOREST,PA
70,HENRY,OH
71,MARION,KY
72,MERCER,PA
73,MONROE,PA
74,MONTGOMERY,OH
75,MORGAN,OH
76,MORGAN,WV
77,MUHLENBERG,KY
78,NICHOLAS,WV
79,NORTHUMBERLAND,PA
80,ORANGE,VA
81,PAGE,VA
82,PHILADELPHIA,PA
83,PORTSMOUTH CITY,VA
84,MONTGOMERY,KY
85,MORGAN,KY
86,NORFOLK CITY,VA
87,PAULDING,OH
88,POWELL,KY
89,POWHATAN,VA
90,PRINCE WILLIAM,VA
91,PULASKI,KY
92,RITCHIE,WV
93,ROWAN,KY
94,MANASSAS CITY,VA
95,MEADE,KY
96,MONROE,WV
97,RAPPAHANNOCK,VA
98,ROANOKE,VA
99,ROCKCASTLE,KY
100,SHENANDOAH,VA
101,SOUTHAMPTON,VA
102,SUMMIT,OH
103,TAZEWELL,VA
104,TUSCARAWAS,OH
105,VAN WERT,OH
106,STAFFORD,VA
107,WARREN,PA
108,WARREN,VA
109,WARREN,OH
110,WASHINGTON,OH
111,WHITLEY,KY
112,WYTHE,VA
113,TRIGG,KY
114,WASHINGTON,KY
115,WINCHESTER CITY,VA
116,WOLFE,KY
117,TODD,KY
118,WOOD,WV
119,WYOMING,PA
120,WIRT,WV
121,HICKMAN,KY
