,County,State
0,ARLINGTON,VA
1,ASHLAND,OH
2,ASHTABULA,OH
3,ATHENS,OH
4,BEDFORD,VA
5,BERKELEY,WV
6,BERKS,PA
7,BOONE,KY
8,BREATHITT,KY
9,BULLITT,KY
10,CABELL,WV
11,CAMBRIA,PA
12,CARTER,KY
13,CHESTER,PA
14,CHESTERFIELD,VA
15,CLERMONT,OH
16,DAUPHIN,PA
17,DELAWARE,OH
18,DELAWARE,PA
19,ERIE,OH
20,ERIE,PA
21,FAIRFAX,VA
22,ALLEN,OH
23,BEAVER,PA
24,BOYD,KY
25,BUCHANAN,VA
26,CAMPBELL,KY
27,CARROLL,VA
28,CLAY,KY
29,FAIRFIELD,OH
30,BLAIR,PA
31,FAYETTE,KY
32,FAUQUIER,VA
33,FAYETTE,PA
34,FLOYD,KY
35,FRANKLIN,KY
36,FRANKLIN,VA
37,GILES,VA
38,GRANT,KY
39,GREENE,OH
40,HANCOCK,OH
41,HANOVER,VA
42,HARDIN,OH
43,HARRISON,WV
44,HOPKINS,KY
45,JACKSON,OH
46,KENTON,KY
47,KNOX,OH
48,LACKAWANNA,PA
49,LAKE,OH
50,LANCASTER,PA
51,LEHIGH,PA
52,LICKING,OH
53,LOGAN,OH
54,HARLAN,KY
55,HIGHLAND,OH
56,KANAWHA,WV
57,LEE,VA
58,LYCOMING,PA
59,MADISON,KY
60,MAHONING,OH
61,MARION,OH
62,MARION,WV
63,MCCRACKEN,KY
64,MEDINA,OH
65,MONTGOMERY,VA
66,NICHOLAS,WV
67,NORTHAMPTON,PA
68,OHIO,WV
69,PIKE,KY
70,PORTAGE,OH
71,MERCER,WV
72,MONTGOMERY,KY
73,PICKAWAY,OH
74,PRINCE WILLIAM,VA
75,PULASKI,KY
76,PULASKI,VA
77,RALEIGH,WV
78,RICHLAND,OH
79,ROSS,OH
80,RUSSELL,VA
81,SCIOTO,OH
82,PERRY,KY
83,ROANOKE,VA
84,SANDUSKY,OH
85,SCHUYLKILL,PA
86,SHENANDOAH,VA
87,SPOTSYLVANIA,VA
88,SCOTT,KY
89,SUMMIT,OH
90,TAZEWELL,VA
91,TRUMBULL,OH
92,UNION,OH
93,VAN WERT,OH
94,STAFFORD,VA
95,WARREN,VA
96,WASHINGTON,PA
97,WARREN,OH
98,WAYNE,OH
99,WESTMORELAND,PA
100,WHITLEY,KY
101,WOOD,OH
102,WYTHE,VA
103,YORK,PA
104,WISE,VA
105,WOOD,WV
106,YORK,VA
