,County,State
0,ACCOMACK,VA
1,ADAMS,PA
2,BARBOUR,WV
3,BARREN,KY
4,BATH,KY
5,BOONE,WV
6,BRACKEN,KY
7,BRAXTON,WV
8,BREATHITT,KY
9,BRECKINRIDGE,KY
10,BROWN,OH
11,BUCKINGHAM,VA
12,BULLITT,KY
13,BUTLER,PA
14,CABELL,WV
15,CALHOUN,WV
16,CARBON,PA
17,CARROLL,KY
18,CARROLL,OH
19,CARTER,KY
20,CASEY,KY
21,CHARLOTTESVILLE CITY,VA
22,CHESAPEAKE CITY,VA
23,COLONIAL HEIGHTS CITY,VA
24,COLUMBIA,PA
25,CRAWFORD,PA
26,CRITTENDEN,KY
27,DAVIESS,KY
28,DICKENSON,VA
29,DODDRIDGE,WV
30,ESSEX,VA
31,ADAIR,KY
32,ALLEGHANY,VA
33,AMHERST,VA
34,AUGUSTA,VA
35,BATH,VA
36,BEAVER,PA
37,BOURBON,KY
38,BOYLE,KY
39,BUCHANAN,VA
40,BUENA VISTA CITY,VA
41,CALLOWAY,KY
42,CAMPBELL,VA
43,CARROLL,VA
44,CLARKE,VA
45,CLAY,KY
46,CLINTON,KY
47,CLINTON,PA
48,CUMBERLAND,VA
49,DINWIDDIE,VA
50,ELLIOTT,KY
51,ANDERSON,KY
52,BEDFORD CITY,VA
53,BRADFORD,PA
54,CHARLOTTE,VA
55,EMPORIA CITY,VA
56,ESTILL,KY
57,BROOKE,WV
58,BUTLER,KY
59,CARLISLE,KY
60,CLAY,WV
61,BALLARD,KY
62,BRUNSWICK,VA
63,CALDWELL,KY
64,FALLS CHURCH CITY,VA
65,APPOMATTOX,VA
66,FLOYD,VA
67,FLUVANNA,VA
68,FRANKLIN,VA
69,FULTON,KY
70,GALLIA,OH
71,GEAUGA,OH
72,GILES,VA
73,GLOUCESTER,VA
74,GOOCHLAND,VA
75,GRANT,WV
76,GRAVES,KY
77,GRAYSON,VA
78,GREENBRIER,WV
79,GREENE,VA
80,HALIFAX,VA
81,HARDIN,OH
82,HARDY,WV
83,HARRISONBURG CITY,VA
84,HENDERSON,KY
85,HOLMES,OH
86,HOPKINS,KY
87,HUNTINGDON,PA
88,HURON,OH
89,JACKSON,WV
90,JAMES CITY,VA
91,JEFFERSON,PA
92,JEFFERSON,WV
93,KING GEORGE,VA
94,KNOTT,KY
95,KNOX,OH
96,LOGAN,KY
97,LOGAN,OH
98,LOGAN,WV
99,LOUISA,VA
100,FLEMING,KY
101,FRANKLIN CITY,VA
102,FREDERICKSBURG CITY,VA
103,GREEN,KY
104,GREENSVILLE,VA
105,HANCOCK,WV
106,JACKSON,KY
107,LAWRENCE,KY
108,LAWRENCE,PA
109,LETCHER,KY
110,LEWIS,KY
111,FAYETTE,WV
112,HOCKING,OH
113,LEE,VA
114,LUNENBURG,VA
115,LYNCHBURG CITY,VA
116,MADISON,KY
117,MADISON,VA
118,MAGOFFIN,KY
119,MARSHALL,WV
120,MARTINSVILLE CITY,VA
121,MASON,KY
122,MCCRACKEN,KY
123,MCCREARY,KY
124,MCKEAN,PA
125,FOREST,PA
126,HENRY,OH
127,ISLE OF WIGHT,VA
128,MARSHALL,KY
129,MECKLENBURG,VA
130,MEIGS,OH
131,MERCER,KY
132,LARUE,KY
133,LEXINGTON CITY,VA
134,LANCASTER,VA
135,MADISON,OH
136,MATHEWS,VA
137,MINERAL,WV
138,MONROE,OH
139,MONTGOMERY,PA
140,MORGAN,OH
141,MORGAN,WV
142,MUHLENBERG,KY
143,MUSKINGUM,OH
144,NELSON,VA
145,NORTHAMPTON,PA
146,NORTHUMBERLAND,PA
147,OHIO,WV
148,OWEN,KY
149,PERRY,OH
150,PIKE,PA
151,MONROE,KY
152,MONTGOMERY,KY
153,NOBLE,OH
154,NORFOLK CITY,VA
155,PATRICK,VA
156,POCAHONTAS,WV
157,PULASKI,VA
158,ROANE,WV
159,ROCKBRIDGE,VA
160,ROSS,OH
161,RUSSELL,VA
162,SALEM,VA
163,MANASSAS CITY,VA
164,MEADE,KY
165,MIFFLIN,PA
166,MONONGALIA,WV
167,MONROE,WV
168,OLDHAM,KY
169,PERRY,KY
170,PITTSYLVANIA,VA
171,POTTER,PA
172,PREBLE,OH
173,PRESTON,WV
174,RAPPAHANNOCK,VA
175,RICHMOND,VA
176,ROANOKE,VA
177,ROBERTSON,KY
178,ROCKCASTLE,KY
179,MINGO,WV
180,PERRY,PA
181,PUTNAM,OH
182,RUSSELL,KY
183,SANDUSKY,OH
184,SHENANDOAH,VA
185,SMYTH,VA
186,SOMERSET,PA
187,SOUTHAMPTON,VA
188,NICHOLAS,KY
189,NOTTOWAY,VA
190,PUTNAM,WV
