,County,State
0,ADAMS,OH
1,ARLINGTON,VA
2,ASHLAND,OH
3,ASHTABULA,OH
4,ATHENS,OH
5,BEDFORD,VA
6,BELL,KY
7,BERKELEY,WV
8,BERKS,PA
9,BOONE,KY
10,BUCKS,PA
11,BUTLER,OH
12,CAMBRIA,PA
13,CHESTER,PA
14,CHESTERFIELD,VA
15,CLERMONT,OH
16,CLINTON,OH
17,COLUMBIANA,OH
18,CRAWFORD,OH
19,DEFIANCE,OH
20,DELAWARE,OH
21,DELAWARE,PA
22,ERIE,OH
23,ERIE,PA
24,FAIRFAX,VA
25,ALLEN,OH
26,BELMONT,OH
27,BOYD,KY
28,CAMPBELL,KY
29,CENTRE,PA
30,CHAMPAIGN,OH
31,CLARK,KY
32,CULPEPER,VA
33,DARKE,OH
34,FAIRFIELD,OH
35,BLAIR,PA
36,CLARK,OH
37,FAYETTE,KY
38,FAUQUIER,VA
39,FAYETTE,OH
40,FAYETTE,PA
41,FLOYD,KY
42,FRANKLIN,KY
43,FRANKLIN,PA
44,FREDERICK,VA
45,GRANT,KY
46,GREENE,OH
47,GUERNSEY,OH
48,HANCOCK,OH
49,HANOVER,VA
50,HENRICO,VA
51,JACKSON,OH
52,JEFFERSON,OH
53,KENTON,KY
54,KNOX,KY
55,LACKAWANNA,PA
56,LAKE,OH
57,LANCASTER,PA
58,LAUREL,KY
59,LEBANON,PA
60,LEHIGH,PA
61,LICKING,OH
62,LOUDOUN,VA
63,HARLAN,KY
64,HARRISON,KY
65,HIGHLAND,OH
66,JESSAMINE,KY
67,KANAWHA,WV
68,LORAIN,OH
69,LUCAS,OH
70,LUZERNE,PA
71,LYCOMING,PA
72,MAHONING,OH
73,MARION,OH
74,MARION,WV
75,MARTIN,KY
76,LAWRENCE,OH
77,MERCER,PA
78,MEDINA,OH
79,MONROE,PA
80,MONTGOMERY,VA
81,NICHOLAS,WV
82,ORANGE,VA
83,PHILADELPHIA,PA
84,PIKE,KY
85,PORTAGE,OH
86,MERCER,WV
87,MIAMI,OH
88,PICKAWAY,OH
89,PRINCE WILLIAM,VA
90,PULASKI,KY
91,RALEIGH,WV
92,RICHLAND,OH
93,ROWAN,KY
94,SCIOTO,OH
95,SCHUYLKILL,PA
96,SCOTT,VA
97,SHELBY,OH
98,SPOTSYLVANIA,VA
99,STARK,OH
100,SUMMIT,OH
101,TAZEWELL,VA
102,TRUMBULL,OH
103,STAFFORD,VA
104,WARREN,VA
105,WASHINGTON,PA
106,WARREN,OH
107,WAYNE,OH
108,WYTHE,VA
109,YORK,PA
110,WISE,VA
111,WOOD,WV
