,County,State
0,ADAMS,OH
1,ARMSTRONG,PA
2,ASHLAND,OH
3,ASHTABULA,OH
4,ATHENS,OH
5,BERKS,PA
6,BOONE,KY
7,BUTLER,OH
8,CABELL,WV
9,CAMBRIA,PA
10,CAROLINE,VA
11,CARROLL,KY
12,CHESTER,PA
13,CHESTERFIELD,VA
14,CLINTON,OH
15,COLUMBIANA,OH
16,CRAWFORD,OH
17,CRAWFORD,PA
18,DAUPHIN,PA
19,DAVIESS,KY
20,DELAWARE,OH
21,DELAWARE,PA
22,ERIE,OH
23,FAIRFAX,VA
24,ALLEGHANY,VA
25,BEAVER,PA
26,BELMONT,OH
27,BOYD,KY
28,CAMPBELL,KY
29,CENTRE,PA
30,CHAMPAIGN,OH
31,FAIRFIELD,OH
32,CLARK,OH
33,FAYETTE,KY
34,FAYETTE,OH
35,FAYETTE,PA
36,FLOYD,KY
37,FRANKLIN,KY
38,FRANKLIN,OH
39,FRANKLIN,VA
40,GALLIA,OH
41,GLOUCESTER,VA
42,GRANT,KY
43,GREENE,OH
44,GUERNSEY,OH
45,HANCOCK,OH
46,HARRISON,WV
47,HENDERSON,KY
48,HENRICO,VA
49,HURON,OH
50,INDIANA,PA
51,JACKSON,OH
52,KENTON,KY
53,LANCASTER,PA
54,LEBANON,PA
55,LEHIGH,PA
56,LICKING,OH
57,LOUDOUN,VA
58,HARLAN,KY
59,HARRISON,KY
60,HIGHLAND,OH
61,JESSAMINE,KY
62,KANAWHA,WV
63,LORAIN,OH
64,HOCKING,OH
65,LUCAS,OH
66,LUZERNE,PA
67,LYCOMING,PA
68,MADISON,KY
69,MAHONING,OH
70,MARION,OH
71,MARSHALL,WV
72,LAWRENCE,OH
73,MADISON,OH
74,MEDINA,OH
75,MONROE,PA
76,MONTGOMERY,OH
77,OTTAWA,OH
78,PIKE,KY
79,PIKE,OH
80,PORTAGE,OH
81,MERCER,WV
82,MIAMI,OH
83,PICKAWAY,OH
84,PRINCE WILLIAM,VA
85,RALEIGH,WV
86,ROSS,OH
87,SCIOTO,OH
88,PERRY,KY
89,PREBLE,OH
90,RICHMOND,VA
91,SANDUSKY,OH
92,SCHUYLKILL,PA
93,SCOTT,VA
94,SENECA,OH
95,SMYTH,VA
96,SOMERSET,PA
97,SPOTSYLVANIA,VA
98,STARK,OH
99,SUMMIT,OH
100,TRUMBULL,OH
101,UNION,OH
102,STAFFORD,VA
103,WASHINGTON,PA
104,WARREN,OH
105,WASHINGTON,VA
106,WAYNE,OH
107,WOOD,OH
108,YORK,PA
109,WESTMORELAND,VA
110,WOOD,WV
