,Unnamed: 0,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded,is_Affected,is_Affected_Rank
0,0,51001,2010,3.0565370218101684,4,0,Good,0,1,6,Lightly_Increase,1,20.0,Possible,1,6.000000000000001,Not_Likely,0
1,1,39001,2010,37.92625637500461,38,6,Critical,2,0,-8,Decrease,-2,-40.0,Not_Likely,0,0.0,Not_Likely,0
2,2,42001,2010,7.921755260328577,8,3,Normal,1,0,9,Increase,2,-30.0,Not_Likely,0,2.0,Not_Likely,0
3,3,51510,2010,10.514015147332458,11,6,Normal,1,0,2,Stable,0,27.777777777777782,Possible,1,20.000000000000004,Possible,1
4,4,42003,2010,1159.424923362954,1160,4,Severe,3,0,-597,Extremely_Decrease,-3,-31.25,Not_Likely,0,31.237499172386958,Highly_Possible,2
5,5,21003,2010,13.895820877425239,14,4,Normal,1,0,-6,Lightly_Decrease,-1,-21.428571428571427,Not_Likely,0,12.39805146927705,Possible,1
6,6,51007,2010,6.9862948421530175,7,9,Normal,1,-1,-1,Stable,0,-28.57142857142857,Not_Likely,0,4.248816643929514,Not_Likely,0
7,7,51013,2010,5.1483564380370925,6,6,Normal,1,1,15,Increase,2,27.777777777777782,Possible,1,20.000000000000004,Possible,1
8,8,42005,2010,21.930225387835478,22,3,Critical,2,-1,-9,Decrease,-2,-14.285714285714285,Not_Likely,0,1.4285714285714286,Not_Likely,0
9,9,39005,2010,0.4609698545569225,1,5,Good,0,2,31,Increase,2,11.111111111111109,Possible,1,5.555555555555555,Not_Likely,0
10,10,39007,2010,13.921687843587609,14,0,Normal,1,1,15,Increase,2,30.0,Possible,1,17.032504660419885,Possible,1
11,11,39009,2010,48.3710253450845,49,7,Critical,2,0,21,Increase,2,18.75,Possible,1,6.25,Not_Likely,0
12,12,39011,2010,8.48976966651085,9,6,Normal,1,0,-1,Stable,0,-5.0,Not_Likely,0,19.611131593529944,Possible,1
13,13,54001,2010,11.355607667514374,12,8,Normal,1,-1,-8,Decrease,-2,-30.0,Not_Likely,0,11.794292282968728,Possible,1
14,14,21009,2010,17.43923532890998,18,7,Normal,1,0,-2,Stable,0,-10.0,Not_Likely,0,10.340774186076295,Possible,1
15,15,21011,2010,10.728530728683571,11,11,Normal,1,0,-2,Stable,0,-18.75,Not_Likely,0,0.625,Not_Likely,0
16,16,42009,2010,17.98510927506871,18,2,Normal,1,-1,-12,Decrease,-2,-41.66666666666666,Not_Likely,0,10.746415641404127,Possible,1
17,17,51019,2010,24.492489078861517,25,9,Critical,2,-1,-6,Lightly_Decrease,-1,-7.6923076923076925,Not_Likely,0,0.7692307692307693,Not_Likely,0
18,18,21013,2010,26.206826152180053,27,6,Critical,2,-1,-15,Decrease,-2,-6.25,Not_Likely,0,10.905105701315737,Possible,1
19,19,54003,2010,17.382388761668686,18,5,Normal,1,1,53,Increase,2,20.0,Possible,1,36.0,Highly_Possible,2
20,20,42011,2010,34.50337028442792,35,4,Critical,2,0,26,Increase,2,25.0,Possible,1,39.05592500150519,Highly_Possible,2
21,21,51021,2010,12.876335194904867,13,6,Normal,1,0,-5,Lightly_Decrease,-1,8.333333333333334,Possible,1,7.499999999999999,Not_Likely,0
22,22,21015,2010,9.257130316598486,10,7,Normal,1,1,27,Increase,2,-22.72727272727273,Not_Likely,0,6.363636363636363,Not_Likely,0
23,23,54005,2010,3.4179749583186583,4,5,Good,0,1,6,Lightly_Increase,1,0.0,Not_Likely,0,12.222222222222223,Possible,1
24,24,21023,2010,4.628953538137198,5,11,Good,0,1,4,Lightly_Increase,1,-35.714285714285715,Not_Likely,0,21.685796066856906,Possible,1
25,25,54007,2010,11.288140524291398,12,7,Normal,1,-1,-11,Decrease,-2,-27.777777777777782,Not_Likely,0,8.688308509625314,Not_Likely,0
26,26,21025,2010,13.428710891207867,14,8,Normal,1,-1,-12,Decrease,-2,33.333333333333336,Possible,1,12.000000000000004,Possible,1
27,27,21027,2010,5.71314457426978,6,5,Normal,1,0,2,Stable,0,14.285714285714285,Possible,1,31.428571428571434,Highly_Possible,2
28,28,39015,2010,26.976377397485518,27,8,Critical,2,-2,-26,Decrease,-2,-18.181818181818183,Not_Likely,0,19.782898959950224,Possible,1
29,29,51029,2010,8.898739020337377,9,5,Normal,1,-1,-8,Decrease,-2,-20.83333333333333,Not_Likely,0,14.784591730186524,Possible,1
30,30,42017,2010,302.0984602698535,303,3,Severe,3,0,54,Increase,2,-16.666666666666668,Not_Likely,0,18.333333333333336,Possible,1
31,31,21029,2010,8.667968623751953,9,6,Normal,1,1,32,Increase,2,35.0,Possible,1,27.0,Possible,1
32,32,39017,2010,121.97895801181251,122,4,Critical,2,1,18,Increase,2,22.222222222222218,Possible,1,17.777777777777782,Possible,1
33,33,42019,2010,31.03210786397136,32,4,Critical,2,0,4,Lightly_Increase,1,-6.25,Not_Likely,0,5.0,Not_Likely,0
34,34,54011,2010,21.992799006283906,22,7,Critical,2,-1,-4,Lightly_Decrease,-1,-11.111111111111109,Not_Likely,0,19.171829677014028,Possible,1
35,35,54013,2010,0.5101029341364993,1,7,Good,0,0,2,Stable,0,0.0,Not_Likely,0,29.972488136703,Possible,1
36,36,42021,2010,37.58414614286603,38,2,Critical,2,-1,-23,Decrease,-2,-100.0,Not_Likely,0,17.530082936593086,Possible,1
37,37,42023,2010,15.339956583317607,16,2,Normal,1,0,-8,Decrease,-2,-41.66666666666666,Not_Likely,0,0.0,Not_Likely,0
38,38,42025,2010,10.917724619755496,11,5,Normal,1,0,8,Increase,2,43.75,Highly_Possible,2,66.24999999999999,Highly_Possible,2
39,39,51033,2010,8.30056988188136,9,8,Normal,1,0,2,Stable,0,19.23076923076923,Possible,1,16.59572246223184,Possible,1
40,40,21041,2010,15.252685869201414,16,8,Normal,1,-1,-15,Decrease,-2,4.545454545454546,Possible,1,18.2051112891392,Possible,1
41,41,39019,2010,6.2117710776250705,7,6,Normal,1,0,5,Lightly_Increase,1,27.777777777777782,Possible,1,7.777777777777778,Not_Likely,0
42,42,21043,2010,58.905180229740296,59,7,Critical,2,0,-16,Decrease,-2,-50.0,Not_Likely,0,0.0,Not_Likely,0
43,43,21045,2010,17.06873085354144,18,8,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,3.5714285714285716,Not_Likely,0
44,44,51540,2010,15.88502173780934,16,8,Normal,1,0,-2,Stable,0,-23.07692307692308,Not_Likely,0,2.307692307692308,Not_Likely,0
45,45,51550,2010,63.91258574412692,64,8,Critical,2,-1,-54,Decrease,-2,-60.0,Not_Likely,0,0.0,Not_Likely,0
46,46,42029,2010,84.56195477032811,85,3,Critical,2,0,-50,Decrease,-2,-8.333333333333334,Not_Likely,0,3.425783994259821,Not_Likely,0
47,47,51041,2010,40.686490731507355,41,13,Critical,2,0,12,Increase,2,-35.29411764705883,Not_Likely,0,6.155405560362459,Not_Likely,0
48,48,21047,2010,3.4597257526234344,4,5,Good,0,1,9,Increase,2,25.0,Possible,1,7.5,Not_Likely,0
49,49,42031,2010,13.390578943993196,14,4,Normal,1,0,-1,Stable,0,25.0,Possible,1,5.000000000000001,Not_Likely,0
50,50,42033,2010,20.80268824224708,21,2,Normal,1,0,-9,Decrease,-2,-50.0,Not_Likely,0,0.0,Not_Likely,0
51,51,39025,2010,131.18442140254643,132,9,Critical,2,0,-68,Decrease,-2,7.6923076923076925,Possible,1,13.363468101534934,Possible,1
52,52,39027,2010,28.52384886198328,29,5,Critical,2,0,0,Stable,0,16.666666666666668,Possible,1,5.555555555555555,Not_Likely,0
53,53,51570,2010,21.20145954455131,22,11,Critical,2,-1,-15,Decrease,-2,-36.111111111111114,Not_Likely,0,0.0,Not_Likely,0
54,54,42037,2010,5.612749699739774,6,5,Normal,1,0,10,Increase,2,28.57142857142857,Possible,1,38.14523052811397,Highly_Possible,2
55,55,39029,2010,4.302421116388,5,7,Good,0,2,22,Increase,2,9.090909090909092,Possible,1,6.363636363636363,Not_Likely,0
56,56,39033,2010,2.6117732626947348,3,6,Good,0,0,3,Stable,0,0.0,Not_Likely,0,6.880598518685515,Not_Likely,0
57,57,42039,2010,17.074658602626467,18,3,Normal,1,0,-11,Decrease,-2,40.0,Possible,1,10.0,Not_Likely,0
58,58,21055,2010,5.139174297921932,6,5,Normal,1,-1,-5,Lightly_Decrease,-1,-25.0,Not_Likely,0,1.25,Not_Likely,0
59,59,39035,2010,386.8367258131418,387,1,Severe,3,0,-126,Extremely_Decrease,-3,-12.5,Not_Likely,0,35.25063783589715,Highly_Possible,2
60,60,51590,2010,15.008391258899572,16,3,Normal,1,0,-8,Decrease,-2,-40.0,Not_Likely,0,0.0,Not_Likely,0
61,61,42043,2010,155.84864781077317,156,5,Critical,2,0,-75,Extremely_Decrease,-3,-44.444444444444436,Not_Likely,0,18.023573868325762,Possible,1
62,62,21059,2010,16.49203224235135,17,4,Normal,1,0,-3,Stable,0,-31.25,Not_Likely,0,7.682893952453948,Not_Likely,0
63,63,39039,2010,2.191561786679114,3,5,Good,0,1,12,Increase,2,21.428571428571427,Possible,1,36.013743289863264,Highly_Possible,2
64,64,39041,2010,74.52464624879345,75,5,Critical,2,1,95,Extremely_Increase,3,25.0,Possible,1,18.75,Possible,1
65,65,42045,2010,440.6626102293932,441,3,Severe,3,0,-190,Extremely_Decrease,-3,-40.0,Not_Likely,0,8.762175914891674,Not_Likely,0
