,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank
0,51001,2011,9.424487894202732,10,0,Normal,1,0,-2,Stable,0,-50.0,Not_Likely,0
1,39001,2011,29.56623842392566,30,6,Critical,2,-1,-13,Decrease,-2,25.0,Possible,1
2,42001,2011,16.071185940866133,17,3,Normal,1,0,-5,Decrease,-2,70.0,Highly_Possible,2
3,51510,2011,12.410802153644884,13,6,Normal,1,0,0,Stable,0,0.0,Not_Likely,0
4,42003,2011,562.900683603267,563,4,Severe,3,0,159,Extremely_Increase,3,-6.25,Not_Likely,0
5,21003,2011,7.6899201622788205,8,4,Normal,1,1,16,Increase,2,57.142857142857146,Highly_Possible,2
6,51007,2011,5.95464471951938,6,9,Good,0,1,6,Increase,2,25.0,Possible,1
7,51013,2011,20.92211833488381,21,6,Critical,2,-1,-12,Decrease,-2,0.0,Not_Likely,0
8,42005,2011,12.14093302676462,13,3,Normal,1,-1,-10,Decrease,-2,-42.857142857142854,Not_Likely,0
9,39005,2011,31.538281678462287,32,5,Critical,2,0,-2,Stable,0,44.44444444444444,Possible,1
10,39007,2011,28.696945963870917,29,0,Critical,2,0,40,Increase,2,20.0,Possible,1
11,39009,2011,69.16107830225907,70,7,Critical,2,0,-8,Decrease,-2,-43.75,Not_Likely,0
12,39011,2011,7.851147887507932,8,6,Normal,1,1,16,Increase,2,5.0,Possible,1
13,54001,2011,3.8380259287627223,4,8,Good,0,1,6,Increase,2,25.0,Possible,1
14,21009,2011,15.047406651253926,16,7,Normal,1,1,18,Increase,2,50.0,Possible,1
15,21011,2011,8.776498876401462,9,11,Normal,1,-1,-4,Lightly_Decrease,-1,3.125,Possible,1
16,42009,2011,5.707401032667002,6,2,Good,0,1,4,Lightly_Increase,1,8.333333333333334,Possible,1
17,51019,2011,18.64793401192368,19,9,Normal,1,-1,-15,Decrease,-2,-15.384615384615385,Not_Likely,0
18,21013,2011,11.636805690325055,12,6,Normal,1,1,16,Increase,2,18.75,Possible,1
19,54003,2011,70.5180244023762,71,5,Critical,2,0,-23,Decrease,-2,5.0,Possible,1
20,42011,2011,60.26813081716803,61,4,Critical,2,0,36,Increase,2,-25.0,Not_Likely,0
21,51021,2011,7.068148366407528,8,6,Normal,1,-1,-2,Stable,0,45.833333333333336,Possible,1
22,21015,2011,36.432992385345436,37,7,Critical,2,-1,-23,Decrease,-2,59.09090909090909,Highly_Possible,2
23,54005,2011,9.855101599778331,10,5,Normal,1,-1,-9,Decrease,-2,0.0,Not_Likely,0
24,21023,2011,8.006606822443155,9,11,Normal,1,0,5,Increase,2,35.714285714285715,Possible,1
25,54007,2011,0.4190453638428269,1,7,Good,0,1,14,Increase,2,33.333333333333336,Possible,1
26,21025,2011,1.4773416341546188,2,8,Good,0,0,0,Stable,0,-3.3333333333333335,Not_Likely,0
27,21027,2011,7.964788139493685,8,5,Normal,1,-1,-3,Lightly_Decrease,-1,0.0,Not_Likely,0
28,39015,2011,0.1311732977081417,1,8,Good,0,1,8,Increase,2,36.36363636363637,Possible,1
29,51029,2011,0.8625542601388461,1,5,Good,0,1,15,Increase,2,16.666666666666668,Possible,1
30,42017,2011,356.49681774027397,357,3,Severe,3,0,-101,Extremely_Decrease,-3,-33.333333333333336,Not_Likely,0
31,21029,2011,40.186962211134315,41,6,Critical,2,-1,-19,Decrease,-2,20.0,Possible,1
32,39017,2011,139.46917366118262,140,4,Severe,3,-1,-96,Extremely_Decrease,-3,55.55555555555556,Possible,1
33,42019,2011,35.70853969647957,36,4,Critical,2,-1,-16,Decrease,-2,-18.75,Not_Likely,0
34,54011,2011,17.373906135675508,18,7,Normal,1,1,20,Increase,2,-5.555555555555555,Not_Likely,0
35,54013,2011,2.669980463543689,3,7,Good,0,1,14,Increase,2,54.166666666666664,Possible,1
36,42021,2011,14.102175916259732,15,2,Normal,1,1,20,Increase,2,20.0,Possible,1
37,42023,2011,7.797201030644959,8,2,Normal,1,0,-1,Stable,0,0.0,Not_Likely,0
38,42025,2011,18.77457189480505,19,5,Normal,1,0,-8,Decrease,-2,6.25,Possible,1
39,51033,2011,10.155216660478676,11,8,Normal,1,1,13,Increase,2,-19.23076923076923,Not_Likely,0
40,21041,2011,0.5300411371239414,1,8,Good,0,1,21,Increase,2,31.818181818181817,Possible,1
41,39019,2011,11.235297517933061,12,6,Normal,1,0,-2,Stable,0,11.11111111111111,Possible,1
42,21043,2011,42.186710004652866,43,7,Critical,2,0,-5,Decrease,-2,23.076923076923077,Possible,1
43,21045,2011,15.519766818175947,16,8,Normal,1,0,-6,Decrease,-2,-14.285714285714286,Not_Likely,0
44,51540,2011,13.149749747478971,14,8,Normal,1,0,-6,Decrease,-2,-7.6923076923076925,Not_Likely,0
45,51550,2011,9.144803444926412,10,8,Normal,1,0,-1,Stable,0,20.0,Possible,1
46,42029,2011,34.36774106321609,35,3,Critical,2,0,51,Extremely_Increase,3,41.666666666666664,Possible,1
47,51041,2011,52.57892709793732,53,13,Critical,2,0,36,Increase,2,29.41176470588235,Possible,1
48,21047,2011,12.216658378216104,13,5,Normal,1,-1,-7,Decrease,-2,-37.5,Not_Likely,0
49,42031,2011,12.596658502320793,13,4,Normal,1,-1,-12,Decrease,-2,-66.66666666666667,Not_Likely,0
50,42033,2011,11.596360424358199,12,2,Normal,1,0,-3,Lightly_Decrease,-1,-35.714285714285715,Not_Likely,0
51,39025,2011,63.79857050050008,64,9,Critical,2,0,63,Extremely_Increase,3,19.23076923076923,Possible,1
52,39027,2011,28.35751740913835,29,5,Critical,2,-1,-15,Decrease,-2,27.77777777777778,Possible,1
53,51570,2011,6.112810087040431,7,11,Normal,1,0,1,Stable,0,27.77777777777778,Possible,1
54,42037,2011,15.519675564617438,16,5,Normal,1,1,16,Increase,2,35.714285714285715,Possible,1
55,39029,2011,26.44953689507831,27,7,Critical,2,0,0,Stable,0,18.181818181818183,Possible,1
56,39033,2011,5.2798551080655605,6,6,Good,0,1,11,Increase,2,66.66666666666667,Highly_Possible,2
57,42039,2011,6.8668903518758535,7,3,Normal,1,-1,-4,Lightly_Decrease,-1,10.0,Possible,1
58,21055,2011,0.9290172791714923,1,5,Good,0,0,2,Stable,0,12.5,Possible,1
59,39035,2011,260.3866821671083,261,1,Severe,3,0,269,Extremely_Increase,3,50.0,Possible,1
60,51590,2011,7.287272283247829,8,3,Normal,1,-1,-6,Decrease,-2,0.0,Not_Likely,0
61,42043,2011,80.8049315607773,81,5,Critical,2,0,19,Increase,2,50.0,Possible,1
62,21059,2011,13.125234679648928,14,4,Normal,1,0,4,Lightly_Increase,1,25.0,Possible,1
63,39039,2011,14.724602052030205,15,5,Normal,1,0,7,Increase,2,7.142857142857143,Possible,1
64,39041,2011,169.8664119166699,170,5,Severe,3,-1,-98,Extremely_Decrease,-3,0.0,Not_Likely,0
65,42045,2011,250.88432737408905,251,3,Severe,3,0,26,Increase,2,30.0,Possible,1
66,51051,2011,17.020187793746878,18,6,Normal,1,0,-6,Decrease,-2,-22.727272727272727,Not_Likely,0
67,54017,2011,4.26677891388833,5,8,Good,0,1,11,Increase,2,79.16666666666667,Highly_Possible,2
68,39043,2011,45.27335324780807,46,3,Critical,2,0,7,Increase,2,40.0,Possible,1
69,42049,2011,64.54542350384527,65,1,Critical,2,0,-12,Decrease,-2,-16.666666666666668,Not_Likely,0
70,51057,2011,11.295412805981512,12,6,Normal,1,-1,-10,Decrease,-2,-22.727272727272727,Not_Likely,0
71,51059,2011,100.77282584293582,101,9,Critical,2,0,-19,Decrease,-2,10.0,Possible,1
72,21001,2011,14.772112245626884,15,8,Normal,1,0,-5,Decrease,-2,26.923076923076923,Possible,1
73,51003,2011,0.4271009075020784,1,7,Good,0,1,8,Increase,2,-7.6923076923076925,Not_Likely,0
74,51005,2011,11.061122943863412,12,7,Normal,1,0,-4,Lightly_Decrease,-1,-20.833333333333332,Not_Likely,0
75,39003,2011,40.837488234771115,41,6,Critical,2,-1,-34,Decrease,-2,5.0,Possible,1
76,51009,2011,7.23508392208454,8,9,Normal,1,0,6,Increase,2,-20.0,Not_Likely,0
77,51015,2011,15.87029919331432,16,7,Normal,1,-1,-14,Decrease,-2,-13.333333333333334,Not_Likely,0
78,51017,2011,12.26584876341677,13,7,Normal,1,0,1,Stable,0,-31.818181818181817,Not_Likely,0
79,42007,2011,29.339125428593416,30,7,Critical,2,-1,-17,Decrease,-2,40.0,Possible,1
80,39013,2011,14.419610552295756,15,8,Normal,1,1,11,Increase,2,30.0,Possible,1
81,21017,2011,13.392218111013529,14,10,Normal,1,0,7,Increase,2,19.444444444444443,Possible,1
82,21019,2011,83.53576808944557,84,7,Critical,2,0,-31,Decrease,-2,27.272727272727273,Possible,1
83,21021,2011,15.101925611995055,16,10,Normal,1,0,3,Lightly_Increase,1,3.3333333333333335,Possible,1
84,51520,2011,10.865006722073376,11,3,Normal,1,0,-2,Stable,0,-8.333333333333334,Not_Likely,0
85,51027,2011,28.239245524195447,29,5,Critical,2,-1,-17,Decrease,-2,-5.555555555555555,Not_Likely,0
86,51530,2011,7.840993006746763,8,9,Normal,1,-1,-3,Lightly_Decrease,-1,-23.333333333333332,Not_Likely,0
87,21035,2011,16.267213436112034,17,4,Normal,1,0,-3,Lightly_Decrease,-1,20.0,Possible,1
88,21037,2011,43.57895817782475,44,9,Critical,2,0,66,Extremely_Increase,3,35.714285714285715,Possible,1
89,51031,2011,12.848699977067769,13,6,Normal,1,0,3,Lightly_Increase,1,-15.0,Not_Likely,0
90,51035,2011,14.130864787154401,15,7,Normal,1,0,6,Increase,2,5.0,Possible,1
91,42027,2011,7.705493552864658,8,2,Normal,1,-1,-7,Decrease,-2,-8.333333333333334,Not_Likely,0
92,39021,2011,6.695303299162406,7,6,Normal,1,0,2,Stable,0,38.888888888888886,Possible,1
93,21049,2011,38.86869785046952,39,10,Critical,2,-1,-25,Decrease,-2,23.529411764705884,Possible,1
94,51043,2011,3.0828277164114333,4,7,Good,0,1,3,Lightly_Increase,1,-4.166666666666667,Not_Likely,0
95,21051,2011,33.394292070355895,34,8,Critical,2,0,-9,Decrease,-2,-7.6923076923076925,Not_Likely,0
96,21053,2011,9.432502678415414,10,5,Normal,1,0,2,Stable,0,12.5,Possible,1
97,42035,2011,5.286150796908623,6,1,Good,0,1,6,Increase,2,16.666666666666668,Possible,1
98,39031,2011,11.510811244995502,12,5,Normal,1,0,-4,Lightly_Decrease,-1,6.25,Possible,1
99,51045,2011,5.252315327296782,6,9,Good,0,1,6,Increase,2,-20.833333333333332,Not_Likely,0
100,51047,2011,20.05596166499484,21,10,Critical,2,0,15,Increase,2,39.285714285714285,Possible,1
101,21057,2011,1.374627886030148,2,5,Good,0,1,6,Increase,2,33.333333333333336,Possible,1
102,51049,2011,3.017230546414935,4,7,Good,0,1,9,Increase,2,20.0,Possible,1
