,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
0,21001,2.51,17.0,8.0,58.0,32.0,99.0,318.0,148.0,0.0,4355.0,1317.0,0.0,90.0,304.0,32.0,56.0,42.0,0.0,7.0,227.0,301.0,0.0,14.0,84.0,0.0
1,21003,2.48,81.0,45.0,54.0,31.0,126.0,1027.0,150.0,17.0,1891.0,2639.0,170.0,73.0,267.0,0.0,18.0,118.0,0.0,0.0,279.0,411.0,24.0,0.0,41.0,140.0
2,21005,2.58,67.0,27.0,57.0,7.0,142.0,561.0,117.0,20.0,2455.0,3089.0,39.0,59.0,367.0,0.0,56.0,172.0,0.0,22.0,428.0,698.0,0.0,0.0,43.0,14.0
3,21007,2.49,7.0,10.0,63.0,4.0,144.0,136.0,3.0,19.0,710.0,1083.0,0.0,0.0,77.0,2.0,25.0,57.0,2.0,11.0,100.0,112.0,0.0,3.0,17.0,0.0
4,21009,2.5,203.0,48.0,50.0,36.0,98.0,1310.0,206.0,38.0,5482.0,3927.0,0.0,7.0,490.0,0.0,106.0,207.0,0.0,1.0,550.0,919.0,24.0,50.0,514.0,36.0
5,21011,2.7,109.0,90.0,79.0,121.0,140.0,298.0,68.0,0.0,1440.0,1061.0,40.0,0.0,30.0,0.0,58.0,74.0,0.0,6.0,132.0,323.0,0.0,51.0,104.0,84.0
6,21013,2.44,117.0,37.0,52.0,48.0,93.0,447.0,36.0,0.0,1430.0,1214.0,37.0,19.0,250.0,0.0,86.0,89.0,0.0,0.0,272.0,295.0,0.0,8.0,21.0,9.0
7,21015,2.78,521.0,40.0,57.0,26.0,113.0,7261.0,848.0,162.0,14164.0,38858.0,229.0,419.0,4784.0,121.0,599.0,1976.0,282.0,299.0,1515.0,2920.0,98.0,891.0,791.0,153.0
8,21017,2.53,112.0,46.0,47.0,117.0,80.0,1104.0,725.0,25.0,1862.0,2233.0,0.0,56.0,305.0,10.0,119.0,141.0,9.0,15.0,351.0,416.0,0.0,8.0,35.0,32.0
9,21019,2.4,209.0,42.0,51.0,21.0,107.0,844.0,158.0,6.0,5298.0,6565.0,45.0,99.0,858.0,14.0,104.0,205.0,103.0,213.0,747.0,1104.0,16.0,114.0,141.0,18.0
10,21021,2.43,94.0,27.0,50.0,9.0,109.0,996.0,334.0,36.0,3318.0,4008.0,44.0,74.0,573.0,13.0,136.0,249.0,20.0,13.0,649.0,682.0,21.0,146.0,205.0,125.0
11,21023,2.55,42.0,50.0,54.0,0.0,118.0,130.0,53.0,42.0,884.0,1992.0,0.0,82.0,150.0,0.0,0.0,105.0,0.0,5.0,55.0,129.0,0.0,0.0,3.0,3.0
12,21025,2.44,84.0,53.0,48.0,50.0,82.0,202.0,56.0,7.0,1340.0,712.0,0.0,5.0,75.0,0.0,10.0,4.0,0.0,5.0,152.0,162.0,0.0,23.0,4.0,6.0
13,21027,2.7,69.0,35.0,62.0,12.0,115.0,503.0,88.0,0.0,2953.0,3165.0,10.0,24.0,296.0,0.0,17.0,132.0,9.0,54.0,176.0,325.0,153.0,6.0,44.0,157.0
14,21029,2.68,331.0,37.0,46.0,14.0,94.0,1104.0,141.0,67.0,6802.0,12522.0,66.0,98.0,1961.0,19.0,162.0,738.0,0.0,100.0,661.0,920.0,3.0,14.0,303.0,190.0
15,21031,2.47,59.0,44.0,77.0,12.0,153.0,522.0,149.0,0.0,1186.0,1181.0,0.0,0.0,50.0,0.0,19.0,31.0,9.0,0.0,152.0,141.0,0.0,3.0,55.0,23.0
16,21033,2.39,87.0,59.0,76.0,183.0,134.0,72.0,57.0,12.0,1257.0,1643.0,0.0,14.0,253.0,0.0,61.0,93.0,0.0,0.0,362.0,176.0,0.0,25.0,34.0,30.0
17,21035,2.32,126.0,19.0,38.0,0.0,70.0,1999.0,431.0,34.0,4276.0,5407.0,141.0,13.0,859.0,18.0,181.0,468.0,41.0,113.0,692.0,1049.0,9.0,292.0,184.0,57.0
18,21037,2.49,309.0,24.0,51.0,5.0,99.0,3678.0,518.0,161.0,9588.0,36034.0,329.0,326.0,3881.0,86.0,257.0,1089.0,191.0,123.0,1074.0,1580.0,204.0,387.0,256.0,269.0
19,21039,2.4,4.0,9.0,48.0,43.0,108.0,34.0,13.0,0.0,554.0,375.0,0.0,0.0,20.0,0.0,3.0,19.0,5.0,5.0,40.0,115.0,0.0,7.0,9.0,0.0
20,21041,2.55,69.0,56.0,59.0,44.0,109.0,753.0,341.0,0.0,996.0,1282.0,0.0,3.0,48.0,0.0,89.0,8.0,0.0,0.0,185.0,248.0,27.0,18.0,0.0,13.0
21,21043,2.54,59.0,20.0,47.0,24.0,83.0,177.0,26.0,25.0,2909.0,3705.0,8.0,46.0,220.0,0.0,101.0,100.0,0.0,27.0,426.0,837.0,41.0,26.0,9.0,10.0
22,21045,2.53,75.0,50.0,70.0,23.0,168.0,563.0,125.0,76.0,1136.0,780.0,0.0,51.0,86.0,0.0,0.0,86.0,0.0,4.0,172.0,89.0,0.0,18.0,52.0,127.0
23,21047,2.67,516.0,70.0,95.0,56.0,141.0,4413.0,903.0,166.0,6171.0,7128.0,134.0,117.0,1613.0,44.0,293.0,1107.0,89.0,134.0,653.0,1363.0,65.0,4927.0,286.0,259.0
24,21049,2.45,126.0,32.0,46.0,21.0,106.0,778.0,336.0,51.0,4187.0,4018.0,78.0,62.0,516.0,0.0,116.0,104.0,0.0,12.0,654.0,936.0,0.0,51.0,73.0,14.0
25,21051,2.56,160.0,71.0,64.0,39.0,140.0,433.0,135.0,0.0,1522.0,1437.0,21.0,0.0,91.0,6.0,19.0,51.0,2.0,12.0,249.0,251.0,6.0,140.0,101.0,11.0
26,21053,2.59,52.0,46.0,46.0,43.0,99.0,165.0,26.0,0.0,3584.0,561.0,0.0,8.0,70.0,12.0,0.0,18.0,0.0,7.0,62.0,61.0,0.0,2.0,56.0,0.0
27,21055,2.38,17.0,23.0,59.0,20.0,118.0,423.0,19.0,3.0,813.0,1042.0,20.0,0.0,157.0,36.0,7.0,48.0,16.0,0.0,108.0,111.0,0.0,0.0,11.0,4.0
28,21057,2.51,7.0,8.0,28.0,0.0,80.0,53.0,5.0,0.0,2449.0,483.0,0.0,0.0,17.0,0.0,0.0,73.0,0.0,0.0,46.0,86.0,0.0,46.0,38.0,0.0
29,21059,2.5,468.0,42.0,48.0,41.0,100.0,3217.0,823.0,28.0,9204.0,13402.0,272.0,163.0,1242.0,9.0,259.0,566.0,52.0,147.0,872.0,1769.0,110.0,507.0,252.0,267.0
30,21061,2.48,13.0,12.0,31.0,0.0,81.0,452.0,39.0,15.0,1071.0,1081.0,0.0,13.0,274.0,0.0,52.0,41.0,0.0,0.0,174.0,341.0,0.0,0.0,66.0,11.0
31,21063,2.43,17.0,27.0,67.0,28.0,104.0,161.0,110.0,0.0,718.0,545.0,0.0,0.0,41.0,0.0,14.0,18.0,0.0,0.0,106.0,69.0,0.0,0.0,0.0,0.0
32,21065,2.53,52.0,35.0,50.0,50.0,99.0,115.0,2.0,0.0,1439.0,1367.0,27.0,7.0,81.0,15.0,9.0,46.0,0.0,46.0,111.0,410.0,7.0,0.0,46.0,10.0
33,21067,2.35,1207.0,25.0,49.0,22.0,80.0,33750.0,8734.0,735.0,36178.0,42693.0,718.0,592.0,8736.0,208.0,1752.0,3931.0,412.0,1237.0,5871.0,8098.0,274.0,3278.0,1758.0,647.0
34,21069,2.61,59.0,39.0,67.0,43.0,161.0,556.0,116.0,0.0,1246.0,1650.0,0.0,77.0,243.0,0.0,44.0,0.0,0.0,0.0,94.0,124.0,0.0,0.0,185.0,133.0
35,21071,2.47,215.0,51.0,44.0,0.0,94.0,315.0,57.0,39.0,3890.0,2519.0,20.0,24.0,269.0,0.0,42.0,61.0,0.0,19.0,644.0,341.0,0.0,9.0,17.0,0.0
36,21073,2.26,286.0,42.0,57.0,28.0,122.0,2408.0,655.0,69.0,6459.0,5925.0,0.0,108.0,994.0,0.0,130.0,494.0,34.0,130.0,1176.0,825.0,16.0,235.0,299.0,94.0
37,21075,2.31,29.0,42.0,44.0,148.0,39.0,136.0,14.0,0.0,418.0,463.0,0.0,0.0,40.0,21.0,14.0,107.0,0.0,0.0,36.0,48.0,0.0,44.0,7.0,9.0
38,21077,2.79,54.0,61.0,69.0,7.0,181.0,192.0,91.0,28.0,530.0,1878.0,0.0,27.0,278.0,8.0,0.0,73.0,36.0,0.0,47.0,139.0,3.0,0.0,12.0,0.0
39,21079,2.55,98.0,54.0,50.0,34.0,109.0,336.0,94.0,63.0,1727.0,1833.0,0.0,99.0,229.0,22.0,120.0,48.0,44.0,0.0,445.0,534.0,0.0,0.0,69.0,0.0
40,21081,2.93,132.0,50.0,75.0,14.0,169.0,725.0,298.0,18.0,2315.0,5563.0,24.0,11.0,329.0,0.0,9.0,187.0,12.0,10.0,331.0,451.0,32.0,0.0,26.0,45.0
41,21083,2.58,49.0,13.0,44.0,11.0,85.0,2201.0,817.0,42.0,3237.0,3190.0,14.0,20.0,282.0,0.0,67.0,113.0,0.0,36.0,423.0,588.0,0.0,14.0,48.0,19.0
42,21085,2.6,42.0,17.0,33.0,42.0,59.0,356.0,115.0,6.0,2491.0,2613.0,24.0,13.0,345.0,5.0,27.0,23.0,7.0,51.0,316.0,270.0,10.0,0.0,16.0,30.0
43,21087,2.47,26.0,23.0,34.0,23.0,57.0,347.0,21.0,0.0,1002.0,855.0,0.0,8.0,83.0,0.0,33.0,61.0,0.0,0.0,166.0,62.0,0.0,33.0,52.0,147.0
44,21089,2.55,165.0,48.0,43.0,55.0,86.0,467.0,72.0,32.0,4353.0,5698.0,19.0,35.0,550.0,15.0,42.0,452.0,2.0,36.0,581.0,1107.0,3.0,0.0,65.0,21.0
45,21091,2.54,53.0,61.0,45.0,125.0,78.0,191.0,62.0,4.0,862.0,1667.0,0.0,0.0,113.0,0.0,37.0,34.0,0.0,0.0,184.0,142.0,0.0,0.0,12.0,16.0
46,21093,2.6,505.0,42.0,62.0,35.0,115.0,7240.0,759.0,301.0,8677.0,16450.0,250.0,113.0,2899.0,54.0,441.0,1369.0,34.0,236.0,918.0,1680.0,120.0,984.0,366.0,261.0
47,21095,2.5,61.0,20.0,31.0,12.0,64.0,444.0,75.0,0.0,1402.0,1083.0,0.0,26.0,287.0,3.0,0.0,16.0,7.0,15.0,186.0,291.0,2.0,60.0,27.0,10.0
48,21097,2.52,83.0,38.0,34.0,91.0,46.0,547.0,197.0,50.0,2074.0,2857.0,41.0,28.0,353.0,0.0,93.0,88.0,0.0,35.0,184.0,480.0,0.0,25.0,32.0,27.0
49,21099,2.55,172.0,88.0,90.0,34.0,194.0,1255.0,49.0,0.0,1963.0,1971.0,10.0,0.0,251.0,0.0,85.0,31.0,12.0,0.0,187.0,473.0,0.0,15.0,46.0,208.0
50,21101,2.39,331.0,62.0,53.0,24.0,106.0,1226.0,398.0,0.0,4163.0,7476.0,7.0,0.0,567.0,0.0,103.0,215.0,9.0,24.0,591.0,747.0,0.0,542.0,65.0,16.0
51,21103,2.56,123.0,80.0,64.0,10.0,160.0,463.0,119.0,0.0,1614.0,2110.0,29.0,0.0,206.0,11.0,23.0,157.0,44.0,2.0,152.0,251.0,18.0,2.0,79.0,6.0
52,21105,2.3,33.0,73.0,104.0,176.0,97.0,56.0,0.0,7.0,329.0,308.0,0.0,0.0,30.0,0.0,3.0,10.0,19.0,0.0,108.0,15.0,0.0,4.0,3.0,0.0
53,21107,2.47,166.0,33.0,47.0,7.0,81.0,1006.0,289.0,3.0,5376.0,4507.0,4.0,17.0,416.0,0.0,61.0,256.0,13.0,54.0,592.0,736.0,3.0,162.0,47.0,97.0
54,21109,2.34,41.0,29.0,38.0,0.0,101.0,101.0,0.0,0.0,898.0,569.0,0.0,0.0,131.0,0.0,8.0,8.0,0.0,49.0,55.0,53.0,0.0,0.0,32.0,0.0
55,21111,2.4,3988.0,37.0,54.0,23.0,92.0,59126.0,13700.0,1098.0,70175.0,130031.0,1371.0,1412.0,18696.0,423.0,2643.0,7121.0,769.0,3225.0,8554.0,13256.0,467.0,19450.0,2956.0,2746.0
