,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
0,21001,2.5,18.0,8.0,45.0,17.0,83.0,342.0,160.0,0.0,4386.0,1612.0,5.0,49.0,125.0,30.0,65.0,64.0,0.0,8.0,216.0,367.0,0.0,28.0,75.0,0.0
1,21003,2.59,37.0,21.0,38.0,0.0,96.0,1273.0,164.0,25.0,1956.0,2599.0,206.0,76.0,264.0,0.0,16.0,108.0,0.0,0.0,390.0,285.0,9.0,0.0,36.0,162.0
2,21005,2.56,68.0,28.0,54.0,11.0,133.0,235.0,33.0,23.0,2801.0,2818.0,38.0,21.0,515.0,0.0,48.0,157.0,0.0,9.0,484.0,853.0,0.0,0.0,49.0,12.0
3,21007,2.48,29.0,37.0,61.0,38.0,150.0,249.0,4.0,25.0,679.0,910.0,58.0,0.0,82.0,2.0,24.0,75.0,3.0,10.0,136.0,174.0,0.0,4.0,2.0,24.0
4,21009,2.48,213.0,48.0,55.0,46.0,112.0,1450.0,252.0,48.0,5639.0,3677.0,8.0,32.0,702.0,0.0,89.0,322.0,0.0,0.0,576.0,984.0,23.0,84.0,671.0,51.0
5,21011,2.76,73.0,64.0,50.0,104.0,78.0,327.0,44.0,0.0,1122.0,1054.0,47.0,0.0,4.0,0.0,6.0,79.0,0.0,15.0,96.0,339.0,0.0,39.0,123.0,79.0
6,21013,2.44,106.0,33.0,34.0,30.0,64.0,333.0,60.0,0.0,1347.0,1263.0,44.0,18.0,230.0,0.0,53.0,109.0,0.0,0.0,274.0,336.0,0.0,12.0,46.0,9.0
7,21015,2.77,391.0,30.0,53.0,5.0,113.0,7681.0,1382.0,185.0,12904.0,38474.0,199.0,496.0,5114.0,122.0,657.0,1922.0,266.0,252.0,1554.0,2955.0,89.0,805.0,652.0,195.0
8,21017,2.51,75.0,31.0,40.0,84.0,78.0,1166.0,739.0,15.0,1949.0,2349.0,0.0,47.0,312.0,11.0,106.0,135.0,8.0,6.0,400.0,372.0,0.0,7.0,59.0,34.0
9,21019,2.41,135.0,27.0,46.0,18.0,102.0,815.0,144.0,5.0,5509.0,7129.0,45.0,96.0,793.0,14.0,84.0,218.0,68.0,239.0,874.0,1166.0,15.0,63.0,198.0,17.0
10,21021,2.42,86.0,24.0,49.0,14.0,96.0,1040.0,320.0,71.0,3185.0,3843.0,67.0,65.0,432.0,0.0,129.0,250.0,20.0,41.0,406.0,635.0,23.0,109.0,202.0,78.0
11,21023,2.54,47.0,54.0,65.0,0.0,159.0,112.0,20.0,45.0,967.0,2312.0,0.0,70.0,111.0,0.0,0.0,89.0,0.0,9.0,70.0,118.0,0.0,0.0,7.0,3.0
12,21025,2.41,125.0,79.0,62.0,44.0,120.0,156.0,21.0,8.0,1223.0,682.0,0.0,5.0,71.0,0.0,12.0,6.0,0.0,1.0,159.0,176.0,0.0,14.0,27.0,5.0
13,21027,2.71,124.0,67.0,78.0,18.0,156.0,453.0,79.0,0.0,2673.0,3014.0,9.0,13.0,300.0,0.0,28.0,91.0,7.0,46.0,193.0,326.0,8.0,19.0,42.0,183.0
14,21029,2.71,370.0,39.0,48.0,13.0,98.0,1292.0,170.0,89.0,6206.0,13031.0,91.0,111.0,1923.0,0.0,150.0,774.0,34.0,55.0,680.0,896.0,6.0,15.0,357.0,173.0
15,21031,2.44,43.0,36.0,52.0,36.0,102.0,484.0,222.0,0.0,1105.0,1168.0,0.0,0.0,131.0,0.0,15.0,52.0,20.0,0.0,140.0,220.0,0.0,5.0,52.0,11.0
16,21033,2.39,47.0,34.0,79.0,228.0,128.0,14.0,0.0,3.0,980.0,1357.0,0.0,16.0,292.0,0.0,8.0,99.0,0.0,0.0,279.0,223.0,0.0,156.0,63.0,21.0
17,21035,2.35,115.0,17.0,31.0,0.0,55.0,2105.0,349.0,29.0,3828.0,4950.0,128.0,44.0,767.0,19.0,150.0,371.0,65.0,44.0,715.0,1008.0,6.0,284.0,154.0,56.0
18,21037,2.49,334.0,26.0,49.0,5.0,92.0,3654.0,537.0,130.0,9517.0,36185.0,339.0,220.0,3668.0,97.0,249.0,1226.0,141.0,190.0,1032.0,1496.0,167.0,394.0,309.0,252.0
19,21039,2.39,4.0,9.0,55.0,30.0,99.0,39.0,17.0,0.0,465.0,395.0,10.0,0.0,24.0,0.0,2.0,25.0,5.0,7.0,40.0,66.0,0.0,5.0,12.0,0.0
20,21041,2.63,80.0,69.0,56.0,40.0,120.0,582.0,340.0,0.0,788.0,1327.0,0.0,3.0,61.0,0.0,87.0,2.0,0.0,0.0,60.0,301.0,26.0,34.0,0.0,12.0
21,21043,2.54,45.0,14.0,40.0,35.0,74.0,247.0,46.0,22.0,2961.0,3275.0,5.0,48.0,356.0,0.0,70.0,122.0,0.0,54.0,420.0,761.0,33.0,36.0,30.0,28.0
22,21045,2.44,36.0,26.0,51.0,21.0,120.0,505.0,81.0,72.0,1181.0,689.0,0.0,44.0,79.0,0.0,5.0,66.0,0.0,4.0,121.0,91.0,0.0,16.0,50.0,125.0
