,FIPS,Year,Score_County_1,Score_County_2,Score_County_3
0,51001,2010,9.399616469225286,3.0565370218101684,7.795443400700721
1,39001,2010,58.57430458342176,37.92625637500461,36.080598374068266
2,42001,2010,15.073318122796072,7.921755260328578,9.367002449580857
3,51510,2010,7.827486574445653,10.514015147332456,9.447110472464999
4,42003,2010,95.74530718395484,1159.4249233629541,1043.87850735192
5,21003,2010,6.5064318290500704,13.89582087742524,10.816083564562566
6,51007,2010,7.3942211088827445,6.9862948421530175,4.330863495739461
7,51013,2010,31.95160199980191,5.148356438037092,10.322031917721489
8,42005,2010,19.641153734494655,21.930225387835474,24.53898512472419
9,39005,2010,19.051735346183833,0.46096985455692246,67.04724794740582
10,39007,2010,16.204080560041582,13.92168784358761,26.859457961501114
11,39009,2010,32.961928749223276,48.3710253450845,69.06155818854744
12,39011,2010,10.562471221432153,8.48976966651085,16.610756761466714
13,54001,2010,2.382883556130015,11.355607667514374,8.963844386145796
14,21009,2010,16.921423857112167,17.43923532890998,1.6440372237590328
15,21011,2010,18.964935897218552,10.728530728683573,1.6122847711248003
16,42009,2010,12.893917042602146,17.985109275068712,1.4693811132216952
17,51019,2010,0.8811059472438714,24.492489078861507,9.745991045318968
18,21013,2010,55.292248384808524,26.20682615218005,49.378742804960076
19,54003,2010,46.79763777141181,17.382388761668683,8.732219348058166
20,42011,2010,27.639200645756933,34.50337028442792,59.126681162082626
21,51021,2010,4.844880657382659,12.876335194904863,9.35507164653161
22,21015,2010,33.67326925929124,9.257130316598486,24.09817163100149
23,54005,2010,10.844713928564994,3.417974958318658,16.62776987841079
24,21023,2010,8.097870551138405,4.628953538137198,11.414206504827659
25,54007,2010,2.0555537270529367,11.288140524291398,18.778091143204126
26,21025,2010,19.40412824015653,13.428710891207869,20.859853040708984
27,21027,2010,2.1757343108532057,5.71314457426978,15.419659845066287
28,39015,2010,3.3423334762125223,26.976377397485518,24.89095749966446
29,51029,2010,8.562206208069039,8.898739020337377,10.538821874920497
30,42017,2010,174.76554010941314,302.0984602698535,403.24208589691074
31,21029,2010,24.931976986631113,8.667968623751953,29.076316501470803
32,39017,2010,20.12750920180951,121.97895801181252,185.10242566429378
33,42019,2010,4.647516050038205,31.03210786397136,7.966005578090204
34,54011,2010,21.656920732091077,21.992799006283903,44.07085024738317
35,54013,2010,10.778918515068908,0.5101029341364993,9.044988334668858
36,42021,2010,13.983991103801046,37.58414614286603,35.0024555397005
37,42023,2010,1.4075501470994196,15.339956583317605,8.854224524130894
38,42025,2010,11.344107503405427,10.917724619755496,3.3506611642345563
39,51033,2010,6.946153520392815,8.30056988188136,8.54975656800194
40,21041,2010,6.950983510917631,15.252685869201418,17.865661225235144
41,39019,2010,6.955114703085743,6.2117710776250705,11.43022597256224
42,21043,2010,53.62435297947017,58.905180229740296,6.515536910519766
43,21045,2010,9.169906782060101,17.06873085354144,14.211191500852545
44,51540,2010,4.804422522484113,15.88502173780934,2.554838580806332
45,51550,2010,9.463833262710885,63.91258574412692,26.497564157558976
46,42029,2010,29.860517077253377,84.56195477032813,14.508499188634225
47,51041,2010,23.94323143184875,40.686490731507355,57.14883765422734
48,21047,2010,16.17840756250781,3.4597257526234344,12.049181115142916
49,42031,2010,10.292950263900947,13.390578943993196,13.96151263606183
50,42033,2010,6.960560538107205,20.802688242247076,19.64815343822422
51,39025,2010,1.8873681047744986,131.18442140254646,107.15150700861595
52,39027,2010,32.26070019870882,28.523848861983282,4.978681572817891
53,51570,2010,1.7186302273989371,21.20145954455131,13.919206871234591
54,42037,2010,16.06884963132833,5.612749699739773,1.2225593988442194
55,39029,2010,13.302524327764598,4.3024211163879995,19.634524364046158
56,39033,2010,14.993247418792988,2.6117732626947348,22.326145264230455
57,42039,2010,10.742919861477715,17.074658602626467,12.506442104159348
58,21055,2010,7.577317129227857,5.139174297921932,11.136799060221525
59,39035,2010,126.12324735603485,386.83672581314175,61.68489236523318
60,51590,2010,7.750654776714821,15.008391258899572,11.299983281151563
61,42043,2010,12.606088633003266,155.8486478107732,81.94749401612631
62,21059,2010,10.484656577629389,16.492032242351353,5.6979146704649
63,39039,2010,27.980306139368125,2.191561786679114,10.394230594234601
64,39041,2010,353.6104908902226,74.52464624879345,166.13185715860857
65,42045,2010,26.276247946494752,440.6626102293932,198.8515696353189
66,51051,2010,15.91947364694313,13.42128507814151,10.453845741273282
67,54017,2010,11.776937927121082,2.4713716122771388,5.272067875017313
68,39043,2010,22.612983282168184,16.52912908873108,20.47084652738561
69,42049,2010,41.783178464970916,8.891653602707684,46.94483347685336
70,51057,2010,11.405048255242885,1.640929185101062,0.2922581891344238
71,51059,2010,134.41019313989207,20.299717677486694,6.371638914193561
72,21001,2010,12.021709095440379,3.9779884718082634,0.7759182392963002
73,51003,2010,7.618920282530815,8.994613966218402,11.211777164806513
74,51005,2010,15.78562340146397,8.438667101211774,2.341611773164858
75,39003,2010,24.378849913326384,23.845418967295117,24.484802318836156
76,51009,2010,12.59177142230201,9.426984390339683,16.599999381670273
77,51015,2010,10.053816307326075,9.75067015557076,12.005804150271086
78,51017,2010,2.6687212250353487,18.129155588363407,7.78944757223178
79,42007,2010,16.592428932203816,22.885607412184783,29.1261043741425
80,39013,2010,13.352984820284346,4.711667443963129,12.709966120559473
81,21017,2010,4.901753194029321,19.395643663944664,14.812445865738527
82,21019,2010,47.67762124363586,101.41814929684902,27.131244950337774
83,21021,2010,7.8159637177711225,16.805560281870715,15.39114777408165
84,51520,2010,26.071776714318197,10.519147686991099,16.50717724852412
85,51027,2010,4.778657443476318,51.36399027527,28.879207536294082
86,51530,2010,3.063587376871976,4.024042366523708,14.794648319173765
87,21035,2010,5.405858317256796,9.415752242272767,9.476824175866113
88,21037,2010,45.00139761008208,60.65519677585637,14.905327911827658
89,51031,2010,9.481096555660844,8.790075847114343,8.266303784812589
90,51035,2010,15.15494970204125,1.2705193670716148,2.314728851005237
91,42027,2010,15.99313250335897,5.940011570303515,15.570620185442245
92,39021,2010,26.565873110949546,8.224068476946139,0.5653032818919207
93,21049,2010,40.439409328515175,7.054449790518939,22.98763297640644
94,51043,2010,7.052031025574866,7.302912147161621,9.213046768177339
95,21051,2010,8.682895828651416,3.712040745348999,26.209412883519732
96,21053,2010,1.451507323787275,6.431202539758982,19.21124799652898
97,42035,2010,9.618958462156877,7.841642208185986,4.762175895959024
98,39031,2010,4.095604855691767,15.955818066747483,4.989919778205443
99,51045,2010,12.324698997599668,4.541450012686904,10.190817410639271
100,51047,2010,26.193286154452338,2.2072977231719864,17.513303191947585
101,21057,2010,11.06041611247627,5.687397356211324,4.140323753259934
102,51049,2010,4.20507570530727,9.85001715188407,10.715126842305516
103,39037,2010,10.803004094823534,5.021337725546845,13.106440511770955
104,51053,2010,0.022316551445205807,1.0214079091246406,18.344389566400313
105,21063,2010,14.430385487187449,21.264719436121407,14.393616401982603
106,51600,2010,3.421749130472231,14.606479466789299,7.099738183987749
107,39045,2010,7.326855051660316,155.40638589113956,52.39990399496926
108,21005,2010,12.363749613337747,11.485692958859142,1.6435426501437904
109,51515,2010,8.941365928047249,9.723892215274269,2.158762569290757
110,42013,2010,49.89528426843758,31.530995669960244,32.155282110574774
111,51023,2010,19.360393422715386,0.8987843820094564,9.374548673437491
112,42015,2010,17.987028183461206,10.18689090240323,11.470945964705452
113,51037,2010,9.49606494222872,11.393166586156507,2.9691013661007544
114,42041,2010,15.507539871681818,4.477757346070669,9.61151928219475
115,42047,2010,8.54208129399461,11.888958012491509,6.391259200766237
116,51595,2010,13.620214468325047,2.360900831451102,8.355442635316761
117,21065,2010,18.45466561897187,7.035808820676185,0.733347799360651
118,54009,2010,7.902446720151098,2.0431165729852743,11.350136608467775
119,21031,2010,9.634124506025689,11.713379718830833,1.062295530251074
120,21039,2010,0.0021115684381398515,0.5197107331837947,19.22236552536129
121,39023,2010,4.0533745175988996,17.999737830882605,10.97028912725907
122,54015,2010,10.489643388696129,8.011458975294568,4.499029950146893
123,21007,2010,2.1459673545973637,10.105592229660402,11.966731642124444
124,51025,2010,9.574535180017168,6.461387009661373,7.569381261868122
125,21033,2010,8.89321944428431,10.110328120178448,2.4426551833419685
126,51610,2010,0.9575535742387711,0.31157560783738564,19.359105344604874
127,21067,2010,118.18184775764259,143.18949541889103,44.284632542847206
128,21061,2010,8.315458690059426,3.4800594115825207,10.480732962452567
129,51061,2010,15.932757774340123,2.8865806418115905,26.265211800595935
130,51011,2010,4.325194915482635,7.956781751122754,7.435049006613202
131,39047,2010,10.433490759190775,10.683412287165803,9.644056759043385
132,42051,2010,3.0887152511526565,69.41927383980901,49.8287523002338
133,21071,2010,39.97619598810253,0.7030058338496059,39.70017821528326
134,51063,2010,0.6733698292383451,17.633682243094754,3.853494427447679
135,51065,2010,9.33358729508098,5.9783292856958195,5.872172651235317
136,21073,2010,22.694260775732346,13.971649037575538,14.067676251063482
137,39049,2010,176.76313436039678,74.90269997390294,181.9575808437256
138,42055,2010,14.033226510048282,41.47668265501688,4.081421647646294
139,51067,2010,11.355217657669959,23.440097941319028,5.868323440764397
140,51069,2010,18.95457764524821,6.178415556275518,45.4491989409532
