,Unnamed: 0,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded,is_Affected,is_Affected_Rank
0,0,51001,2013,7.509529828244437,8,0,Normal,1,-1,-4,Lightly_Decrease,-1,-30.0,Not_Likely,0,1.0899515175666552,Not_Likely,0
1,1,39001,2013,4.315841408941137,5,6,Good,0,1,8,Increase,2,15.0,Possible,1,31.07421562459342,Highly_Possible,2
2,2,42001,2013,1.5228796660820882,2,3,Good,0,1,5,Lightly_Increase,1,0.0,Not_Likely,0,4.895507654826794,Not_Likely,0
3,3,51510,2013,3.1289922357173388,4,6,Good,0,1,4,Lightly_Increase,1,-11.111111111111109,Not_Likely,0,0.0,Not_Likely,0
4,4,42003,2013,1096.8122369736916,1097,4,Severe,3,0,76,Extremely_Increase,3,56.25,Highly_Possible,2,40.0,Highly_Possible,2
5,5,21003,2013,3.756982907413969,4,4,Good,0,1,3,Stable,0,-14.285714285714285,Not_Likely,0,8.571428571428571,Not_Likely,0
6,6,51007,2013,8.691042501533047,9,9,Normal,1,-1,-5,Lightly_Decrease,-1,-7.142857142857142,Not_Likely,0,2.857142857142857,Not_Likely,0
7,7,51013,2013,18.84808050871229,19,6,Normal,1,0,-8,Decrease,-2,-11.111111111111109,Not_Likely,0,14.56671505509686,Possible,1
8,8,42005,2013,19.524121739986228,20,3,Normal,1,1,14,Increase,2,50.0,Highly_Possible,2,58.57142857142856,Highly_Possible,2
9,9,39005,2013,56.79593188059144,57,5,Critical,2,0,-20,Decrease,-2,-5.5555555555555545,Not_Likely,0,8.918299731972384,Not_Likely,0
10,10,39007,2013,3.5185498326958196,4,0,Good,0,2,48,Increase,2,30.0,Possible,1,49.82718367863395,Highly_Possible,2
11,11,39009,2013,26.478386268187784,27,7,Critical,2,0,25,Increase,2,6.25,Possible,1,7.5,Not_Likely,0
12,12,39011,2013,17.2599510593707,18,6,Normal,1,-1,-13,Decrease,-2,5.0,Possible,1,8.0,Not_Likely,0
