,Unnamed: 0,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
0,0,51001,2016,13.281574246330885,14,0,Normal,1,0,-6,Lightly_Decrease,-1,-10.0,Not_Likely,0,0.0
1,1,39001,2016,40.16354567181944,41,6,Critical,2,-1,-26,Decrease,-2,-60.0,Not_Likely,0,0.0
2,2,42001,2016,19.626368754752946,20,3,Normal,1,0,-1,Stable,0,-40.0,Not_Likely,0,2.0
3,3,51510,2016,10.635195300828832,11,6,Normal,1,0,3,Stable,0,5.5555555555555545,Possible,1,9.999999999999998
4,4,42003,2016,2625.359791728557,2626,4,Severe,3,0,-1167,Extremely_Decrease,-3,-18.75,Not_Likely,0,1.25
5,5,21003,2016,16.06176803439315,17,4,Normal,1,-1,-10,Decrease,-2,-57.14285714285714,Not_Likely,0,0.0
6,6,51007,2016,7.5279849558540475,8,9,Normal,1,0,1,Stable,0,-25.0,Not_Likely,0,1.4285714285714286
7,7,51013,2016,1.087249424049689,2,6,Good,0,2,47,Increase,2,5.5555555555555545,Possible,1,9.999999999999998
8,8,42005,2016,29.97636487796341,30,3,Critical,2,0,-5,Lightly_Decrease,-1,14.285714285714285,Possible,1,4.2857142857142865
9,9,39005,2016,72.14672044278952,73,5,Critical,2,0,-26,Decrease,-2,-22.222222222222218,Not_Likely,0,11.11111111111111
10,10,39007,2016,93.34503798735015,94,0,Critical,2,0,-61,Decrease,-2,-30.0,Not_Likely,0,0.0
11,11,39009,2016,55.51230400914493,56,7,Critical,2,0,8,Lightly_Increase,1,6.25,Possible,1,3.7500000000000004
12,12,39011,2016,13.240300757478542,14,6,Normal,1,0,0,Stable,0,15.0,Possible,1,13.0
13,13,54001,2016,4.040820608947598,5,8,Good,0,1,4,Stable,0,-30.0,Not_Likely,0,0.0
14,14,21009,2016,18.543930618691714,19,7,Normal,1,0,1,Stable,0,-45.0,Not_Likely,0,0.0
15,15,21011,2016,11.920093591153964,12,11,Normal,1,0,-4,Stable,0,3.125,Possible,1,5.0
16,16,42009,2016,7.898437472282716,8,2,Normal,1,-1,-5,Lightly_Decrease,-1,-50.0,Not_Likely,0,1.6666666666666667
17,17,51019,2016,21.955709764952914,22,9,Normal,1,0,-4,Stable,0,-15.384615384615385,Not_Likely,0,2.307692307692308
