,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank
0,51001,2017,7.251284197043153,8,0,Normal,1
1,39001,2017,14.907611331744521,15,6,Normal,1
2,42001,2017,18.206951833083462,19,3,Normal,1
3,51510,2017,13.900153013402686,14,6,Normal,1
4,42003,2017,1458.5274761884998,1459,4,Severe,3
5,21003,2017,6.867424888944093,7,4,Good,0
6,51007,2017,8.94859739500728,9,9,Normal,1
7,51013,2017,48.4188288050468,49,6,Critical,2
8,42005,2017,24.31037160646436,25,3,Critical,2
9,39005,2017,46.262249844485495,47,5,Critical,2
10,39007,2017,32.83925231360588,33,0,Critical,2
11,39009,2017,63.358684451132774,64,7,Critical,2
12,39011,2017,13.09963443370762,14,6,Normal,1
13,54001,2017,8.721190358065616,9,8,Normal,1
14,21009,2017,19.366944128789637,20,7,Normal,1
15,21011,2017,7.599710795150782,8,11,Normal,1
16,42009,2017,2.521201668473163,3,2,Good,0
17,51019,2017,17.519146361242367,18,9,Normal,1
18,21013,2017,4.094655655146543,5,6,Good,0
19,54003,2017,40.44198767038026,41,5,Critical,2
20,42011,2017,107.21140875083292,108,4,Critical,2
21,51021,2017,10.594299702802301,11,6,Normal,1
22,21015,2017,24.258743317157954,25,7,Critical,2
23,54005,2017,8.713476798629749,9,5,Normal,1
24,21023,2017,2.780410432503535,3,11,Good,0
25,54007,2017,7.332276946299263,8,7,Normal,1
26,21025,2017,15.845848358343089,16,8,Normal,1
27,21027,2017,12.29889918741491,13,5,Normal,1
28,39015,2017,23.97750774296871,24,8,Critical,2
29,51029,2017,11.971278441731586,12,5,Normal,1
30,42017,2017,1.222367876230916,2,3,Good,0
31,21029,2017,13.719877363414989,14,6,Normal,1
32,39017,2017,221.11498842933696,222,4,Critical,2
33,42019,2017,59.072116104603865,60,4,Critical,2
34,54011,2017,1.053107229511916,2,7,Good,0
35,54013,2017,10.804516388435195,11,7,Normal,1
36,42021,2017,14.241996082298506,15,2,Normal,1
