,Unnamed: 0,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
0,0,51001,2012,12.605950588773403,13,0,Normal,1,0,-5,Lightly_Decrease,-1,-50.0,Not_Likely,0,0.0
1,1,39001,2012,21.88686951358337,22,6,Normal,1,-1,-17,Decrease,-2,10.0,Possible,1,2.0
2,2,42001,2012,2.5889530281541795,3,3,Good,0,0,-1,Stable,0,30.0,Possible,1,22.000000000000004
3,3,51510,2012,10.100269713802867,11,6,Normal,1,-1,-7,Decrease,-2,-44.444444444444436,Not_Likely,0,0.0
4,4,42003,2012,255.5533548656181,256,4,Severe,3,0,841,Extremely_Increase,3,25.0,Possible,1,66.24999999999999
5,5,21003,2012,11.886525868644496,12,4,Normal,1,-1,-8,Decrease,-2,-21.428571428571427,Not_Likely,0,1.4285714285714286
6,6,51007,2012,5.129479201735043,6,9,Good,0,1,3,Lightly_Increase,1,32.142857142857146,Possible,1,9.285714285714286
7,7,51013,2012,35.170402979880876,36,6,Critical,2,-1,-17,Decrease,-2,-44.444444444444436,Not_Likely,0,0.0
8,8,42005,2012,13.33591079001167,14,3,Normal,1,0,6,Increase,2,35.714285714285715,Possible,1,34.285714285714285
9,9,39005,2012,34.75081089101202,35,5,Critical,2,0,22,Increase,2,50.0,Highly_Possible,2,57.777777777777764
10,10,39007,2012,28.801098907684555,29,0,Critical,2,-2,-25,Decrease,-2,-40.0,Not_Likely,0,0.0
11,11,39009,2012,49.45342858632989,50,7,Critical,2,0,-23,Decrease,-2,-18.75,Not_Likely,0,1.25
12,12,39011,2012,9.572870550652416,10,6,Normal,1,0,8,Increase,2,0.0,Not_Likely,0,12.0
13,13,54001,2012,2.1877975595745007,3,8,Good,0,1,5,Lightly_Increase,1,-35.0,Not_Likely,0,0.0
14,14,21009,2012,1.5118836298459035,2,7,Good,0,0,2,Stable,0,-20.0,Not_Likely,0,1.0
15,15,21011,2012,16.684513809683875,17,11,Normal,1,-1,-14,Decrease,-2,-31.25,Not_Likely,0,0.625
16,16,42009,2012,17.19546319839753,18,2,Normal,1,-1,-17,Decrease,-2,-8.333333333333334,Not_Likely,0,0.0
17,17,51019,2012,31.948672040039845,32,9,Critical,2,-1,-15,Decrease,-2,0.0,Not_Likely,0,2.307692307692308
18,18,21013,2012,6.5649917046479835,7,6,Good,0,2,18,Increase,2,25.0,Possible,1,3.7500000000000004
19,19,54003,2012,84.77093262953953,85,5,Critical,2,0,-53,Extremely_Decrease,-3,-15.0,Not_Likely,0,0.0
20,20,42011,2012,78.01568099271266,79,4,Critical,2,0,24,Increase,2,6.25,Possible,1,28.750000000000004
21,21,51021,2012,13.212176926574378,14,6,Normal,1,0,-7,Decrease,-2,-16.666666666666668,Not_Likely,0,1.6666666666666667
22,22,21015,2012,32.420037761581675,33,7,Critical,2,0,10,Increase,2,-13.636363636363635,Not_Likely,0,4.545454545454546
23,23,54005,2012,6.878756297236975,7,5,Good,0,1,1,Stable,0,16.666666666666668,Possible,1,6.666666666666667
24,24,21023,2012,13.748712589225173,14,11,Normal,1,0,0,Stable,0,-10.714285714285714,Not_Likely,0,2.857142857142857
25,25,54007,2012,9.010832715532873,10,7,Normal,1,-1,-8,Decrease,-2,0.0,Not_Likely,0,2.2222222222222223
26,26,21025,2012,25.44345599982296,26,8,Critical,2,-2,-22,Decrease,-2,-33.333333333333336,Not_Likely,0,0.6666666666666666
27,27,21027,2012,7.060093392216622,8,5,Normal,1,-1,-4,Lightly_Decrease,-1,-28.57142857142857,Not_Likely,0,0.0
28,28,39015,2012,17.61781830524385,18,8,Normal,1,1,16,Increase,2,0.0,Not_Likely,0,5.454545454545454
29,29,51029,2012,0.33263203247778284,1,5,Good,0,1,7,Increase,2,25.0,Possible,1,12.500000000000002
30,30,42017,2012,319.062051549008,320,3,Severe,3,-2,-302,Extremely_Decrease,-3,-8.333333333333334,Not_Likely,0,5.000000000000001
31,31,21029,2012,22.11781755204721,23,6,Critical,2,-2,-19,Decrease,-2,-15.0,Not_Likely,0,1.0
32,32,39017,2012,231.70549736758568,232,4,Severe,3,0,39,Increase,2,16.666666666666668,Possible,1,18.888888888888893
33,33,42019,2012,13.507093720436645,14,4,Normal,1,0,9,Increase,2,75.0,Highly_Possible,2,66.25
34,34,54011,2012,63.74038606542248,64,7,Critical,2,0,-11,Decrease,-2,38.888888888888886,Possible,1,6.666666666666667
35,35,54013,2012,1.5603898058284214,2,7,Good,0,1,11,Increase,2,16.666666666666668,Possible,1,4.166666666666667
36,36,42021,2012,41.835464074458734,42,2,Critical,2,0,88,Extremely_Increase,3,-10.0,Not_Likely,0,2.0
37,37,42023,2012,8.519912525763099,9,2,Normal,1,0,-1,Stable,0,8.333333333333334,Possible,1,5.000000000000001
38,38,42025,2012,20.119786048341318,21,5,Normal,1,0,-12,Decrease,-2,-25.0,Not_Likely,0,1.25
39,39,51033,2012,7.5508901644977975,8,8,Normal,1,0,0,Stable,0,19.23076923076923,Possible,1,3.076923076923077
40,40,21041,2012,20.037553198703574,21,8,Normal,1,0,-9,Decrease,-2,-9.090909090909092,Not_Likely,0,1.8181818181818181
41,41,39019,2012,11.616418207132304,12,6,Normal,1,0,1,Stable,0,50.0,Highly_Possible,2,50.0
42,42,21043,2012,61.42271127511161,62,7,Critical,2,-1,-45,Decrease,-2,3.8461538461538463,Possible,1,3.076923076923077
43,43,21045,2012,15.006672188045773,16,8,Normal,1,0,1,Stable,0,-21.428571428571427,Not_Likely,0,4.285714285714286
44,44,51540,2012,10.235264154218989,11,8,Normal,1,0,-2,Stable,0,-19.23076923076923,Not_Likely,0,0.7692307692307693
45,45,51550,2012,10.264895170285461,11,8,Normal,1,1,42,Increase,2,35.0,Possible,1,6.0
