,FIPS,Year,Score_County_1,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank
0,51001,2013,7.509529828244437,8,0,Normal,1
1,39001,2013,4.315841408941137,5,6,Good,0
2,42001,2013,1.5228796660820882,2,3,Good,0
3,51510,2013,3.1289922357173388,4,6,Good,0
4,42003,2013,1096.8122369736916,1097,4,Severe,3
5,21003,2013,3.756982907413969,4,4,Good,0
6,51007,2013,8.691042501533047,9,9,Normal,1
7,51013,2013,18.84808050871229,19,6,Normal,1
8,42005,2013,19.524121739986228,20,3,Normal,1
9,39005,2013,56.79593188059144,57,5,Critical,2
10,39007,2013,3.51854983269582,4,0,Good,0
11,39009,2013,26.478386268187784,27,7,Critical,2
12,39011,2013,17.2599510593707,18,6,Normal,1
13,54001,2013,7.497007768740701,8,8,Normal,1
14,21009,2013,3.981258321466712,4,7,Good,0
15,21011,2013,2.8525142413068347,3,11,Good,0
16,42009,2013,0.3326914738865689,1,2,Good,0
17,51019,2013,16.129171853719726,17,9,Normal,1
18,21013,2013,24.299788314013906,25,6,Critical,2
19,54003,2013,31.46499138033597,32,5,Critical,2
20,42011,2013,102.05413387321926,103,4,Critical,2
21,51021,2013,6.3074805247771595,7,6,Normal,1
22,21015,2013,42.944849171621925,43,7,Critical,2
23,54005,2013,7.1415732694318,8,5,Normal,1
24,21023,2013,13.25112577395508,14,11,Normal,1
25,54007,2013,1.7344044121704658,2,7,Good,0
26,21025,2013,3.1815218970630887,4,8,Good,0
27,21027,2013,3.9368092881237984,4,5,Good,0
28,39015,2013,33.11194185189114,34,8,Critical,2
29,51029,2013,7.017710772232382,8,5,Normal,1
30,42017,2013,17.677746591615147,18,3,Normal,1
31,21029,2013,3.969202518712496,4,6,Good,0
32,39017,2013,270.97761415046915,271,4,Severe,3
33,42019,2013,22.43371040410611,23,4,Normal,1
34,54011,2013,52.211716143888424,53,7,Critical,2
35,54013,2013,12.780625793377807,13,7,Normal,1
36,42021,2013,129.9752483688628,130,2,Critical,2
37,42023,2013,7.9987212648678865,8,2,Normal,1
38,42025,2013,8.296007673991928,9,5,Normal,1
39,51033,2013,7.207566852943229,8,8,Normal,1
40,21041,2013,11.197849489656953,12,8,Normal,1
41,39019,2013,12.53013602408943,13,6,Normal,1
42,21043,2013,16.55730733886455,17,7,Normal,1
43,21045,2013,16.850976744195243,17,8,Normal,1
44,51540,2013,8.153602809207245,9,8,Normal,1
45,51550,2013,52.06750089770525,53,8,Critical,2
46,42029,2013,58.590760011468106,59,3,Critical,2
47,51041,2013,88.48504352250114,89,13,Critical,2
48,21047,2013,9.86207363242667,10,5,Normal,1
49,42031,2013,15.552018389661827,16,4,Normal,1
50,42033,2013,10.340233928146123,11,2,Normal,1
51,39025,2013,53.88151635050109,54,9,Critical,2
52,39027,2013,8.629167842590496,9,5,Normal,1
53,51570,2013,15.946515703699491,16,11,Normal,1
54,42037,2013,18.552113546091768,19,5,Normal,1
55,39029,2013,37.570578051539016,38,7,Critical,2
56,39033,2013,27.53696158212801,28,6,Critical,2
57,42039,2013,17.670869213502947,18,3,Normal,1
58,21055,2013,14.365019269719891,15,5,Normal,1
59,39035,2013,210.25840491448082,211,1,Critical,2
60,51590,2013,11.840747366960747,12,3,Normal,1
61,42043,2013,78.84097757650245,79,5,Critical,2
62,21059,2013,6.907703911871331,7,4,Normal,1
63,39039,2013,33.202974811508305,34,5,Critical,2
64,39041,2013,4.3144786889669335,5,5,Good,0
65,42045,2013,156.0210191369071,157,3,Critical,2
66,51051,2013,14.158417324565265,15,6,Normal,1
67,54017,2013,11.258604586576324,12,8,Normal,1
68,39043,2013,101.6717231053751,102,3,Critical,2
69,42049,2013,16.722408864676627,17,1,Normal,1
70,51057,2013,5.199501488774684,6,6,Good,0
71,51059,2013,117.26893071637673,118,9,Critical,2
72,21001,2013,8.87374972154268,9,8,Normal,1
73,51003,2013,9.209104617706176,10,7,Normal,1
74,51005,2013,7.958109621184358,8,7,Normal,1
75,39003,2013,24.66025929223258,25,6,Critical,2
76,51009,2013,20.520709577166894,21,9,Normal,1
77,51015,2013,0.7124178947521329,1,7,Good,0
78,51017,2013,5.3380239921342625,6,7,Good,0
79,42007,2013,26.893826600812254,27,7,Critical,2
